TRADING CODE,LTP*,HIGH,LOW,CLOSEP*,YCP*,TRADE,VALUE (mn),VOLUME
1JANATAMF,3.1,3.1,3,3.1,3.1,29,0.283,91600
1STPRIMFMF,18.1,18.7,18,18.1,18.5,379,5.461,299252
AAMRANET,23.2,23.5,23.1,23.2,23.4,268,3.738,160975
AAMRATECH,15,15.1,15,15,15,47,0.48,31973
ABB1STMF,3.2,3.2,3.1,3.2,3.2,21,0.255,79776
ABBANK,7.3,7.4,7.3,7.3,7.4,254,6.342,867818
ACFL,17.6,18.3,17.5,17.7,18.2,174,1.385,77597
ACI,168.2,169,165,168.2,167,311,6.264,37393
ACIFORMULA,125.3,126.2,125.3,125.4,126.1,110,1.428,11365
ACMELAB,73.5,74,73.4,73.5,73.8,286,6.447,87446
ACMEPL,14,14.2,13.9,14,14,463,11.12,792953
ACTIVEFINE,9.9,10.4,9.9,9.9,10.2,177,2.852,285958
ADNTEL,84.8,85.7,84,84.8,85.3,822,20.757,244535
ADVENT,16.7,16.9,16.3,16.7,16.3,412,10.546,632726
AFCAGRO,9.9,10.2,9.8,9.9,10.2,70,1.109,110230
AFTABAUTO,33.6,34.5,33,33.6,34.1,349,10.342,305996
AGNISYSL,26.9,27.3,26.8,26.9,27.1,552,17.168,637494
AGRANINS,25.6,25.9,24.4,25.4,24.6,205,2.711,106764
AIBL1STIMF,6.9,7,6.8,6.8,6.9,5,0.033,4861
AIL,61,66.3,60.4,61,65.6,4660,105.274,1685597
AL-HAJTEX,153,154.9,151.6,154.2,153.1,593,34.789,225852
ALARABANK,23.2,23.2,22.4,23,23.1,71,2.546,111241
ALIF,7,7.2,7,7,7,152,1.665,237365
ALLTEX,12.5,13.3,12.4,12.5,12.8,99,1.664,131247
AMANFEED,26.6,27,26.5,26.6,26.8,187,5.493,205314
AMBEEPHA,721.5,737,720.1,722,736.1,65,0.609,839
AMCL(PRAN),204.3,205,204.1,204.4,204.8,20,0.109,533
ANLIMAYARN,23.4,24,23,23.1,23.6,95,0.699,30027
ANWARGALV,68.7,70,68.5,68.7,69.4,421,6.547,94619
AOL,15.8,16.3,15.8,15.8,16.2,217,3.151,198133
APEXFOODS,205.2,208,205.1,205.4,207,76,1.528,7418
APEXFOOT,206,207.9,203,205,206.6,143,3.104,15130
APEXSPINN,97.3,97.4,96.2,97.3,96.2,66,0.972,10047
APEXTANRY,66.8,68.7,66.6,67.4,67.6,31,0.173,2555
APOLOISPAT,3.9,4,3.9,3.9,3.9,62,0.605,155027
ARAMIT,168,168.6,167,168,167.6,42,0.231,1380
ARAMITCEM,14.6,15.9,14.5,14.6,15.4,258,2.816,186062
ARGONDENIM,17.1,17.4,17,17.1,17.2,128,2.443,142365
ASIAINS,29.6,29.9,27.7,29.6,27.8,487,6.876,236472
ASIAPACINS,31.5,32.5,30.6,31.5,30.5,144,2.259,70938
ASIATICLAB,36.1,37,36,36.1,36.6,657,19.565,539329
ATCSLGF,0,0,0,7.5,7.5,0,0,0
ATLASBANG,49.1,50.4,49,49.2,51.2,78,0.356,7223
AZIZPIPES,51.6,53.2,51.6,51.9,52.9,56,0.411,7922
BANGAS,96.6,96.8,95.1,95.6,95.7,127,1.684,17644
BANKASIA,17.1,17.3,17.1,17.2,17.2,48,3.373,195520
