TRADING CODE,LTP*,HIGH,LOW,CLOSEP*,YCP*,TRADE,VALUE (mn),VOLUME
FAMILYTEX,1.2,1.2,1.1,1.1,1.2,76,0.468,409939
FARCHEM,14.3,14.4,13.8,14.1,14.4,139,1.23,87399
FAREASTFIN,0.67,0.69,0.61,0.66,0.66,22,0.019,29131
FAREASTLIF,19.7,20.7,19.5,19.7,20.2,99,0.924,46952
FASFIN,0.72,0.73,0.66,0.72,0.68,50,0.336,478870
FBFIF,2.6,2.8,2.5,2.6,2.6,40,0.232,88951
FEDERALINS,18.4,19.4,18.1,18.4,18.9,230,2.267,123384
FEKDIL,13.9,14,13.5,13.9,14,498,9.861,716983
FINEFOODS,380.1,381,371.5,380.1,379,890,73.397,194290
FIRSTFIN,2.9,2.9,2.8,2.9,2.8,17,0.092,31981
FIRSTSBANK,0,0,0,1.9,1.9,0,0,0
FORTUNE,13.6,13.8,13.1,13.6,13.4,171,2.278,169455
FUWANGCER,11.3,11.4,11.1,11.3,11.3,223,3.285,292003
FUWANGFOOD,11.2,11.3,10.9,11.1,11,185,2.349,213509
GBBPOWER,6.2,6.2,5.9,6,6.1,67,0.719,119565
GEMINISEA,134,134,130,133.4,131.3,285,2.732,20674
GENEXIL,0,0,0,25,25,0,0,0
GENNEXT,2.2,2.3,2.2,2.2,2.2,41,0.055,25150
GHAIL,10.9,11,10.3,10.9,10.4,309,4.691,444925
GHCL,20.7,20.9,19.8,20.7,20.2,175,0.957,46729
GIB,0,0,0,1.7,1.7,0,0,0
GLDNJMF,6.3,6.3,6.1,6.2,6.2,41,0.492,80512
GLOBALINS,25.5,25.5,24.5,25.2,25,41,0.184,7407
GOLDENSON,10.1,10.3,9.8,10.1,10,382,4.758,475792
GP,258.3,259.3,257,258.3,258.7,540,6.245,24195
GPHISPAT,16.3,17,16.2,16.3,16.6,475,10.45,640516
GQBALLPEN,445.7,448.5,434.1,445.7,438.4,164,3.539,7968
GRAMEENS2,10.8,10.8,10.7,10.8,10.7,50,0.352,32717
GREENDELMF,3,3,2.9,2.9,2.9,10,0.103,35324
GREENDELT,51.7,52.8,50.2,51.7,51.7,91,5.752,111401
GSPFINANCE,1.6,1.6,1.5,1.6,1.6,28,0.108,69207
HAKKANIPUL,67.4,68.1,64.9,67.4,66.4,651,9.354,141725
HAMI,104.9,106.8,104.2,104.9,107,346,3.62,34401
HEIDELBCEM,213,213,209,211.8,210.7,94,0.946,4476
HFL,6.4,6.4,6,6.3,6,6,0.003,551
HRTEX,17.2,17.5,16.5,17.2,17,49,0.281,16486
HWAWELLTEX,40.1,40.1,39.5,40,39.8,55,0.886,22262
IBNSINA,314.9,315,308,312.9,311.9,187,5.771,18601
IBP,11.5,11.6,11.2,11.5,11.4,274,3.783,332859
ICB,36.8,37,35.7,36.8,36.9,76,1.083,29560
ICB3RDNRB,4.1,4.1,4.1,4.1,4.1,3,0.029,7000
ICBAGRANI1,6.4,6.4,6.4,6.4,6.4,7,0.021,3300
ICBAMCL2ND,5.4,5.4,5.1,5.1,5.4,29,0.331,64550
ICBEPMF1S1,3.6,3.6,3.6,3.6,3.6,8,0.019,5300
ICBIBANK,2.4,2.6,2.4,2.4,2.5,7,0.022,9329
ICBSONALI1,4.3,4.3,4.1,4.2,4.3,28,0.17,40765
ICICL,22.2,22.6,21.8,22.1,22.3,201,2.133,96522
IDLC,35.1,35.5,33,35.1,35.1,123,2.01,57731
IFADAUTOS,21.8,21.9,21.3,21.8,21.8,195,2.686,124331
IFIC,4.5,4.5,4.4,4.5,4.5,256,5.24,1175550
IFIC1STMF,2.7,2.7,2.6,2.6,2.7,40,0.535,205052
IFILISLMF1,3.3,3.4,3.2,3.3,3.3,15,0.086,26402
ILFSL,0.73,0.75,0.68,0.72,0.73,10,0.01,14011
INDEXAGRO,65.7,67.8,64.5,64.9,64.9,79,0.732,11282
INTECH,31.4,31.7,30.1,31.4,31.3,1283,31.058,1005295
INTRACO,20.6,20.9,20.3,20.6,21,285,3.862,188273
IPDC,19,19,18.4,18.7,18.7,489,11.332,609374
ISLAMIBANK,32.6,32.9,32.6,32.6,33,829,26.224,804029
ISLAMICFIN,8.1,8.1,7.9,8.1,8.1,79,0.787,97941
ISLAMIINS,36.7,36.9,35.9,36.1,36.3,25,0.197,5466
ISNLTD,74.2,74.5,71.9,74,73.1,615,5.9,80168
ITC,37.6,38,37,37.6,37.7,690,22.384,599942
JAMUNABANK,20.9,21,20.8,20.9,21,140,15.764,752442
JAMUNAOIL,183.8,183.9,182.1,183.8,183.4,655,15.445,84295
JANATAINS,23.5,23.5,22.6,23.2,23.6,95,0.765,33271
JHRML,43,43,41.4,42.4,42.3,83,1.04,24690
JMISMDL,118,118.1,108.2,116.8,117.4,55,0.325,2773
JUTESPINN,204,214,196,203.6,195.6,16,0.075,367
KARNAPHULI,29,29,27.6,28.4,28,186,2.425,86152
KAY&amp;QUE,380.9,382,362,380.9,374.2,1259,26.015,69726
KBPPWBIL,48.1,48.4,45,48.1,47.1,2292,46.495,990754
KDSALTD,40.3,40.3,38.6,39.7,39.7,281,7.145,181429
KEYACOSMET,4.2,4.2,4,4.1,4.1,140,1.026,253151
KOHINOOR,505,505,500.2,504.3,502.7,93,1.07,2129
KPCL,10.1,10.4,9.8,10,10.1,142,1.577,158526
KPPL,16.9,17,15.3,16.7,15.6,667,7.015,428635
KTL,11.9,12.2,10.9,11.9,11.4,859,17.755,1556169
LANKABAFIN,12.2,12.4,12,12.2,12.4,347,5.938,488825
LEGACYFOOT,53.4,53.5,51,52.7,52.9,424,5.652,108439
LHB,47.5,47.8,46.9,47.3,47.9,435,6.791,143745
LIBRAINFU,630.7,635,628,630.7,633.2,220,2.308,3662
LINDEBD,740,749.9,735,739.3,744.8,327,3.037,4098
LOVELLO,67.8,68.6,66.4,67.8,68,1977,52.475,775489
LRBDL,0,0,0,9.9,9.9,0,0,0
LRGLOBMF1,2.8,2.8,2.8,2.8,2.9,14,0.363,129650
MAGURAPLEX,81.6,81.8,78.7,80.7,81.5,374,5.848,72940
MAKSONSPIN,4.8,5.3,4.8,4.8,5,94,0.655,136033
MALEKSPIN,27.3,27.5,26.3,27.3,27.2,446,22.303,831597
MARICO,2634.4,2670,2611.4,2634.4,2679.1,245,18.025,6817
MATINSPINN,45,45.5,44.6,45,45.3,73,2.059,45764
MBL1STMF,3.6,3.6,3.5,3.6,3.7,20,0.292,81100
MEGCONMILK,14.7,14.9,14,14.6,14.2,72,0.171,11808
MEGHNACEM,29.5,29.8,29.3,29.5,29,8,0.005,186
MEGHNAINS,28.1,28.1,26.5,27.6,27.1,319,5.056,185645
MEGHNALIFE,48.3,48.8,46.9,48.3,47.8,230,2.162,45543
MEGHNAPET,21.8,22.4,21.8,21.8,20.4,4,0.002,106
MERCANBANK,7.6,7.6,7.4,7.5,7.5,63,1.118,149393
MERCINS,24.3,24.3,24.2,24.3,24.8,4,0.029,1206
METROSPIN,8.2,8.6,8,8,8.6,109,0.701,87015
MHSML,13.5,13.6,13,13.5,13.4,194,3.104,233441
MIDASFIN,4.2,4.2,4.1,4.2,4.1,26,0.058,13823
MIDLANDBNK,16.7,16.8,16.4,16.7,16.7,386,10.27,617792
MIRACLEIND,28.5,29.6,27.5,28.5,29.1,138,1.798,63867
MIRAKHTER,27.1,27.3,26.4,27.1,27.2,253,7.719,288703
MITHUNKNIT,13.8,14.3,13.7,13.8,14,20,0.192,13892
MJLBD,88,88,87,88,87.9,167,1.765,20140
MLDYEING,8.5,8.6,8.2,8.5,8.4,150,2.593,309888
MONNOAGML,339.6,342.6,330.2,339.6,339.5,596,10.652,31700
MONNOCERA,82.1,82.8,79.7,82.1,81.3,991,21.978,271689
MONNOFABR,21.6,21.8,20.7,21.6,21.4,1445,65.099,3069076
MONOSPOOL,90.7,92.3,87.7,90.7,91.3,1394,23.107,258558
MPETROLEUM,187.5,188.6,187.3,187.5,188.2,373,7.809,41667
MTB,12,12.1,11.9,12,12,49,0.637,53181
NAHEEACP,17.7,17.7,16.8,17.5,17.3,208,1.888,109336
NATLIFEINS,85.9,86,84,85.1,85,179,3.798,44883
NAVANACNG,21.3,21.3,20.4,21,20.9,49,0.463,22220
NAVANAPHAR,49.1,49.7,48.1,49.1,49,231,3.107,63797
NBL,3.1,3.3,3.1,3.1,3.2,79,0.366,116164
NCCBANK,11.8,11.8,11.6,11.8,11.7,51,2.193,187229
NCCBLMF1,4.1,4.1,4,4,4,15,0.018,4503
NEWLINE,4.1,4.2,4,4,4.1,33,0.203,50573
NFML,13.8,14.9,13.6,13.8,14,234,2.697,195965
NHFIL,22.2,22.5,21.8,22.2,22.5,257,4.758,215845
NITOLINS,27,27,26,26.1,26.4,3,0.004,169
NORTHERN,100.7,103.8,93,100.7,95.6,217,1.332,13449
NORTHRNINS,27.8,27.8,27.7,27.8,27.8,30,0.464,16678
NPOLYMER,26.4,27.2,26.1,26.3,27,146,1.383,52522
NRBBANK,6,6,5.7,5.9,5.9,72,1.295,220811
NRBCBANK,5.3,5.3,5.2,5.2,5.3,41,0.923,177278
NTC,170.4,171.3,165.5,170.4,172,76,0.733,4345
NTLTUBES,61,61.8,60,61,60.5,102,1.246,20529
NURANI,1.9,2,1.8,2,1.9,23,0.13,65303
OAL,5.5,5.6,5.3,5.4,5.5,66,0.358,66037
OIMEX,15.9,15.9,14.9,15.6,15.6,337,4.647,302957
OLYMPIC,135.5,136.5,135,135.5,136,386,37.39,276848
ONEBANKPLC,6.8,6.9,6.7,6.8,6.8,97,2.767,409878
ORIONINFU,346.4,348.6,340,346.4,347.2,904,28.422,82434
ORIONPHARM,27.1,28.5,26.5,27.1,27.6,271,5.236,193272
PADMALIFE,16.3,16.5,15.4,15.6,16.3,13,0.043,2732
PADMAOIL,166.2,167.8,166,166.2,167.8,563,9.946,59790
PARAMOUNT,42.2,42.5,40.7,42.2,41.3,66,1.032,24691
PDL,4.5,4.7,4.3,4.3,4.5,40,0.068,15588
PENINSULA,16.5,16.8,15.8,16.5,16.5,242,2.352,145194
PEOPLESINS,35.6,35.8,34.8,35.6,35.6,293,6.087,172394
PF1STMF,5,5.1,4.9,5,5.1,84,1.063,213431
PHARMAID,490.3,494,470,490.3,490.6,248,3.06,6361
PHENIXINS,26.9,27.1,26,26.9,26.7,198,2.194,82821
PHOENIXFIN,2.7,2.7,2.5,2.5,2.6,23,0.038,15064
PHPMF1,2.6,2.6,2.4,2.5,2.5,26,0.349,139605
PIONEERINS,47.4,47.5,46,47.1,46.9,236,5.468,117886
PLFSL,0.59,0.6,0.52,0.59,0.55,148,0.422,739194
POPULAR1MF,2.5,2.6,2.4,2.5,2.6,28,0.432,170401
POPULARLIF,40.6,42,39.8,40.6,40.7,274,2.007,49829
POWERGRID,27.4,27.5,27,27.4,27,95,0.589,21699
PRAGATIINS,68.5,69.5,66.5,68.5,68.2,996,25.221,372125
PRAGATILIF,151,152.2,145,149.3,152.2,793,16.372,110709
PREMIERBAN,4,4.1,4,4,4.1,86,2.487,621741
PREMIERCEM,40.5,41.6,40.3,40.5,41.6,100,1.609,39682
PREMIERLEA,0.64,0.65,0.55,0.61,0.59,21,0.021,34189
PRIME1ICBA,4.4,4.4,4.2,4.4,4.3,49,0.198,46170
PRIMEBANK,29,29.2,28.7,29,29.1,76,4.357,150257
PRIMEFIN,1.2,1.2,1.1,1.2,1.2,25,0.032,27007
PRIMEINSUR,30,30,29.2,29.3,30,43,0.346,11796
PRIMELIFE,33.1,33.3,31.5,32.3,32.5,60,0.485,15166
PRIMETEX,13.3,13.5,13.3,13.3,13.4,7,0.022,1622
PROGRESLIF,48.9,50.4,46.2,48.9,46.6,342,2.795,57909
PROVATIINS,27.4,28,26.9,27.4,27.8,51,0.487,17901
PTL,50.3,50.9,48.2,50.3,50,108,0.774,15468
PUBALIBANK,29.9,30,29.5,29.9,30,60,2.252,75373
PURABIGEN,19.1,19.1,18.3,19,19,42,0.287,15273
QUASEMIND,41.4,41.5,39.2,41.1,40.2,455,7.641,188935
QUEENSOUTH,11.8,11.8,11.2,11.8,11.7,404,9.591,827565
RAHIMAFOOD,149.3,152.1,140.3,149.3,138.3,3717,126.451,869234
RAHIMTEXT,212.3,212.3,191.3,212.3,193,1269,38.878,192130
RAKCERAMIC,21.9,22,21.5,21.9,21.9,90,0.975,44608
RANFOUNDRY,143.5,149.4,142.6,143.5,144.5,219,1.21,8427
RDFOOD,20.4,20.6,19.8,20.4,20.2,210,4.941,243961
RECKITTBEN,3400.2,3413,3399,3400.2,3426.7,44,0.792,233
REGENTTEX,3.2,3.3,3.1,3.2,3.2,86,0.696,217385
RELIANCE1,16.2,16.6,15,16.2,15.6,559,25.74,1597661
RELIANCINS,64.8,64.8,62.8,63.9,63.1,58,2.04,32213
RENATA,395.6,397,393,395.6,397.6,310,5.89,14899
RENWICKJA,520,520,520,520,531.5,4,0.01,20
REPUBLIC,27.6,27.6,26,26.4,26.6,58,0.511,19521
RINGSHINE,3.1,3.2,3,3.1,3.2,50,0.72,234529
ROBI,27.8,27.9,27.6,27.8,28,465,20.136,724781
RSRMSTEEL,6,6,5.5,6,5.5,27,0.233,39083
RUNNERAUTO,35.6,36,33,35.6,33.8,955,22.529,654134
RUPALIBANK,16.4,18.1,16.2,16.4,16.5,88,1.177,71967
RUPALIINS,21.2,21.2,20.1,21,21.1,60,0.205,9899
RUPALILIFE,76.8,78,74.1,76.8,76.6,881,17.515,231181
SAFKOSPINN,13.2,13.8,13.2,13.2,13.6,40,0.56,42251
SAIFPOWER,4.8,5,4.8,4.8,4.9,58,0.402,83162
SAIHAMCOT,19,19.2,18.5,19,19,825,41.105,2189584
SAIHAMTEX,15.5,15.7,15,15.5,15.6,264,6.877,450275
SALAMCRST,14.7,14.8,14.1,14.7,14.8,315,5.555,382706
SALVO,31,31.3,30,31,30.6,858,31.27,1024791
SAMATALETH,81.7,82.6,75.2,81.7,78.3,331,3.403,43327
SAMORITA,70.9,72,64,70.9,70.8,28,0.18,2543
SANDHANINS,19.4,19.4,18.5,19.2,18.9,133,1.314,69050
SAPORTL,41.1,41.3,39.8,41.1,40.2,577,30.789,758312
SAVAREFR,0,0,0,215.5,215.5,0,0,0
SBACBANK,6,6,5.9,5.9,6,59,0.529,89558
SEAPEARL,32.5,32.8,31.8,32.5,32.5,737,19.311,600967
SEMLFBSLGF,4.7,4.9,4.6,4.7,4.7,11,0.078,16666
SEMLIBBLSF,5.7,5.8,5.6,5.7,5.8,35,0.408,71501
SEMLLECMF,0,0,0,7.4,7.4,0,0,0
SHAHJABANK,16.4,16.5,16.2,16.4,16.4,61,2.703,165035
SHARPIND,12.4,12.8,12.1,12.4,12.8,107,0.75,60522
SHASHADNIM,15.7,15.8,15.6,15.8,15.7,62,0.372,23583
SHEPHERD,13,13.1,12.5,12.8,12.9,209,3.548,278337
SHURWID,4.4,4.5,4.4,4.4,4.4,18,0.144,32628
SHYAMPSUG,173.8,175.8,150,173.8,160.4,455,5.582,32691
SIBL,0,0,0,3,3,0,0,0
SICL,18.2,18.5,18,18.2,18.5,174,2.399,132301
SILCOPHL,13.4,13.6,13,13.4,13.1,82,1.897,142902
SILVAPHL,9.4,9.5,9,9.4,9.3,72,0.793,84496
SIMTEX,21.7,21.9,20.5,21.7,20.9,2326,78.184,3688993
SINGERBD,85.6,86.9,84.7,85.6,85.5,32,0.224,2617
SINOBANGLA,43.2,43.6,41,43.2,42.8,590,14.491,340190
SIPLC,51.2,51.8,50,51.2,51.3,355,5.62,110950
SKTRIMS,7.6,7.7,7.4,7.4,7.6,54,0.275,37018
SONALIANSH,184.9,189,178.7,184.9,182.8,909,15.514,85330
SONALILIFE,59.7,61.3,58.8,59.6,59.6,66,0.949,15931
SONALIPAPR,212.6,215.4,201.1,212.6,209.2,1076,19.769,94925
SONARBAINS,24.9,24.9,22.6,24.6,24.8,66,0.404,17066
SONARGAON,29.1,29.3,26.1,29.1,28.6,374,5.504,192245
SOUTHEASTB,8.7,8.8,8.5,8.7,8.7,45,0.43,49618
SPCERAMICS,14.6,14.8,14.2,14.6,14.7,292,4.504,310227
SPCL,43.6,44.6,42.2,43.6,43.2,1324,45.271,1048723
SQUARETEXT,49.2,49.3,48.8,49,49.2,70,0.977,19962
SQURPHARMA,199.6,200,198.5,199.6,199.9,1160,23.377,117453
SSSTEEL,3.9,4,3.7,3.9,3.9,81,0.583,152382
STANCERAM,75,75.3,70,75,72.9,122,0.824,11288
STANDARINS,39.2,40,37.9,39.2,39.3,319,5.936,153171
STANDBANKL,4.7,4.7,4.6,4.6,4.7,77,1.201,260709
STYLECRAFT,46.9,46.9,46.1,46.8,46.5,36,0.218,4678
SUMITPOWER,12.5,12.6,12.3,12.5,12.5,175,2.233,178824
SUNLIFEINS,52.4,52.6,50.6,51.6,52.7,240,9.238,179332
TAKAFULINS,34,34,32.5,34,32.9,39,0.037,1106
TALLUSPIN,5.7,5.8,5.4,5.7,5.5,47,0.665,119065
TAMIJTEX,118.5,119,112.7,118.5,114.4,191,2.119,18235
TECHNODRUG,29.2,29.5,28.4,29.2,28.7,383,5.013,173085
TILIL,43.7,43.9,41,43.7,41.7,1080,18.592,434401
TITASGAS,15.5,15.7,15.4,15.5,15.6,200,4.353,280242
TOSRIFA,17.2,17.2,16.1,16.8,16.8,115,1.457,86882
TRUSTB1MF,2.6,2.6,2.5,2.5,2.5,19,0.126,49905
TRUSTBANK,16.8,16.9,16.3,16.8,16.7,154,3.294,197288
TUNGHAI,1.6,1.6,1.5,1.5,1.5,18,0.038,25110
UCB,10.3,10.4,10.1,10.2,10.1,310,15.035,1466090
UNILEVERCL,2180,2193.2,2150,2157.2,2145.2,22,0.246,114
UNIONBANK,0,0,0,1.5,1.5,0,0,0
UNIONCAP,3,3.1,2.9,3,3,35,0.165,54944
UNIONINS,36.6,37.2,34.7,36.6,35.1,921,36.446,1005224
UNIQUEHRL,37.4,37.5,37.1,37.4,37.7,169,2.058,55105
UNITEDFIN,11.4,11.4,10.8,11.3,11.3,105,1.357,123326
UNITEDINS,40.9,40.9,39.7,40,39.9,16,0.048,1205
UPGDCL,115.9,116.9,114.1,115.9,116.4,225,1.619,14019
USMANIAGL,33.1,34,32.3,33.1,32.3,123,0.647,19428
UTTARABANK,21.5,21.6,21.4,21.5,21.5,188,9.478,441186
UTTARAFIN,9.9,10.4,9.4,9.6,9.8,54,0.317,32125
VAMLBDMF1,7.1,7.2,6.9,7.1,7.2,41,0.981,139889
VAMLRBBF,5.3,5.4,4.8,5.2,5.3,5,0.005,1008
VFSTDL,12.2,12.5,11.9,12.2,12.5,394,9.86,810902
WALTONHIL,370.6,371.9,367.4,369.5,370.1,494,2.918,7920
WATACHEM,137.5,141,132,137.5,134,1074,18.36,133624
WMSHIPYARD,8.3,8.3,8,8.3,8.1,96,1.123,137968
YPL,18.8,19,17.1,18.8,17.5,862,10.528,577325
