TRADING CODE,LTP*,HIGH,LOW,CLOSEP*,YCP*,TRADE,VALUE (mn),VOLUME
1JANATAMF,2.6,2.6,2.5,2.5,2.6,125,1.987,793555
1STPRIMFMF,20.7,21,20.3,20.7,20.7,335,10.385,504916
AAMRANET,17.1,18.1,17,17.1,17.5,376,2.923,169268
AAMRATECH,11.7,11.9,11.5,11.7,11.6,21,0.152,13045
ABB1STMF,2.6,2.7,2.6,2.6,2.6,70,1.562,599758
ABBANK,4.4,4.5,4.2,4.4,4.2,385,6.164,1404718
ACFL,17.7,17.8,17.4,17.7,17.8,108,1.1,62784
ACI,203.2,204,197.7,203.2,198,1381,41.116,203694
ACIFORMULA,130.4,131.8,129,130.4,128.9,156,2.62,20067
ACMELAB,72.5,72.6,72,72.5,72,364,9.507,131272
ACMEPL,15.6,15.9,15.5,15.6,15.7,510,22.672,1447599
ACTIVEFINE,5.8,5.9,5.4,5.8,6,68,0.494,87145
ADNTEL,57.5,58.6,57.2,57.5,57.8,478,9.924,171786
ADVENT,13.2,13.5,13.2,13.2,13.4,70,0.71,53376
AFCAGRO,5.2,5.4,5,5.2,5.3,58,0.341,66159
AFTABAUTO,33.3,33.8,33.2,33.3,33.3,382,8.276,247483
AGNISYSL,21.3,21.6,21.3,21.3,21.3,470,14.457,674849
AGRANINS,22.4,23.5,22.2,22.4,22.8,55,0.976,43440
AIBL1STIMF,3.4,3.4,3.3,3.3,3.4,37,0.245,72782
AIL,33.9,34.2,32.4,33.9,32.3,865,8.936,268290
AL-HAJTEX,139.5,140.7,134,139.5,136.1,1157,25.845,187120
ALARABANK,14.5,15.2,14.5,14.5,14.6,123,1.982,135124
ALIF,4,4.1,4,4,4,58,0.693,172793
ALLTEX,0,0,0,13.4,13.4,0,0,0
AMANFEED,23,23.2,22.8,23,22.9,178,2.291,99671
AMBEEPHA,699.7,702.4,699,699.7,700.9,170,1.026,1464
AMCL(PRAN),205.5,207.9,205,206.9,205,49,0.893,4317
ANLIMAYARN,19.4,19.5,18.9,19.2,18.9,19,0.156,8120
ANWARGALV,91.5,92,86.5,91.5,87.2,2498,52.692,586883
AOL,14.5,14.6,14.2,14.5,14.3,96,1.636,113166
APEXFOODS,239.8,239.9,231.1,237.1,234.3,496,7.264,30904
APEXFOOT,174.5,176.8,171.9,173,173.9,1414,28.985,166792
APEXSPINN,177.8,182.7,177,177.8,181.7,617,13.146,73592
APEXTANRY,57.6,59,56.2,58.5,56.6,12,0.26,4454
APOLOISPAT,1.8,1.9,1.7,1.8,1.8,99,0.933,519016
ARAMIT,176.8,177.9,174.1,176.8,174.1,196,1.584,8973
ARAMITCEM,9.3,9.3,9,9.3,9,51,0.295,32388
ARGONDENIM,18.2,18.5,18.1,18.2,18.5,481,15.953,873438
ASIAINS,27.9,28.3,27.7,27.9,28,108,1.779,63616
ASIAPACINS,31.3,31.8,30.8,31.5,31.6,83,1.086,34804
ASIATICLAB,47.6,48.5,47.4,47.6,48,538,16.489,343581
ATCSLGF,0,0,0,7.5,7.5,0,0,0
ATLASBANG,55.2,55.9,53.7,54.1,53.7,9,0.021,383
AZIZPIPES,43,43.6,42,43.1,43,27,0.094,2168
BANGAS,122.6,123.2,120.1,122.6,121.2,734,14.251,116808
BANKASIA,19.2,19.3,19,19.2,19,249,9.122,475261
BARKAPOWER,7.4,7.6,7.3,7.4,7.4,152,1.872,252770
BATASHOE,809.9,810.5,802,803,804.4,64,0.773,957
BATBC,250.3,251.9,250,250.3,250,682,14.721,58763
BAYLEASING,3,3,2.8,3,3,51,0.381,133226
BBS,8.9,9,8.9,8.9,8.9,84,0.604,67714
BBSCABLES,14.5,14.9,14.3,14.5,14.7,302,4.77,328400
BDAUTOCA,122.6,124.3,121.7,122.6,121.9,239,4.079,33288
BDCOM,26.6,27.2,26.5,26.6,26.9,477,8.406,314867
BDFINANCE,13.4,13.6,13.3,13.4,13.4,103,1.979,147492
BDLAMPS,134.4,136.9,134.1,134.4,135.1,148,1.231,9146
BDSERVICE,0,0,0,5.2,5.2,0,0,0
