TRADING CODE,LTP*,HIGH,LOW,CLOSEP*,YCP*,TRADE,VALUE (mn),VOLUME
1JANATAMF,4.7,4.7,4.6,4.6,4.6,33,0.43,93020
1STPRIMFMF,33.9,34.8,33.3,33.9,33.3,747,24.067,706249
AAMRANET,45.9,46.3,44,45.9,44.3,1833,75.476,1660741
AAMRATECH,28.4,29.1,28.4,28.5,28.9,139,2.315,80977
ABB1STMF,4.7,4.8,4.7,4.7,4.7,17,0.127,26835
ABBANK,10.8,11.1,10.6,10.8,11,931,46.107,4250800
ACFL,23.4,23.5,22.6,23.4,22.7,169,2.786,119541
ACI,170,174,170,171.8,172.9,224,4.834,28072
ACIFORMULA,139.5,140,139.1,139.5,138.9,72,0.676,4845
ACMELAB,78.3,79,77.9,78.3,78.4,348,11.307,144551
ACMEPL,26.2,26.5,26,26.2,26,930,38.127,1453230
ACTIVEFINE,17.9,18.1,17.3,17.9,17.4,736,23.141,1297455
ADNTEL,126.7,131.4,126,126.7,128.2,461,12.972,101820
ADVENT,31.8,33.8,31.5,31.8,32.9,2831,160.511,4915824
AFCAGRO,18.4,19,18.2,18.4,18.6,320,7.017,379737
AFTABAUTO,60,61.6,57.3,60,57.2,5256,274.45,4617211
AGNISYSL,29.3,30.1,29.2,29.3,29.7,955,39.504,1340132
AGRANINS,40,40.4,40,40,39.4,88,1.061,26467
AIBL1STIMF,9.8,9.9,9.6,9.8,9.5,342,33.843,3470952
AIL,91.3,94.5,88.3,91.3,92.8,1631,88.08,950147
AL-HAJTEX,162.6,164.9,161.1,162.6,164.3,376,8.306,50977
ALARABANK,24.1,24.2,24,24,24,18,0.265,11039
ALIF,11.7,12,11.7,11.7,11.7,300,4.561,387011
ALLTEX,15.5,15.9,15.5,15.5,15.6,47,1.077,68241
AMANFEED,32.2,32.8,32,32.2,32.2,157,5.134,159301
AMBEEPHA,822.3,848,821.5,822.3,833.3,150,2.167,2625
AMCL(PRAN),251.5,252.2,249.6,251.4,251.6,74,1.478,5893
ANLIMAYARN,46.3,48.5,45.5,46.3,46.1,734,19.743,418985
ANWARGALV,169.9,172.8,169.6,169.9,171.8,791,11.976,70310
AOL,27.4,27.7,27.2,27.4,27.2,443,9.534,347232
APEXFOODS,307.6,311,305,307.6,306.3,393,7.827,25445
APEXFOOT,254.9,256.5,253,254.9,254.5,252,6.6,25945
APEXSPINN,119.2,120.2,118.1,119.2,119.5,105,1.004,8410
APEXTANRY,96.1,102,92.4,95.8,94.4,19,0.095,987
APOLOISPAT,5.5,5.5,5.4,5.5,5.4,84,1.166,212844
ARAMIT,239.8,241.3,235,239.8,237,55,1.065,4447
ARAMITCEM,26.5,27.5,26.5,26.7,26.5,56,0.286,10704
ARGONDENIM,18.8,19,18.4,18.8,18.2,379,11.419,607717
ASIAINS,48.4,48.7,48.1,48.3,48.1,114,2.096,43319
ASIAPACINS,49.5,49.8,49,49.5,49.3,94,1.063,21439
ASIATICLAB,22,22,22,22,0,31,0.052,2385
ATCSLGF,8.2,8.4,8.2,8.3,8.2,52,0.945,113936
ATLASBANG,72,72.9,72,72.3,72.5,19,0.159,2198
AZIZPIPES,94.6,96.8,94.1,94.6,95.5,130,1.645,17345
BANGAS,121.5,125,120.9,121.5,123.5,550,6.765,55462
BANKASIA,18,18.1,17.9,18,18,65,5.583,309821
BARKAPOWER,16.5,16.5,15.9,16.5,16,220,4.18,254977
BATASHOE,989.5,989.5,980.6,983.1,989.5,17,0.556,566
BATBC,469.9,475,431.1,469.9,440.8,5086,131.768,286359
BAYLEASING,13.6,14.2,13.4,13.6,13.9,440,5.261,384571
BBS,18,18.5,17.9,18,18.1,559,18.838,1037426
BBSCABLES,41.3,42.5,40.9,41.3,41.8,744,25.201,607098
BDAUTOCA,125.3,129.9,125,125.3,127.7,276,3.596,28317
BDCOM,35.5,36.3,35.3,35.5,35.6,332,9.514,267399
BDFINANCE,27.5,28.2,27.1,27.5,27.4,358,7.789,283562
BDLAMPS,163.1,163.7,160.2,163.1,161.1,216,2.318,14307
BDSERVICE,0,0,0,5.2,5.2,0,0,0
BDTHAI,29.7,31.9,28.2,29.7,31.2,3084,108.635,3591700
BDTHAIFOOD,29.7,30.4,29.5,29.7,30.3,249,2.641,88173
BDWELDING,20,20.3,19.8,19.9,19.9,74,0.93,46719
BEACHHATCH,66.5,67.4,65.5,66.5,66.7,1334,50.842,764693
BEACONPHAR,237.3,238.6,234.1,237.3,234,1563,234.792,997197
BENGALWTL,24.3,24.5,24.2,24.3,24.4,103,2.283,93832
BERGERPBL,1845,1849.8,1834,1840.1,1845.1,100,3.731,2033
BESTHLDNG,39,40.2,38.8,39,39.5,3559,146.938,3732783
BEXIMCO,115.6,115.6,115.6,115.6,115.6,1,0,1
BGIC,49.4,49.9,48.6,49.2,49.3,10,0.024,494
BIFC,6.6,7.3,6.5,6.8,7.2,24,0.091,13366
BNICL,53.2,53.7,52.2,53.3,52.2,235,2.779,52261
BPML,69.4,69.6,68.6,69.4,68.4,422,9.072,130987
BPPL,19.6,19.7,19.3,19.5,19.3,171,2.458,126290
BRACBANK,42,42.5,41.2,41.9,42.1,432,41.08,983255
BSC,121.5,121.9,120.2,120.9,120.5,547,48.319,398773
BSCCL,150.7,151.6,149,150.7,149.6,609,12.476,83321
BSRMLTD,90,90,90,90,90,1,0,1
BSRMSTEEL,60,60.5,58.6,59.5,59.2,52,0.452,7616
BXPHARMA,129.7,133,128.6,129.7,129,459,16.444,126973
CAPITECGBF,11,11.3,11,11,11,113,2.792,252156
CAPMBDBLMF,8.6,8.8,8.5,8.6,8.5,16,0.125,14526
CAPMIBBLMF,11.6,11.8,11.5,11.6,11.7,106,1.98,170914
CENTRALINS,61.6,63.5,59.8,62.5,59.8,1422,112.381,1805742
CENTRALPHL,29.6,30.9,29,29.6,29.5,5681,273.401,9138506
CITYBANK,20.8,21,20.7,20.8,20.9,144,12.665,608475
CITYGENINS,73,74.9,71.6,73.1,72.2,293,14.226,196451
CLICL,55.1,55.2,53.9,55.1,54.4,203,2.636,48269
CNATEX,8.4,8.6,8.4,8.4,8.3,363,9.888,1167286
CONFIDCEM,78.2,79,77.6,78.2,77.1,141,1.406,17973
CONTININS,41.8,42.2,40.9,41.8,41.2,390,10.877,260916
COPPERTECH,31.8,32.4,31.6,31.8,31.8,380,9.337,292420
CROWNCEMNT,73.1,74.9,73,73.1,73.4,114,1.923,26211
CRYSTALINS,119.5,120.3,114.6,119.5,114.2,316,33.647,282078
CVOPRL,166.3,166.8,164.8,166.3,165.1,407,9.577,57763
DACCADYE,12,12,11.9,11.9,11.9,63,1.038,86951
DAFODILCOM,81.3,84.4,80,81.3,82.9,158,2.198,26829
DBH,45.8,47,45.5,46,45.8,260,2.921,63669
DBH1STMF,6,6,5.9,6,6,15,0.131,21935
DELTALIFE,107.2,109.2,106.5,107.2,106.9,442,8.049,74879
DELTASPINN,6.3,6.5,6.3,6.4,6.3,62,0.385,60131
DESCO,26.5,27.1,26.5,26.6,26.8,69,0.384,14340
DESHBANDHU,37.6,38.2,37.5,37.6,37.6,592,14.548,384714
DGIC,34.9,35.2,34.9,35,34.7,114,1.478,42206
DHAKABANK,11.9,12.1,11.7,11.9,11.9,45,2.922,244647
DHAKAINS,50.7,51.6,50.4,50.8,50.1,47,0.621,12189
DOMINAGE,15.8,16.3,15.8,15.8,15.9,217,3.924,246754
DOREENPWR,41.9,45,41.7,41.9,41.8,193,2.73,65069
DSHGARME,95.8,95.8,94.3,94.4,95.7,45,0.452,4773
DSSL,13.7,14,13.6,13.7,14,442,9.997,726665
DULAMIACOT,67.1,67.2,65.6,66.5,65.8,35,0.236,3547
DUTCHBANGL,56.8,57.2,56.5,56.7,56.7,108,2.293,40330
EASTERNINS,67.1,68.2,65.2,67.1,65.6,682,16.029,239373
EASTLAND,27,27.8,26.9,27,27.1,145,1.455,53556
EASTRNLUB,1518.5,1528.6,1515.9,1518.5,1519.7,117,1.329,875
EBL,31,31.1,30.4,31,30.5,222,27.206,881077
EBL1STMF,5.8,6,5.7,5.8,5.9,22,0.231,39821
EBLNRBMF,4.9,5,4.9,4.9,5,47,1.557,316820
ECABLES,164.2,166,164,164.2,163.6,43,0.583,3552
EGEN,37,37.3,36.8,37,37,188,5.745,155119
EHL,88.4,88.9,88,88.4,88,440,15.939,180363
EIL,45.3,46,44.7,45.3,45.1,318,12.485,275256
EMERALDOIL,79,79.6,75.8,79,75.7,2491,72.76,929056
ENVOYTEX,38.1,38.5,37.2,38.1,37.6,28,0.358,9418
EPGL,26.6,27.4,26.3,26.6,26.4,77,0.912,34348
ESQUIRENIT,27.2,27.9,26.2,26.9,27.2,215,4.083,152825
ETL,16.8,17.3,16.7,16.8,16.9,1152,58.655,3461293
EXIM1STMF,4.7,4.9,4.7,4.7,4.8,41,0.421,89274
EXIMBANK,10.2,10.2,10.1,10.1,10.1,118,4.702,462829
FAMILYTEX,4.2,4.3,4.2,4.2,4.2,200,3.457,818056
FARCHEM,24.1,24.2,24,24.1,24,120,1.459,60594
FAREASTFIN,4.4,4.7,4.4,4.6,4.6,11,0.115,25025
FAREASTLIF,49.3,51.3,49,49.3,49.7,270,3.542,71272
FASFIN,4.8,4.9,4.8,4.8,4.8,25,0.48,99451
FBFIF,4.8,4.8,4.7,4.8,4.8,26,0.186,38975
FEDERALINS,26,26.4,25.8,26,25.8,157,4.363,167766
FEKDIL,14.9,15.2,14.8,14.9,14.8,169,2.698,180577
FINEFOODS,173.3,174.9,171.1,173.3,170.1,1006,42.95,248945
FIRSTFIN,4.7,4.9,4.7,4.7,5,17,0.12,25536
FIRSTSBANK,8.1,8.2,8.1,8.1,8.1,190,8.238,1013092
FORTUNE,56.8,57.6,56,56.8,55.6,5499,313.104,5495182
FUWANGCER,30.3,32,29.7,30.3,30.6,7200,438.267,14135336
FUWANGFOOD,31.8,33.5,31.6,31.8,32.8,2912,115.142,3558955
GBBPOWER,12.8,13,12.7,12.8,12.9,114,0.803,62549
GEMINISEA,374.5,385.3,372.4,374.5,379,1836,40.693,107976
GENEXIL,68,68.6,67.8,68,67.9,365,8.109,119117
GENNEXT,6.4,6.5,6.3,6.4,6.4,273,11.349,1776742
GHAIL,15.9,16.1,15.7,15.9,15.8,188,4.615,290532
GHCL,26.8,27.3,26.6,26.8,26.9,27,0.142,5269
GIB,8.3,8.4,8.2,8.3,8.3,578,21.098,2546506
GLDNJMF,11.7,12.2,11.3,11.7,11.3,540,20.819,1761747
GLOBALINS,35.6,36.4,35.6,35.8,35.7,119,2.32,64486
GOLDENSON,18.3,18.9,17.9,18.3,17.2,3038,128.107,6939417
GP,256.7,258.8,251.5,256.7,252.6,3240,134.807,528288
GPHISPAT,31.3,31.9,31.2,31.3,31.3,279,5.83,185698
GQBALLPEN,133.6,134.7,128,133.6,131.6,1996,52.641,400083
GRAMEENS2,13.9,14.4,13.7,14.2,13.8,34,0.883,62499
GREENDELMF,5.5,5.6,5.3,5.5,5.4,27,0.274,49876
GREENDELT,0,0,0,67.9,67.9,0,0,0
GSPFINANCE,16,16.5,15.9,16,16.2,533,10.198,633161
HAKKANIPUL,61.5,62.7,61.1,61.5,62.2,159,3.078,50012
HEIDELBCEM,262.1,272.1,259,262.1,269.5,686,17.118,64281
HFL,17.1,17.4,16.7,17.1,16.7,178,2.505,146408
HRTEX,107.7,113.3,105.8,107.7,108.3,2914,129.259,1177833
HWAWELLTEX,50.2,50.6,49.6,49.7,49,20,1.813,36482
IBNSINA,268,271,267,267.7,271,171,2.7,10086
IBP,18,18.5,17.9,18,18.2,588,14.675,807217
ICB,62.6,63,62.3,62.6,62.2,51,0.386,6164
ICB3RDNRB,5.9,6,5.8,5.9,5.9,26,0.659,112566
