TRADING CODE,LTP*,HIGH,LOW,CLOSEP*,YCP*,TRADE,VALUE (mn),VOLUME
1JANATAMF,2.9,3.2,2.9,2.9,3,298,7.093,2366930
1STPRIMFMF,19.9,20.7,19.8,19.9,20,501,16.184,802730
AAMRANET,17,17.5,16.9,17,17.3,215,2.999,175328
AAMRATECH,12.2,12.5,12.2,12.2,12.3,74,1.122,91432
ABB1STMF,3,3.2,2.9,3,3.2,438,15.586,5118627
ABBANK,6.9,6.9,6.5,6.9,6.3,1975,113.85,16684939
ACFL,18.2,18.7,18,18.2,18.5,77,1.536,84396
ACI,225,227.1,207.2,225,208.9,4454,346.366,1550629
ACIFORMULA,151.6,156.8,141.8,151.6,142.6,1680,58.15,380891
ACMELAB,82.4,83.6,81.5,82.4,82.3,2941,187.085,2267930
ACMEPL,16.8,17.2,16.7,16.8,17.1,1216,47.241,2786029
ACTIVEFINE,7,7.3,6.9,7,7,167,3.478,488683
ADNTEL,64.3,65,62.8,64.3,63,1163,43.21,675668
ADVENT,14.4,14.7,14.3,14.4,14.4,119,3.249,225087
AFCAGRO,7,7.3,6.6,7,6.7,204,2.28,322964
AFTABAUTO,31,31.8,30.8,31,31.1,355,9.196,293757
AGNISYSL,21.6,22.1,21.5,21.6,21.8,781,21.187,971949
AGRANINS,24.4,25.3,24.3,24.4,24.8,186,3.5,141611
AIBL1STIMF,3.8,4,3.8,3.8,4,149,3.607,921755
AIL,28.6,29.5,28.4,28.6,29.1,508,8.15,281592
AL-HAJTEX,144.2,148,142.1,144.2,145.3,1305,34.325,236455
ALARABANK,16.3,16.9,16.1,16.3,16.8,629,14.361,868251
ALIF,4.7,4.9,4.6,4.7,4.8,185,2.451,514529
ALLTEX,14.9,15,14.5,14.9,14.6,214,3.205,217446
AMANFEED,24.4,24.8,24.3,24.4,24.5,436,11.885,484564
AMBEEPHA,784.4,816,780,784.4,797.1,147,2.727,3373
AMCL(PRAN),221.9,224,216.2,221.9,218.6,216,3.798,17124
ANLIMAYARN,18.9,19.2,18.8,18.9,18.8,81,0.537,28298
ANWARGALV,101.4,103.6,95.5,101.4,95.3,6111,220.144,2191134
