TRADING CODE,LTP*,HIGH,LOW,CLOSEP*,YCP*,TRADE,VALUE (mn),VOLUME
1JANATAMF,2.7,3,2.7,2.7,2.8,138,2.902,1050182
1STPRIMFMF,18.2,19.3,18,18.2,19,386,9.133,491562
AAMRANET,16.2,17,16.1,16.2,16.7,196,2.384,146122
AAMRATECH,11.9,12.1,11.8,11.9,12.3,104,1.203,100894
ABB1STMF,2.8,3.1,2.8,2.8,3,337,13.568,4696284
ABBANK,7,7.7,6.8,7,7,2184,88.728,12476524
ACFL,17.4,17.6,17.4,17.4,17.6,56,1.562,89409
ACI,211.2,221.8,210.2,211.2,221.6,1500,63.918,297327
ACIFORMULA,142,143.5,141.2,142,145.3,407,18.389,129562
ACMELAB,78.4,80,77,78.4,79.5,1052,50.118,638156
ACMEPL,16.4,16.6,16.3,16.4,16.5,1023,65.404,3988870
ACTIVEFINE,6.6,7,6.6,6.6,7,216,3.852,575945
ADNTEL,58.6,63.3,57.4,58.6,63,1236,28.455,473377
ADVENT,13.6,14,13.5,13.6,13.9,193,3.535,258815
AFCAGRO,6.9,7.3,6.8,6.9,7.3,88,0.705,101055
AFTABAUTO,28,29.4,27.9,28,29,407,7.282,257238
AGNISYSL,20.7,21.8,20.5,20.7,21.8,757,17.416,824134
AGRANINS,22.2,23.4,22.2,22.4,23.4,86,0.418,18357
AIBL1STIMF,3.6,3.9,3.6,3.6,3.8,77,1.807,487843
AIL,27.7,29.7,26.3,27.7,29.2,735,12.715,447352
AL-HAJTEX,126,130.8,125,126,129.1,686,11.683,92161
ALARABANK,16.6,17,16.5,16.6,16.9,325,7.855,474179
ALIF,4.8,5.1,4.7,4.8,4.8,452,7.87,1592997
ALLTEX,13.9,14.9,13.6,13.9,14.7,378,7.723,534068
AMANFEED,22.9,23.8,22.8,22.9,23.8,420,9.184,396058
AMBEEPHA,755,764.5,745.2,749.7,763.1,56,0.46,610
AMCL(PRAN),206.5,215,206.5,207,212.2,262,2.436,11652
ANLIMAYARN,18.6,19.7,18.4,18.6,19.3,181,1.588,84696
ANWARGALV,93,100.5,92,93,99.7,2888,80.13,836341
AOL,15.6,16.4,15.5,15.6,16,194,3.943,252329
APEXFOODS,218.7,233,216.1,218.7,230.1,297,3.776,16923
APEXFOOT,183.2,190,182.9,183.2,188.8,1038,24.512,132782
APEXSPINN,191.6,206.8,191,191.6,203.5,670,18.698,95654
APEXTANRY,65.2,70.4,64.7,65.2,68.9,197,1.307,19707
APOLOISPAT,3.7,3.7,3.6,3.7,3.4,928,23.743,6426099
ARAMIT,163.5,173,163,164.7,168.5,167,1.534,9233
ARAMITCEM,11.8,12.4,11.3,11.8,12,55,1.395,113539
ARGONDENIM,16.8,17.5,16.7,16.8,17.2,205,3.989,237013
ASIAINS,37.1,40.8,36.6,37.1,40.2,1113,28.718,751719
ASIAPACINS,35,37.4,34.5,35,37.4,276,7.117,197150
ASIATICLAB,61,63.6,60,60.3,60.8,2724,170.631,2756145
ATCSLGF,0,0,0,7.5,7.5,0,0,0
ATLASBANG,63.6,65,58.3,63.6,59.1,447,5.954,93434
AZIZPIPES,49.1,52.1,48.1,48.5,51.6,279,3.516,70325
BANGAS,114.4,122.2,110,114.4,121.6,646,10.279,87669
BANKASIA,22,23.9,21.9,22,23.7,1358,137.609,6099494
BARKAPOWER,7.7,8,7.7,7.7,8,201,3.23,417231
BATASHOE,830.8,847.8,825,830.8,849.6,156,1.139,1368
BATBC,242.3,260,237,242.3,266.1,6499,192.192,794444
BAYLEASING,6,6.6,5.9,6,6.2,383,8.796,1427273
BBS,10.3,11,10.2,10.3,10.2,1114,31.681,2970754
BBSCABLES,16.6,17.4,16.2,16.3,16.4,881,29.623,1758075
BDAUTOCA,138.9,144.4,138.1,138.9,143.9,822,16.492,117348
BDCOM,26.4,27.9,26.4,26.4,27.7,975,29.753,1104985
BDFINANCE,13.9,14.5,13.4,13.9,13.8,557,14.637,1049916
BDLAMPS,133.7,142,128,133.7,141.2,221,2.713,19825
BDSERVICE,0,0,0,5.2,5.2,0,0,0
BDTHAI,10.9,11.6,10.8,10.9,11.5,825,16.688,1492203
BDTHAIFOOD,16,16.7,15.9,16,16.4,1085,53.101,3250191
BDWELDING,16.6,18.4,16.2,16.3,17.9,304,3.248,195092
BEACHHATCH,31.1,32.9,31,31.1,32.6,674,12.319,388423
BEACONPHAR,102.5,105.7,102.2,102.5,105.6,912,22.325,215566
BENGALWTL,17.5,18.8,17.4,17.5,18.4,276,5.858,324832
BERGERPBL,1401.1,1428.2,1391.5,1401.1,1427.3,529,8.672,6140
BESTHLDNG,12.6,13.4,12.6,12.6,13.2,334,3.848,301686
BEXIMCO,0,0,0,110.1,110.1,0,0,0
BGIC,32.3,33.8,32.1,32.3,33.9,155,2.088,63263
BIFC,7.2,7.2,6.9,7.2,6.6,319,10.768,1498887
BNICL,51.2,54,50.4,51.2,53.7,482,17.812,343597
BPML,27.9,29.4,27.7,27.9,29.2,205,2.382,83466
BPPL,14.2,15.2,14,14.2,15.1,958,27.553,1886778
BRACBANK,79,82.7,77.9,79,82.7,2642,239.613,3010059
BSC,108.4,113.6,107.7,108.4,113.6,2169,95.393,864317
BSCPLC,139.1,145.5,138.3,139.1,145.5,676,37.041,261575
BSRMLTD,81.5,84,81.5,82.4,84.7,240,9.725,117313
BSRMSTEEL,68.8,72.6,68.2,68.8,72.9,548,19.398,277214
BXPHARMA,118.9,127.1,117,118.9,127,1828,101.407,834775
CAPITECGBF,6.7,7,6.7,6.7,6.9,367,8.495,1258726
