TRADING CODE,LTP*,HIGH,LOW,CLOSEP*,YCP*,TRADE,VALUE (mn),VOLUME
1JANATAMF,3.9,4,3.9,3.9,4,40,0.288,73751
1STPRIMFMF,39,40.7,38.7,39,39.8,680,38.135,959231
AAMRANET,39.3,41.3,37.4,39.3,38.5,2769,100.289,2589205
AAMRATECH,25.2,26,25.1,25.2,25.4,139,1.821,71242
ABB1STMF,4,4.1,4,4,4,18,0.422,104652
ABBANK,7.8,8,7.8,7.8,8,542,22.401,2863287
ACFL,20.8,21.5,19.9,20.8,20.5,190,4.062,194608
ACI,144.7,149.8,144,144.7,146.3,103,1.704,11763
ACIFORMULA,133,136,131.7,133.9,133.5,131,2.034,15191
ACMELAB,71.4,72.4,71.3,71.4,71.8,261,8.174,113961
ACMEPL,18.9,19.5,18.3,18.9,18.7,1261,39.63,2094891
ACTIVEFINE,13.8,14.3,13.6,13.8,13.9,200,5.15,371609
ADNTEL,101.7,104,101.1,101.7,102.4,1058,18.389,179660
ADVENT,30.2,30.2,27.8,30.2,27.5,2134,163.611,5499491
AFCAGRO,13.7,14.4,13.7,13.7,14.1,206,3.33,240559
AFTABAUTO,37.8,38.5,37.8,37.8,38.9,1335,43.295,1141697
AGNISYSL,28.8,29.4,27.6,28.8,27.9,1978,120.721,4216378
AGRANINS,33.7,34.5,33.7,33.8,34.1,81,1.148,33861
AIBL1STIMF,9.3,9.4,9.3,9.3,9.5,69,13.032,1399924
AIL,136.1,138,132.6,136.1,136,3024,211.287,1568671
AL-HAJTEX,173.8,175.9,170.1,173.8,171.1,568,47.272,274193
ALARABANK,23.8,23.8,23.6,23.7,23.8,35,0.266,11240
ALIF,9.7,10,9.7,9.7,9.8,356,8.06,820553
ALLTEX,16,16.3,14.6,16,14.9,332,3.728,238036
AMANFEED,25.6,26.2,25.3,25.6,25.7,130,2.159,83586
AMBEEPHA,753,774.9,751.2,753,768.4,181,4.017,5279
AMCL(PRAN),233.7,240,233.6,234,237.5,182,1.868,7961
ANLIMAYARN,33,33.3,32.8,33,32.6,174,2.816,85300
ANWARGALV,146,150.6,145.5,146,147.1,1103,24.101,163119
AOL,22.7,23.7,22.3,22.7,22.9,706,14.499,631931
APEXFOODS,255.1,259.9,255,255.2,257.4,299,7.074,27652
