TRADING CODE,LTP*,HIGH,LOW,CLOSEP*,YCP*,TRADE,VALUE (mn),VOLUME
NCCBLMF1,4.2,4.3,4.2,4.2,4.2,24,0.417,99338
NEWLINE,5.5,5.7,5.3,5.5,5.3,54,0.71,129081
NFML,14.2,14.3,14,14.2,14,243,3.499,247419
NHFIL,22.8,23.2,22.7,22.8,22.8,174,3.632,158863
NITOLINS,30.9,31.4,30.1,30.9,31.2,253,16.237,533428
NORTHERN,109,109.9,105,106.3,109.6,30,0.227,2142
NORTHRNINS,32,33.7,31.7,32.3,32.9,127,2.071,63832
NPOLYMER,28.2,28.9,27.8,28.2,27.9,287,5.547,195433
NRBBANK,6.3,6.6,6.3,6.3,6.5,190,3.725,585694
NRBCBANK,7,7.1,7,7,6.9,58,1.627,232009
NTC,160.1,162.5,158.3,160.1,160.8,150,1.677,10447
NTLTUBES,60.2,61.3,60.1,60.2,60.4,556,8.206,135958
NURANI,3,3,2.9,2.9,2.9,36,0.213,73304
OAL,5.9,6.1,5.8,5.9,6,76,0.748,126801
OIMEX,12.9,13,12.6,12.9,12.8,108,1.439,111723
OLYMPIC,141.8,143.3,140,141.8,143.3,952,28.633,202133
ONEBANKPLC,7.2,7.3,7,7.2,7,258,10.59,1483807
ORIONINFU,316.9,330.4,307,316.9,309.4,3126,76.461,238726
ORIONPHARM,26.5,27,26.4,26.5,26.8,354,5.536,208353
PADMALIFE,17.2,17.8,17,17.4,17.2,22,0.103,5934
PADMAOIL,175,175.6,174,175,173.7,326,6.405,36621
PARAMOUNT,54.2,55.6,54,54.2,55.4,831,19.718,360853
PDL,5.4,5.5,5.4,5.5,5.4,64,0.789,145116
PENINSULA,20.7,21.1,20.6,20.7,20.7,449,11.165,536081
PEOPLESINS,53,54.6,52.6,53,54.1,1349,66.462,1239583
PF1STMF,7.3,7.4,7.1,7.1,7.2,279,11.998,1671009
PHARMAID,557.9,579.5,557.9,562.9,565,433,7.386,12929
PHENIXINS,40.7,41.7,39.7,40.7,40.8,526,12.724,313659
PHOENIXFIN,3.8,4.1,3.7,3.8,3.9,124,1.468,383482
PHPMF1,3.2,3.3,3.1,3.2,3.2,50,0.906,285884
PIONEERINS,63.2,65.6,62,63.2,65.7,1040,42.628,663914
PLFSL,2.3,2.5,2.2,2.3,2.4,290,4.062,1767463
POPULAR1MF,3,3.1,3,3,3,46,1.325,433290
POPULARLIF,55.7,57,52.8,55.7,52.8,1744,64.19,1164784
POWERGRID,33.5,35,32.7,33.5,32.2,736,19.985,599075
PRAGATIINS,75.8,77.6,75.3,75.8,76.5,1280,58.969,773392
PRAGATILIF,195.2,204.2,194.6,195.2,198.7,1736,47.842,241302
PREMIERBAN,4.7,4.7,4.5,4.7,4.5,176,5.929,1294082
PREMIERCEM,36.2,36.8,34.9,36.2,36.2,666,17.658,493124
PREMIERLEA,2.2,2.3,2,2.2,2.1,131,1.458,673811
PRIME1ICBA,4.6,4.6,4.4,4.6,4.3,142,3.853,850278
PRIMEBANK,29.8,31.2,29.6,29.8,33.7,992,23.112,771256
PRIMEFIN,3.5,3.6,3.5,3.5,3.5,109,1.236,351264
PRIMEINSUR,36.3,37.2,36,36.3,36.8,192,5.307,145038
PRIMELIFE,37.9,38.7,35.7,37.9,37.5,520,8.308,217811
PRIMETEX,18.3,18.7,18.2,18.3,18.7,51,0.518,28154
PROGRESLIF,40.8,41.3,40.1,40.8,40.4,105,0.972,23797
PROVATIINS,34.7,36.5,34.2,34.7,34.8,918,34.726,987772
PTL,63.2,64.7,62.5,63.2,64.8,1396,69.001,1081527
PUBALIBANK,39.5,39.8,37.5,39.5,37.5,941,59.049,1515462
PURABIGEN,27.7,28.1,26.8,27.7,27.6,967,38.527,1406059
QUASEMIND,39.7,40.1,39.4,39.7,39.4,489,13.49,338506
QUEENSOUTH,11.7,11.9,11.4,11.7,11.4,295,5.324,454968
RAHIMAFOOD,100.2,101.8,98.9,100.2,99,487,8.208,82063
RAHIMTEXT,201.7,206.5,200.4,201.7,198.8,388,5.017,24654
RAKCERAMIC,23.7,24.3,23.5,23.7,23.2,168,2.289,96026
RANFOUNDRY,152.2,159.4,152,152.2,155.7,196,3.14,20503
RDFOOD,20.2,20.3,19.7,20.2,19.8,320,6.922,344060
RECKITTBEN,3481.1,3494.9,3471,3481.1,3474.2,60,1.174,337
REGENTTEX,4,4,3.8,4,3.9,78,0.186,47795
RELIANCE1,11.6,11.6,11.3,11.6,11.4,235,7.021,611564
RELIANCINS,93.3,96.3,88.2,93.3,89.3,3025,211.306,2285833
RENATA,416.9,419.5,416.2,416.9,416.5,352,25.992,62266
RENWICKJA,491,493,490,491.1,485.2,19,0.06,123
REPUBLIC,33.3,35.2,32,33.3,34.5,271,5.272,155585
RINGSHINE,3.7,3.7,3.5,3.7,3.6,142,2.14,588644
ROBI,28.6,28.8,28.4,28.6,28.5,663,53.343,1865677
RSRMSTEEL,7.6,7.9,7.6,7.6,7.7,50,0.316,41390
RUNNERAUTO,40.1,40.7,37.7,40.1,37.7,2027,71.778,1795613
RUPALIBANK,17.5,18,17.4,17.5,17.8,380,8.36,475611
RUPALIINS,24.1,24.9,23.7,24.1,24.9,371,10.789,442136
RUPALILIFE,89.7,91,87.6,89.7,87.1,1831,58.744,657279
SAFKOSPINN,20.8,21.4,20.4,20.8,20.8,426,7.299,348510
SAIFPOWER,6.1,6.5,6,6.1,6.4,266,2.232,359128
SAIHAMCOT,22.4,22.6,21.5,22.4,21.1,1737,142.837,6454705
SAIHAMTEX,18.5,18.6,18.1,18.5,18,489,14.261,775964
SALAMCRST,15.5,15.8,15.4,15.5,15.5,132,1.922,123823
SALVO,32.2,32.6,31.8,32.2,32,1172,34.797,1079050
SAMATALETH,115.6,123.7,113.2,115.6,119.3,1707,30.845,259080
SAMORITA,69.9,70.3,69,69.9,70,322,5.821,83586
SANDHANINS,22.4,22.9,22.2,22.4,22.2,688,17.384,772329
SAPORTL,51,52.4,50.8,51,52.1,1145,124.417,2415384
SAVAREFR,0,0,0,215.5,215.5,0,0,0
SBACBANK,6.5,6.8,6.4,6.4,6.7,114,2.082,317013
SEAPEARL,34.7,35.4,34.5,34.7,34.4,1141,14.848,426055
SEMLFBSLGF,5.2,5.4,5.2,5.3,5.3,27,0.302,57006
SEMLIBBLSF,6,6.1,6,6.1,6.2,13,0.409,67470
SEMLLECMF,0,0,0,7.4,7.4,0,0,0
SHAHJABANK,17.3,17.7,17.1,17.3,17.5,505,25.259,1446450
SHARPIND,15.2,15.8,14.9,15.2,15.4,110,1.123,73038
SHASHADNIM,18.8,19.4,18.7,18.8,19.4,214,6.262,329628
SHEPHERD,16.3,18,16,16.3,17,4163,249.261,14693588
SHURWID,6.3,6.4,6,6.2,6,23,0.019,3061
SHYAMPSUG,149,151,148,148.7,149,98,0.954,6403
SIBL,0,0,0,3,3,0,0,0
SICL,25.7,26.5,24.1,25.7,24.4,953,35.344,1387165
SILCOPHL,14.4,14.5,14,14.3,14,265,7.015,492277
SILVAPHL,10.3,10.6,10.1,10.3,10.1,183,3.152,305229
SIMTEX,24.1,24.4,24,24.1,24,1034,40.164,1660086
SINGERBD,84.8,86,84.7,84.8,85,256,1.961,23020
SINOBANGLA,53,53.2,51.3,52.3,51.1,1178,39.99,765765
SIPLC,73.6,74.5,72.5,73.6,74.7,716,30.869,420415
SKTRIMS,9.4,9.6,8.9,9.3,8.8,92,0.936,101989
SLIPLC,70.2,70.8,68,70.2,67.8,1051,29.325,419064
SONALIANSH,157.3,163.4,156.4,157.3,160.2,386,4.483,28244
SONALIPAPR,230.1,231.9,225.5,230.1,224.8,947,28.187,123457
SONARBAINS,35.1,35.5,32.9,35.1,34,909,23.772,693863
SONARGAON,35.3,35.7,34.8,35.3,35.2,360,10.516,297892
SOUTHEASTB,10.5,11,10.3,10.5,10.6,1076,63.531,5980410
SPCERAMICS,19.9,20.9,19.8,19.9,20.4,899,29.752,1472690
SPCL,55.8,56.9,54.1,55.8,54.4,3022,131.776,2366389
SQUARETEXT,47.8,48.1,47.8,47.9,47.9,158,1.471,30690
SQURPHARMA,213.7,213.9,212.9,213.7,213.1,983,35.943,168523
SSSTEEL,4.8,5,4.8,4.8,4.8,110,0.668,137726
STANCERAM,70.6,72,68.8,70.6,70.4,43,0.558,7847
STANDARINS,44.4,46,44.2,44.4,45.4,652,22.457,503229
STANDBANKL,4.9,5.2,4.8,4.9,5,492,13.978,2822720
STYLECRAFT,51.5,51.9,51.1,51.7,51,69,0.469,9129
SUMITPOWER,13.6,13.8,13.6,13.6,13.7,158,3.517,257037
SUNLIFEINS,72.4,74.5,72,72.4,73.2,1564,47.846,656281
TAKAFULINS,33.8,34.8,33.1,33.6,34.6,102,1.249,36823
TALLUSPIN,7.9,7.9,7.8,7.9,7.8,73,0.603,76436
TAMIJTEX,117.6,120.8,117.6,118.6,119,292,5.162,43333
TECHNODRUG,35.8,36.6,35.5,35.8,35.4,856,27.572,763235
TILIL,48.5,49.4,47.7,48.5,47.3,1572,45.646,938551
TITASGAS,16.6,16.8,16.6,16.6,16.8,178,2.444,146923
TOSRIFA,17.2,17.3,16.9,17,16.9,184,2.456,143919
TRUSTB1MF,3.1,3.1,3,3.1,3,55,2.187,715447
TRUSTBANK,18.4,18.4,18.2,18.4,18.2,677,72.537,3974289
TUNGHAI,3,3.1,2.9,3,3,25,0.331,110540
UCB,8.8,8.9,8.5,8.8,8.6,392,8.163,932615
UNILEVERCL,2080,2080,2063.7,2077.1,2083.5,48,0.355,171
UNIONBANK,0,0,0,1.5,1.5,0,0,0
UNIONCAP,4.3,4.4,4.2,4.3,4.3,99,1.42,332754
UNIONINS,35.1,36.3,34.9,35.1,35.7,431,11.598,329203
UNIQUEHRL,37,37.5,36.7,37,37,179,3.991,107776
UNITEDFIN,13.6,13.8,12.9,13.6,12.4,1105,41.653,3110296
UNITEDINS,47.7,51,47.1,47.7,49.6,538,21.445,445918
UPGDCL,118.3,118.8,117,118.3,117.6,181,2.092,17741
USMANIAGL,36,36.3,35,36,36,65,0.875,24549
UTTARABANK,25.7,26,25.3,25.7,25.8,843,92.518,3598511
UTTARAFIN,12.8,12.9,12.5,12.8,12.6,19,0.106,8269
VAMLBDMF1,0,0,0,7.1,7.1,0,0,0
VAMLRBBF,5.9,6,5.8,5.9,5.9,30,1.262,214115
VFSTDL,11.6,12,11.4,11.5,11.6,572,13.976,1198104
WALTONHIL,364.3,370.5,364,364.3,368.7,1454,14.694,40258
WATACHEM,137.7,144.5,137.1,137.7,142.7,724,9.461,67842
