TRADING CODE,LTP*,HIGH,LOW,CLOSEP*,YCP*,TRADE,VALUE (mn),VOLUME
1JANATAMF,3,3.1,3,3,3,90,2.321,773476
1STPRIMFMF,19,19.3,18.9,19,19.1,221,3.881,204234
AAMRANET,16,16.5,16,16,16.3,180,2.166,134255
AAMRATECH,12.5,13.4,12.2,12.5,12.6,65,0.393,31415
ABB1STMF,3.1,3.2,3.1,3.1,3.1,195,6.441,2076928
ABBANK,4.6,4.7,4.5,4.6,4.6,241,2.733,593467
ACFL,18.5,18.5,18.1,18.5,18.3,104,1.622,88070
ACI,188,192.6,187.5,188.3,189.5,507,7.607,40142
ACIFORMULA,142.4,144,141.5,142.4,141.2,139,3.259,22891
ACMELAB,76.6,77.3,75.8,76.6,75.8,819,31.734,413945
ACMEPL,23.5,24.4,23.3,23.5,24.1,2670,109.663,4608718
ACTIVEFINE,6.6,6.8,6.5,6.6,6.6,150,3.171,477468
ADNTEL,60.5,61.8,60.3,60.5,61.2,624,18.173,298879
ADVENT,13.7,13.9,13.6,13.7,13.8,86,1.876,136826
AFCAGRO,7,7.1,6.6,7,6.8,116,1.037,148765
AFTABAUTO,26.8,27.6,26.7,26.8,27.3,418,6.233,229890
AGNISYSL,24.9,25.5,24.4,24.9,25.2,618,32.922,1312040
AGRANINS,21.8,22.5,21.6,21.8,22.5,243,2.7,122415
AIBL1STIMF,3.9,4,3.9,3.9,3.9,25,0.48,122487
AIL,32.5,33.3,32.4,32.5,32.7,340,7.685,234641
AL-HAJTEX,97.4,101.1,96.9,97.4,99.1,1197,16.1,163448
ALARABANK,13.5,13.9,13.4,13.4,13.9,270,5.417,400739
ALIF,5.4,5.7,5.3,5.4,5.5,336,4.928,894315
ALLTEX,16.2,16.5,15.7,16.2,15.7,636,15.629,964217
AMANFEED,27.6,28.4,27.5,27.6,28,391,11.145,401739
AMBEEPHA,755.3,759,754.5,755.3,754.9,38,0.247,326
AMCL(PRAN),212,215.2,211.6,212.2,214.3,104,2.042,9607
ANLIMAYARN,19.7,20.1,19.6,19.7,19.9,116,1.038,52216
ANWARGALV,100,102.7,99.5,100,99.2,2352,70.007,692417
AOL,15.8,16,15.5,15.6,15.7,143,3.415,217434
APEXFOODS,260.8,274.7,259,260.8,270.4,867,18.384,69094
APEXFOOT,197.3,202.3,196.5,197.3,198.3,1197,23.732,118927
APEXSPINN,330.6,352.2,330.1,330.6,361.7,1487,69.145,205367
APEXTANRY,91.1,96.7,90.7,91.1,95.3,1297,20.679,221868
APOLOISPAT,3.3,3.5,3.2,3.3,3.3,136,1.212,366600
ARAMIT,170.2,172.9,167.1,170.2,171,268,3.671,21592
ARAMITCEM,10.8,11.3,10.7,11,11.1,35,0.134,12163
ARGONDENIM,17.2,17.3,17,17.1,17,414,11.08,649807
ASIAINS,38,38.9,38,38.1,38,399,6.968,180943
ASIAPACINS,42.2,43.4,41.1,42.2,40.5,983,31.975,750995
ASIATICLAB,110.8,112.3,105.5,110.8,107.7,2206,218.836,1978377
ATLASBANG,74.2,77.3,73.7,74.2,74.5,213,3.205,42557
AZIZPIPES,63.1,68,62,63.1,66,329,4.003,62340
BANGAS,136.1,138.8,132.9,136.1,131.6,1429,25.992,190802
BANKASIA,19.9,20.3,19.9,19.9,20.2,483,22.692,1136054
BARKAPOWER,8,8.3,8,8,8.3,250,3.028,372393
BATASHOE,820.4,830,817,820.4,820.9,55,0.934,1138
BATBC,219.9,220.9,219,219.9,220,786,20.212,91894
BAYLEASING,4.4,4.8,4.4,4.4,4.7,96,0.987,217657
BBS,12.4,12.5,12.3,12.4,12.2,955,38.218,3074555
BBSCABLES,20,20.7,19.9,20,20.4,901,20.849,1028288
BDAUTOCA,216.2,230,215.3,216.2,223.5,2175,41.028,185537
BDCOM,28.2,28.8,28.1,28.2,28.5,678,22.029,774571
BDFINANCE,11.8,12.1,11.8,11.8,11.9,97,1.433,120338
BDLAMPS,191.8,203.5,190,191.8,193.4,1625,32.044,161667
BDSERVICE,0,0,0,5.2,5.2,0,0,0
BDTHAI,12.4,12.7,12.3,12.4,12.5,546,13.458,1077885
BDTHAIFOOD,21.1,21.7,20.5,21.1,20.9,2186,121.137,5744310
BDWELDING,14.6,14.7,14.5,14.6,14.5,56,0.492,33633
BEACHHATCH,29.6,29.7,29.4,29.6,29.4,242,2.758,93371
BEACONPHAR,106.1,107.3,102,106.1,102.6,2530,86.291,821839
BENGALWTL,25.2,25.8,25,25.2,25.6,755,23.267,917465
BERGERPBL,1379.6,1385,1379,1379.6,1380.4,230,3.913,2834
BESTHLDNG,12.8,13.2,12.7,12.8,12.6,364,5.163,396613
BEXIMCO,110.1,110.1,110.1,110.1,110.1,2,0,3
BGIC,38,38.5,37.3,37.8,37.9,262,5.879,156167
BIFC,4.5,5.2,4.5,4.6,4.8,119,1.438,296380
BNICL,82.7,84.6,79.9,82.7,81.7,1061,57.793,692636
BPML,27.2,29,26.6,27.2,26.6,86,1.05,37791
BPPL,16.8,17.5,16.7,16.8,17,1833,91.687,5340835
BRACBANK,72.9,74,72.8,72.9,73.5,866,31.718,433763
BSC,103.5,105.4,103.2,103.5,104,834,30.114,290149
BSCPLC,140.2,142,140,140.2,141.6,359,7.852,55904
BSRMLTD,84.9,85.5,84.8,85,85.5,94,0.979,11487
BSRMSTEEL,71.6,72.6,69,71.6,72.7,374,17.286,243847
BXPHARMA,126,127.6,117.5,126,117,5651,381.401,3080187
CAPITECGBF,7,7.2,6.9,7,7.1,241,9.32,1326944
CAPMBDBLMF,12.4,12.5,12.2,12.4,12.4,308,7.518,607832
CAPMIBBLMF,9.4,9.7,9.1,9.4,9.1,237,4.956,528784
CENTRALINS,40.5,40.7,39.9,40.5,40.2,472,12.51,309352
CENTRALPHL,8.7,8.7,8.4,8.6,8.4,305,5.769,671116
CITYBANK,27.5,28.8,27.3,27.5,28.6,3915,262.951,9455097
CITYGENINS,101.3,102,100.9,101.3,101.3,568,49.529,489242
CLICL,55.5,56.7,55.2,55.5,55.6,388,8.831,158060
CNATEX,3.4,3.6,3.3,3.3,3.4,101,1.082,321007
CONFIDCEM,60.9,61.4,60.7,60.8,60.8,272,7.346,120624
CONTININS,26.9,27.5,26.8,26.9,27.1,298,8.065,299037
COPPERTECH,25.2,25.6,24.2,25.2,24.4,1303,54.84,2194380
CROWNCEMNT,48.9,49.8,48.6,49,49,49,0.315,6402
CRYSTALINS,74,75.7,73.8,74,73.9,832,20.395,274050
CVOPRL,157.3,162.5,156.9,157.3,160.7,2127,52.452,329771
DACCADYE,15.7,16,15.6,15.7,15.9,81,0.818,52067
DAFODILCOM,123.1,124.5,110,123.1,121.4,1208,28.378,230378
DBH,39,39.9,39,39.3,39.4,252,9.332,235299
DBH1STMF,4.5,4.5,4.4,4.4,4.5,51,1.102,246491
DELTALIFE,74.9,76.9,74.7,74.9,76,372,5.813,77109
DELTASPINN,6.4,6.6,6.3,6.4,6.4,192,2.587,401729
DESCO,21.8,22.2,21.8,21.8,22.1,151,1.496,68348
DESHBANDHU,17.6,17.9,17.5,17.6,17.7,369,9.402,533211
DGIC,21.5,22.5,21.5,21.7,22.2,171,2.688,122796
DHAKABANK,12.3,12.5,12.3,12.3,12.5,374,17.847,1440163
