TRADING CODE,LTP*,HIGH,LOW,CLOSEP*,YCP*,TRADE,VALUE (mn),VOLUME
1JANATAMF,4,4.1,3.9,4,4,133,0.722,184560
1STPRIMFMF,43.1,43.5,40.6,43.1,40.6,2343,161.444,3825090
AAMRANET,37.4,37.8,36.3,37.4,37.4,669,13.052,355067
AAMRATECH,24.6,27.8,24.6,24.6,25.3,136,1.69,68590
ABB1STMF,4.1,4.2,4.1,4.1,4.2,52,0.682,166073
ABBANK,7.9,8,7.8,7.9,8,407,7.794,995690
ACFL,19.6,19.8,18.5,19.2,19,73,1.05,56120
ACI,138.2,144.8,137.3,138.2,141.5,346,4.812,34843
ACIFORMULA,123,123.1,119.4,122.2,123,165,1.971,16377
ACMELAB,67.5,69,66.8,67.5,68.8,308,9.26,137229
ACMEPL,19.9,20.5,19.9,19.9,20.5,294,15.829,792793
ACTIVEFINE,12.2,12.9,12.2,12.2,12.5,241,4.595,376007
ADNTEL,120.5,121.8,108.3,120.5,110.9,2507,97.231,828742
ADVENT,22.7,23.5,22.7,22.7,23.4,933,28.074,1234056
AFCAGRO,13.3,14.4,12.8,13.3,13.1,154,1.907,147584
AFTABAUTO,45.6,47.1,45.6,45.6,47,1690,78.148,1705802
AGNISYSL,25.8,26.1,25,25.8,25.7,559,25.109,988122
AGRANINS,34.4,35.2,34.4,34.4,35.4,42,0.6,17432
AIBL1STIMF,9.2,9.4,9.2,9.2,9.4,60,1.328,143821
AIL,115.9,121.8,115.9,115.9,119.4,1245,63.608,540418
AL-HAJTEX,149,154.7,147.3,149,151.3,82,2.236,14974
ALARABANK,23.7,23.8,23.6,23.8,23.8,32,0.569,23970
ALIF,9.5,9.9,9.5,9.5,9.7,246,3.908,410716
ALLTEX,11.7,11.9,11.7,11.7,12,53,0.667,56961
AMANFEED,24.5,25.2,24.4,24.5,25.1,160,2.813,115206
AMBEEPHA,719.9,719.9,650,719.9,669.7,187,3.232,4659
AMCL(PRAN),231.8,235.8,231.2,233.4,236.4,57,0.276,1184
ANLIMAYARN,34.1,35.6,33.6,33.7,34.6,134,1.707,50584
ANWARGALV,152.8,154.2,146.2,152.8,150.6,1100,26.386,175956
AOL,22.7,23.4,22.7,22.7,23.3,195,3.627,158569
APEXFOODS,268.3,273.9,253.3,268.3,261.1,529,8.076,31099
APEXFOOT,238,238,231,237.3,238.1,191,2.1,8971
APEXSPINN,111.4,113,110,110.5,111.6,187,2.615,23582
APEXTANRY,86.7,88,83.6,83.8,86.1,28,0.191,2282
APOLOISPAT,4.5,4.5,4.3,4.5,4.4,152,1.234,283726
ARAMIT,278.2,281.9,268.2,278.2,270.6,1018,24.463,88328
ARAMITCEM,21.5,21.7,21.3,21.4,21.9,130,1.003,46988
ARGONDENIM,16.5,16.9,16.2,16.5,16.7,140,2.141,130700
ASIAINS,40.7,42,39.3,40.7,40.5,166,2.092,52848
ASIAPACINS,44.1,44.8,44.1,44.1,45.4,59,0.484,10969
ASIATICLAB,52.9,55.5,52.9,52.9,54.5,3201,183.265,3437820
ATCSLGF,7.1,7.4,7.1,7.1,7.2,79,3.284,461451
ATLASBANG,64.5,65.8,64.5,64.5,65.7,28,0.167,2579
AZIZPIPES,74,76,73.8,73.9,76,107,1.537,20793
BANGAS,113,115,111.3,113,114.7,275,4.622,41283
BANKASIA,18.3,18.9,18.2,18.3,18.5,28,1.047,56061
BARKAPOWER,12.7,13.2,12.7,12.7,13,156,2.845,223535
BATASHOE,969.9,969.9,930,941,977.9,39,4.897,5204
BATBC,364.5,375,362.3,364.5,373.1,2037,37.285,102106
BAYLEASING,11.2,11.6,11.1,11.1,11.4,118,1.913,172033
BBS,14.3,14.7,14.3,14.3,14.7,240,4.257,296265
BBSCABLES,31.3,31.8,31.2,31.3,32.1,225,4.122,131830
BDAUTOCA,110.9,111.8,105.4,109.9,108.6,187,2.518,23766
BDCOM,30.5,31.6,30.3,30.5,31.2,356,8.628,283420
BDFINANCE,20,21,19.8,19.8,20.4,218,5.81,293044
BDLAMPS,127.2,134,121.8,127.2,125.5,194,1.849,14933
BDSERVICE,0,0,0,5.2,5.2,0,0,0
BDTHAI,20,20.9,20,20,20.6,933,33.268,1656437
BDTHAIFOOD,36.2,37.3,36.2,36.2,37.3,248,9.834,268909
BDWELDING,17,17,16.5,16.5,17,105,0.736,44525
BEACHHATCH,69.2,69.9,67,69.2,69,1707,111.875,1643279
BEACONPHAR,189.9,198,189.9,189.9,195.7,865,48.397,254381
BENGALWTL,20.4,20.8,20.4,20.4,21,85,0.471,23099
BERGERPBL,1738.5,1762,1726.1,1738.5,1750.9,71,1.74,1000
BESTHLDNG,34.3,35.6,34.2,34.3,35.2,3009,106.617,3095860
BEXIMCO,115.6,115.6,115.6,115.6,115.6,2,0.003,26
BGIC,43,43.2,43,43,44.3,34,0.128,2980
BIFC,6.2,6.2,6.1,6.1,6.2,13,0.073,12002
BNICL,45.2,46.7,44,45.2,44.9,251,2.598,57858
BPML,56.9,58.2,56.8,56.9,58.5,380,9.496,166884
BPPL,15.3,15.6,15.3,15.3,15.7,183,2.021,131697
BRACBANK,37.1,38,36.8,37.1,37.9,385,18.349,494057
BSC,107.2,111,106.8,107.2,110.1,788,23.352,217824
BSCCL,124.3,128.1,123.7,124.1,127.5,342,8.736,70473
BSRMLTD,90,90,90,90,90,3,0.45,5000
BSRMSTEEL,54.4,54.6,53.1,54.3,54.7,76,1.625,30150
BXPHARMA,116.1,119.2,113.2,116.1,116.6,453,16.763,144223
CAPITECGBF,9.9,10.2,9.7,9.8,9.9,260,4.415,447857
CAPMBDBLMF,7.7,8.1,7.4,7.5,7.5,30,0.208,27287
CAPMIBBLMF,10.6,11,10.6,10.6,10.9,101,1.907,178344
CENTRALINS,51.5,52.4,50.3,51.5,51.8,362,11.088,215799
CENTRALPHL,21.6,22.4,21.6,21.6,22.2,1431,55.94,2581990
CITYBANK,18.8,19.2,18.7,18.8,19.1,387,26.402,1402665
CITYGENINS,90,90.7,89.3,90,90,243,18.277,203552
CLICL,49.1,50,46.9,49.1,48.2,89,0.164,3390
CNATEX,6.9,7.1,6.9,6.9,7.1,441,12.136,1753240
CONFIDCEM,69,72,67.5,68.2,68.6,112,1.653,24322
CONTININS,30.1,31.5,29.7,30.1,30.6,469,8.12,271391
COPPERTECH,27.3,28.4,27.3,27.3,28.1,86,2.039,74419
CROWNCEMNT,66.7,67.8,63.2,66.7,64.6,53,0.483,7370
CRYSTALINS,97.8,99.8,93,94.5,95.3,346,5.113,54384
CVOPRL,127.8,128,123.2,126.9,127,323,5.631,45095
DACCADYE,8.6,9.4,8.6,8.7,8.8,129,1.129,130948
DAFODILCOM,80.2,80.2,79.5,80.2,80.8,37,0.382,4769
DBH,36.5,37,35.6,36.5,36.7,240,4.411,123156
DBH1STMF,5.1,5.4,5.1,5.1,5.2,53,0.808,157887
DELTALIFE,86.7,90.6,85.4,86.7,88,188,3.073,35651
DELTASPINN,4.8,5.1,4.8,4.8,4.9,189,0.916,190247
DESCO,24.8,24.8,23.9,24.7,24.5,97,0.979,39950
DESHBANDHU,32.2,33.1,32.2,32.2,33.1,302,8.84,273714
DGIC,28.6,29.7,28.6,28.6,29.4,110,2.79,95960
DHAKABANK,11.3,11.3,10.8,11.2,11.1,122,3.546,325650
DHAKAINS,43.1,44.5,43,43.1,44,84,1.589,36581
DOMINAGE,13,13.5,13,13,13.4,116,1.459,111960
DOREENPWR,30.3,31.1,30.3,30.3,31.2,134,3.162,104168
DSHGARME,81.2,83,80.5,81.2,82.7,30,0.358,4414
DSSL,10.7,11.1,10.7,10.7,11,177,2.959,274293
DULAMIACOT,63.3,63.3,63.3,63.3,65.2,11,0.191,3014
DUTCHBANGL,59.4,59.9,58.2,59.4,58.6,395,16.018,272546
EASTERNINS,49.1,50.5,48.6,49.1,50.1,142,2.212,44526
EASTLAND,22.1,22.6,22.1,22.1,22.7,87,3.317,149690
EASTRNLUB,1439,1439,1386,1430.2,1423.3,223,2.519,1792
EBL,26,26.2,25.9,26,26.2,320,25.324,972637
EBL1STMF,4.9,5,4.9,4.9,5,27,0.225,45756
EBLNRBMF,4.5,4.6,4.5,4.5,4.6,50,1.24,275433
ECABLES,149.2,153.8,142.2,149.2,146.5,127,1.147,7821
EGEN,37,37.8,35.5,37,36.5,2082,78.203,2167406
EHL,80.9,82.5,79.5,80.9,81.7,610,15.206,187745
EIL,37.9,38.3,37.1,37.9,37.9,569,18.924,502923
EMERALDOIL,48.1,50.3,48.1,48.1,49.5,589,15.495,319146
ENVOYTEX,31.5,32.5,31.5,31.5,32.2,24,0.089,2813
EPGL,21.7,23,21.7,21.7,22.3,82,0.977,44955
ESQUIRENIT,21.7,23.3,21.7,21.7,22.3,75,1.285,59205
ETL,12.7,13.2,12.7,12.7,13,415,16.818,1318382
EXIM1STMF,4,4,3.9,3.9,4,46,0.41,104674
EXIMBANK,9.4,9.5,9.3,9.4,9.5,258,6.254,666183
FAMILYTEX,3.4,3.6,3.4,3.4,3.5,308,2.452,714961
FARCHEM,20.1,20.2,19.8,19.9,20.4,127,2.321,117066
FAREASTFIN,3.9,3.9,3.7,3.7,3.8,30,0.144,38641
FAREASTLIF,37.6,39.8,37.6,37.6,38.7,68,1.047,27657
FASFIN,3.8,4,3.8,3.8,3.9,49,0.241,62990
FBFIF,4.1,4.2,4.1,4.1,4.2,75,1.084,263981
FEDERALINS,22.9,23.3,22.9,22.9,23.6,89,1.13,49248
FEKDIL,12.5,13.1,12.5,12.5,12.8,122,2.02,161537
FINEFOODS,177.7,182.7,176.4,177.7,181.8,555,18.137,102031
FIRSTFIN,4,4,3.9,3.9,4,13,0.055,14056
FIRSTSBANK,7.1,7.1,6.9,7.1,7.1,237,6.742,960178
FORTUNE,36.6,38.2,36.5,36.6,37.6,1563,51.479,1403940
FUWANGCER,22,22.8,22,22,22.6,675,21.708,982099
FUWANGFOOD,28.4,28.9,27.8,28.4,28.6,1739,66.845,2382783
GBBPOWER,9.3,9.9,9.3,9.3,9.5,73,0.735,79071
GEMINISEA,326.1,335,301.5,326.1,310.7,2299,50.629,159510
GENEXIL,54.2,54.7,53.4,54.2,55,470,11.19,208452
GENNEXT,5.4,5.6,5.4,5.4,5.5,229,3.793,700307
GHAIL,15.2,15.8,15.2,15.2,15.6,366,11.21,734161
GHCL,22.2,23.5,22.1,22.2,22.7,19,0.171,7702
GIB,7.1,7.4,7.1,7.1,7.3,842,19.057,2675068
GLDNJMF,12.6,12.8,12.1,12.6,12.4,943,32.443,2630126
GLOBALINS,29.9,31.2,29.9,29.9,30.8,92,1.631,54386
GOLDENSON,21.6,22.3,21.6,21.6,22.2,778,47.749,2189383
GP,235,238.5,229.8,235,232.5,1554,46.541,198599
GPHISPAT,25.6,26.1,25.6,25.6,26.3,205,3.466,134910
GQBALLPEN,115.4,117.8,106.1,115.4,109.3,1023,17.054,153952
GRAMEENS2,13.1,13.1,12.8,12.8,13,40,0.353,27516
GREENDELMF,4.2,4.3,4.2,4.2,4.3,51,0.404,95935
GREENDELT,55,55.7,52.4,55,54,114,2.911,53357
GSPFINANCE,10.9,11.5,10.9,10.9,11.2,238,3.623,331098
HAKKANIPUL,56.5,56.8,54.2,55.9,55.8,220,3.285,60131
HAMI,157.8,167.9,157.1,157.8,161.9,135,1.891,11964
HEIDELBCEM,222.5,230.5,222.5,222.5,229.3,152,2.527,11332
HFL,14,14.5,14,14,14.4,87,1.305,93173
HRTEX,67.1,70.2,67.1,67.1,69.1,140,4.378,64375
HWAWELLTEX,47.5,48,46,46.9,47.4,18,0.077,1649
IBNSINA,253.7,259,250,253.7,253,178,5.972,23558
IBP,13.1,13.4,13,13.1,13.4,335,7.279,558206
ICB,49.3,50.1,49.2,49.3,50.7,66,0.564,11404
ICB3RDNRB,5.2,5.4,5.2,5.2,5.3,39,0.639,122360
ICBAGRANI1,8.4,8.4,8.4,8.4,8.5,1,0.001,100
ICBAMCL2ND,7.3,7.4,7.3,7.3,7.5,16,0.161,22002
ICBEPMF1S1,5.7,5.7,5.6,5.6,5.7,16,0.367,65500
ICBIBANK,3.7,3.8,3.7,3.7,3.8,76,1.482,393499
ICBSONALI1,10.2,10.2,9.9,10,10,228,5.928,590269
ICICL,25.7,26.7,25.7,25.7,26.4,144,2.534,98072
IDLC,31.2,31.9,31,31.2,31.9,193,4.878,156708
IFADAUTOS,34.9,35.8,34.8,35.2,35.8,247,7.389,211648
IFIC,9.6,9.9,9.6,9.6,9.8,685,22.365,2321925
IFIC1STMF,3.8,3.9,3.8,3.9,3.9,36,0.832,214681
