TRADING CODE,LTP*,HIGH,LOW,CLOSEP*,YCP*,TRADE,VALUE (mn),VOLUME
1JANATAMF,3.2,3.2,3.1,3.2,3.2,13,0.109,34402
1STPRIMFMF,21.9,22.7,21.8,21.9,22.3,746,18.174,819615
AAMRANET,23.6,23.9,23.1,23.6,23.5,331,6.964,297323
AAMRATECH,15.3,15.4,15,15.3,15.3,57,0.913,59999
ABB1STMF,3.1,3.2,3.1,3.1,3.2,15,0.843,269776
ABBANK,7.4,7.5,7.3,7.4,7.4,183,4.36,589777
ACFL,17.8,18.2,17.5,18,17.6,213,2.936,163162
ACI,153.3,154,152,153.3,153.9,393,11.244,73378
ACIFORMULA,124.4,125.9,124.4,124.4,125.6,186,3.894,31219
ACMELAB,75.2,75.3,73.9,75.2,74.1,999,23.415,312519
ACMEPL,13.6,14.3,13.2,13.6,13.2,1819,51.47,3732758
ACTIVEFINE,9.5,10,9.4,9.5,9.2,703,14.809,1524549
ADNTEL,86.1,87.6,85.5,86.1,86.9,1309,30.489,353532
ADVENT,16,16.2,15.6,16,15.8,479,8.192,511818
AFCAGRO,10,10.3,9.9,10,10,122,2.062,203572
AFTABAUTO,35.9,36.4,35.8,35.9,35.7,562,10.766,299229
AGNISYSL,26.6,27,26.5,26.6,26.6,596,31.837,1193923
AGRANINS,24.1,24.6,24,24.1,24.2,43,0.514,21287
AIBL1STIMF,7,7.2,6.9,7,7.1,51,2.316,329306
AIL,81.4,83.2,80.5,81.4,81.4,1696,39.227,480242
AL-HAJTEX,146.7,147.9,141.4,146.7,145,968,39.356,270569
ALARABANK,18.5,18.8,18.4,18.4,18.5,56,1.249,67685
ALIF,7.9,8.2,7.8,7.9,8,307,7.953,998446
ALLTEX,13.5,13.9,13.4,13.5,13.8,193,2.297,168393
AMANFEED,26.9,27.1,24.4,26.9,26.9,262,7.396,282592
AMBEEPHA,763.3,766.6,760.2,763.3,761.4,119,0.428,561
AMCL(PRAN),202.5,203.6,201.3,202.4,201.4,6,0.017,84
ANLIMAYARN,22.9,23.3,22.6,23.1,22.4,41,0.244,10612
ANWARGALV,66.3,67.8,66,66.3,67,381,4.222,63665
AOL,16,16.2,15.8,16,15.9,207,3.499,219502
APEXFOODS,208.4,208.8,206.2,207.1,207.3,69,0.454,2194
APEXFOOT,200.6,203.8,200.1,200.7,201.6,103,1.574,7837
APEXSPINN,95.1,97.4,94.8,95,95.9,68,0.699,7328
APEXTANRY,66.7,67.9,65.2,65.6,66.2,7,0.053,813
APOLOISPAT,4.7,4.9,4.6,4.7,4.5,944,21.629,4452916
ARAMIT,164.6,171.9,163,166,162.9,71,0.484,2882
