TRADING CODE,LTP*,HIGH,LOW,CLOSEP*,YCP*,TRADE,VALUE (mn),VOLUME
1JANATAMF,3.2,3.3,3.2,3.2,3.3,89,2.886,895166
1STPRIMFMF,20.3,20.5,20.2,20.3,20.2,427,11.546,569482
AAMRANET,18.6,18.8,18.4,18.5,18.8,278,2.91,156794
AAMRATECH,12.6,12.8,12.5,12.6,12.7,57,0.402,31907
ABB1STMF,3.3,3.4,3.3,3.3,3.3,128,7.332,2219653
ABBANK,6.1,6.3,6,6.1,6.2,421,6.972,1142229
ACFL,19.1,19.2,18.8,19.1,19,180,3.301,173340
ACI,193.2,197,190,193.2,195.6,792,17.418,90382
ACIFORMULA,151.4,153,145.8,151.4,147.7,1405,32.432,217529
ACMELAB,80.5,81.4,80.1,80.5,81.3,793,23.063,286517
ACMEPL,16.6,16.7,15.7,16.6,15.9,1491,52.593,3252353
ACTIVEFINE,9,9.2,8.5,9,9.1,85,1.268,140320
ADNTEL,77.9,80,76.8,77.9,79.3,728,20.055,257032
ADVENT,14.8,15,14.7,14.8,14.9,163,3.352,226105
AFCAGRO,8.1,8.2,7.7,8.1,7.5,288,4.48,566773
AFTABAUTO,37.1,37.5,36.5,37.1,36.5,754,20.283,548116
AGNISYSL,26.3,26.6,25.8,26.3,26.3,861,24.789,946653
AGRANINS,25.6,26,25.6,25.6,26,99,1.177,45594
AIBL1STIMF,4.2,4.4,4.1,4.2,4.3,256,3.992,944370
AIL,53.2,54,50.4,53.2,51.9,3357,121.561,2343111
AL-HAJTEX,151.3,153,143.1,151.3,145.1,1286,43.473,292572
ALARABANK,17.2,17.2,17.1,17.2,17.1,56,0.454,26494
ALIF,5.8,5.8,5.6,5.7,5.7,112,1.961,343853
ALLTEX,12.1,12.3,11.4,12.1,11.4,240,3.288,277879
AMANFEED,25.6,26.5,25.4,25.6,25.9,459,10.302,400904
AMBEEPHA,819.9,823.2,812,819.9,819.7,358,5.26,6426
AMCL(PRAN),241.5,242,238,241.5,240.9,108,0.962,4006
ANLIMAYARN,23.7,24.7,22.6,23.5,24,182,2.475,106007
ANWARGALV,83.9,84.1,80.6,83.9,80.6,2033,47.529,575184
AOL,14.1,14.3,14,14.1,14.1,97,1.288,91203
APEXFOODS,256,258.9,246.6,256,248.1,617,10.229,40424
APEXFOOT,229.5,232.3,226.9,228.6,229.4,575,13.997,61351
APEXSPINN,158.5,161.1,155.8,158.5,159,1076,37.845,239759
APEXTANRY,80.8,81,78.1,80.8,78.4,237,3.292,41215
APOLOISPAT,3.1,3.3,3,3.1,3.1,169,1.596,517079
ARAMIT,224,224.2,212.8,222.6,214.3,723,11.051,50121
ARAMITCEM,12.9,13.3,12.8,12.9,13,48,0.572,44200
ARGONDENIM,17.9,18.1,17.8,17.9,18,194,10.839,604943
ASIAINS,26.4,27.4,26.2,26.4,26.9,413,8.59,319271
ASIAPACINS,33.3,34.2,33,33.7,34,153,2.756,81853
ASIATICLAB,55.8,56,54.4,55.8,54.5,1761,136.951,2482793
ATCSLGF,0,0,0,7.5,7.5,0,0,0
ATLASBANG,62.8,63.2,62.7,62.8,63.2,34,0.203,3228
AZIZPIPES,63.4,64.9,58.7,63.4,60.6,406,3.849,62673
BANGAS,126,126.5,118.2,126,118.8,1877,41.572,336626
BANKASIA,18,18.1,17.6,17.9,17.9,295,11.84,662584
BARKAPOWER,10.6,10.8,10.5,10.6,10.7,526,13.597,1287633
BATASHOE,866.9,868.5,862.2,866.2,866.5,27,0.283,326
BATBC,286.2,288.2,285,286.2,286.6,1555,32.453,113371
BAYLEASING,4.2,4.3,4.2,4.2,4.2,62,0.371,88182
BBS,10.6,10.7,10.5,10.6,10.7,301,6.562,621913
BBSCABLES,15.8,16.2,15.7,15.8,16.1,199,4.108,258409
BDAUTOCA,148.3,149,136,148.3,136.9,2263,43.399,303037
BDCOM,25.6,25.8,24.9,25.6,25.7,563,10.7,421474
BDFINANCE,10.3,10.5,10.2,10.3,10.1,33,0.378,36913
BDLAMPS,168.1,169,161,168.1,161.4,541,8.955,54053
BDSERVICE,0,0,0,5.2,5.2,0,0,0
BDTHAI,12.7,12.8,12.6,12.7,12.8,465,11.345,894710
BDTHAIFOOD,15.1,15.3,14.7,15.1,15.2,476,13.303,890266
BDWELDING,10.1,10.4,10,10.1,10.2,34,0.197,19618
BEACHHATCH,55.4,56,52.3,55.4,53.4,5968,236.891,4393620
BEACONPHAR,122.3,123.2,117.7,122.3,123.2,2290,66.013,546174
BENGALWTL,19.5,20,19.4,19.5,19.7,312,6.417,326862
BERGERPBL,1478.4,1520,1476.1,1478.4,1529.9,1740,37.402,25237
BESTHLDNG,16.3,16.6,16.2,16.3,16.4,642,10.197,624901
BEXIMCO,110.1,110.1,110.1,110.1,110.1,3,0,4
BGIC,31.9,33.4,31.5,31.9,32.5,401,8.522,264219
BIFC,5.5,5.8,5.5,5.5,5.7,41,0.374,67259
BNICL,41.9,43.3,41.3,41.9,42.7,523,10.647,252912
BPML,33.9,35.4,33.5,33.9,34.2,553,11.085,325985
BPPL,13.8,13.9,13.7,13.8,13.9,474,14.274,1035935
BRACBANK,67.5,68,67,67.5,67.9,783,53.628,794226
