TRADING CODE,LTP*,HIGH,LOW,CLOSEP*,YCP*,TRADE,VALUE (mn),VOLUME
1JANATAMF,3,3.2,2.9,3,3.2,322,5.902,1960795
1STPRIMFMF,17.4,18.1,17.4,17.4,18.1,341,4.075,231982
AAMRANET,16.4,16.8,16.3,16.4,16.9,182,1.953,118163
AAMRATECH,13,13.6,13,13.1,13.2,229,2.227,167246
ABB1STMF,3.2,3.5,3.2,3.2,3.5,811,34.162,10313267
ABBANK,5.6,6,5.6,5.6,5.9,466,7.625,1329514
ACFL,17.7,18.1,17.5,17.6,17.9,55,0.629,35691
ACI,197.1,201.7,196.8,197.1,198.3,779,16.365,82514
ACIFORMULA,136.7,139.9,133.5,136.7,137.9,132,2.761,20167
ACMELAB,74.3,75.5,74.1,74.3,75.5,560,15.256,204859
ACMEPL,20.2,21.1,19.9,20.2,21,2692,139.592,6782372
ACTIVEFINE,6.9,7.1,6.8,6.9,7,185,2.246,322465
ADNTEL,57.7,59.7,57.5,57.7,59.7,532,9.574,164141
ADVENT,13.9,14.1,13.9,13.9,14.2,151,2.73,194894
AFCAGRO,7.5,7.9,7.3,7.4,7.2,397,5.797,762960
AFTABAUTO,28.1,30,28.1,28.1,29,344,4.474,157119
AGNISYSL,20.8,21.3,20.7,20.8,21.4,430,7.593,362449
AGRANINS,21.4,21.4,20.3,21,21.5,65,0.857,40865
AIBL1STIMF,4,4.1,3.9,4,4,154,2.842,709600
AIL,28.7,30.3,28.6,28.7,29.9,541,6.901,238395
AL-HAJTEX,111.4,117.7,111.1,111.4,116.8,1088,15.771,139764
ALARABANK,16.2,16.2,15.5,16,15.7,77,0.787,49913
ALIF,4.9,5.1,4.7,4.9,5.1,239,2.411,497194
ALLTEX,13,13.5,12.9,13,13.7,257,3.987,303650
AMANFEED,22.8,23.1,22.4,22.8,23.1,225,3.641,160386
AMBEEPHA,778.5,781.8,760,772.2,786.5,89,0.742,954
AMCL(PRAN),212.7,223.7,208.1,212.7,212.1,464,5.655,26236
ANLIMAYARN,19.6,20,19.1,19.3,19.6,42,0.261,13456
ANWARGALV,89.5,93.3,89.1,89.5,93.3,1378,29.753,327540
AOL,15.9,16.1,15.8,15.9,16.2,99,2.413,151236
APEXFOODS,225.5,233,222.5,225.5,223.8,397,4.334,19050
APEXFOOT,186.7,191.9,185.5,186.7,186.9,964,18.351,97715
APEXSPINN,221.4,224.8,213.3,221.4,216.8,1489,65.178,298534
APEXTANRY,72.3,76,70.8,72.3,70.4,1176,19.286,261811
APOLOISPAT,3.3,3.7,3.3,3.3,3.6,471,5.621,1676342
ARAMIT,166,173.1,165,166,170.6,261,1.019,6056
ARAMITCEM,10.9,11.4,10.9,10.9,11.5,51,0.197,17820
ARGONDENIM,16.5,17.4,16.4,16.5,17.3,356,6.56,394278
ASIAINS,39.5,40.7,39.1,39.5,40.3,830,18.394,461353
ASIAPACINS,36.7,38,36.3,36.7,37.2,210,4.395,119251
ASIATICLAB,84.5,84.5,78.7,83.3,79.7,2066,152.419,1844578
ATLASBANG,69.7,76,69,69.7,75.4,364,2.3,32195
AZIZPIPES,49.8,50.3,48.1,48.6,50.8,159,0.621,12677
BANGAS,116.5,121.5,116,116.5,121.5,923,14.449,122445
BANKASIA,21.1,21.7,21,21.1,21.6,284,13.392,634174
BARKAPOWER,7.6,7.9,7.5,7.6,7.9,194,3.063,402040
BATASHOE,835.2,846.5,835.2,837.9,843.1,21,0.189,225
BATBC,214.3,220,212,214.3,219.9,2150,38.564,179360
BAYLEASING,4.7,5,4.6,4.7,5.1,154,1.727,359251
BBS,11,11.6,10.9,11,11.6,686,13.449,1195823
BBSCABLES,18.7,19.2,18.6,18.7,19.1,1089,26.125,1382014
BDAUTOCA,168.1,181.1,166.8,168.1,181.1,1823,42.005,241599
BDCOM,27.3,28.3,27.2,27.3,28.2,824,24.736,896945
BDFINANCE,13,13.4,12.8,13,13,187,1.865,143707
BDLAMPS,136.3,140.9,136.3,136.6,140.2,241,2.311,16783
BDSERVICE,0,0,0,5.2,5.2,0,0,0
BDTHAI,11.7,12.6,11.4,11.7,12.6,1079,28.618,2361359
BDTHAIFOOD,16.9,18.1,16.7,16.9,18.1,1609,49.902,2868295
BDWELDING,16.4,17.5,16.1,16.3,17.1,153,1.932,115839
BEACHHATCH,30.4,31.8,30.2,30.4,31.6,475,8.645,281395
BEACONPHAR,99,101.5,98.7,99,101.8,591,11.853,118927
BENGALWTL,18.1,18.6,18.1,18.1,18.8,210,3.299,180866
BERGERPBL,1386.4,1397.5,1383.5,1386.4,1391.4,294,3.974,2864
BESTHLDNG,12.8,13.1,12.8,12.8,13.1,327,3.332,257275
BEXIMCO,0,0,0,110.1,110.1,0,0,0
BGIC,32.8,33.8,32.7,32.8,33.5,80,1.227,37191
BIFC,5.6,6.2,5.4,5.6,6,136,1.149,201602
BNICL,67.8,68,62.2,66.6,63.7,2132,117.885,1812283
BPML,27.5,29,27.5,27.6,28.9,143,1.208,43574
BPPL,14.3,15.1,14.3,14.3,15,857,18.456,1266504
BRACBANK,67.3,69.8,67.1,67.3,69.5,1885,65.877,972351
BSC,106.4,108.6,106.3,106.4,108.6,596,16.53,154873
BSCPLC,133,136.5,132.8,133,136.6,449,15.009,112468
BSRMLTD,81.3,82.4,80.9,81.3,82.6,98,1.267,15628
BSRMSTEEL,68,70,66.6,68,67.7,194,14.48,213347
BXPHARMA,114.2,116.7,113.9,114.2,116.1,836,36.758,320450
CAPITECGBF,6.5,6.7,6.5,6.5,6.7,248,3.335,509199
CAPMBDBLMF,11.8,12,11.5,11.8,11.6,501,24.959,2126529
CAPMIBBLMF,8.4,8.4,8.1,8.4,8.4,149,4.691,565433
CENTRALINS,39.4,40.5,39,39.4,40.3,337,10.218,257971
CENTRALPHL,9,9.3,8.9,9,9.4,297,4.218,463557
CITYBANK,29.6,30.2,29.4,29.6,30.2,1367,67.682,2275935
CITYGENINS,99.8,101.9,98.7,99.8,99.2,441,36.604,367663
CLICL,61.8,63.4,61,61.8,63.4,853,38.321,620202
CNATEX,3.4,3.8,3.4,3.4,3.7,397,8.28,2406043
CONFIDCEM,59.2,60.6,59,59.2,60.7,535,15.512,260718
CONTININS,24.8,25.4,24.7,24.8,25.3,150,2.814,113068
COPPERTECH,19.2,20.2,19.1,19.2,20.3,287,5.498,282782
CROWNCEMNT,50.3,50.3,48,48.3,49.5,64,0.427,8830
CRYSTALINS,77.2,79.5,76.6,77.2,79.9,480,13.522,173899
CVOPRL,148.3,153.7,148,148.3,153.7,1304,22.717,150974
DACCADYE,16.9,17.1,16.7,16.7,17.1,90,0.864,51455
DAFODILCOM,90,91.8,83,90,85.1,1689,33.901,383369
DBH,36.9,37,36,36.8,37.1,189,9.41,256215
DBH1STMF,4.6,4.8,4.5,4.6,4.8,187,5.195,1124514
DELTALIFE,72,73.8,71.5,72,73.6,224,8.293,115135
DELTASPINN,5.7,5.9,5.5,5.7,5.8,194,3.449,609797
DESCO,23.2,23.6,22.4,23,23.3,138,2.083,90551
DESHBANDHU,16.1,17.2,16,16.1,17.2,763,16.246,986527
DGIC,20.4,20.6,19.7,20.3,20.7,54,1.401,68915
DHAKABANK,12.1,12.4,12.1,12.1,12.4,529,18.959,1558432
DHAKAINS,37,38.3,37,37.1,38.4,194,3.249,86790
DOMINAGE,44.9,46.2,43.3,44.9,44.3,1634,118.198,2657399
DOREENPWR,27.1,27.6,26.3,27.1,26.6,883,18.947,705474
DSHGARME,105.9,109,105.5,105.9,109.9,469,5.189,48320
DSSL,9.1,9.3,9,9.1,9.4,716,23.244,2544799
DULAMIACOT,112.2,123,112.1,113.5,118.8,61,0.506,4369
DUTCHBANGL,41,41.3,40.7,41,41.7,151,3.379,82249
EASTERNINS,50.9,53,50.7,50.9,52.6,174,3.89,75385
