TRADING CODE,LTP*,HIGH,LOW,CLOSEP*,YCP*,TRADE,VALUE (mn),VOLUME
1JANATAMF,3.1,3.2,3,3.1,3.1,42,0.371,119737
1STPRIMFMF,22.3,23.3,22.1,22.3,22.8,1295,32.1,1420780
AAMRANET,23.7,23.9,23.4,23.7,23.5,288,5.64,238648
AAMRATECH,15.4,15.4,15,15.4,15.1,183,1.354,88406
ABB1STMF,3.1,3.2,3.1,3.2,3.1,17,1.037,324731
ABBANK,7.5,7.6,7.2,7.5,7.2,409,10.918,1477993
ACFL,17.5,17.6,17,17.5,17,178,2.497,144020
ACI,147.2,148.5,146.4,147.2,146.9,290,6.601,44966
ACIFORMULA,120.8,122.3,120.3,120.8,120.9,187,1.661,13736
ACMELAB,73.5,73.9,73.1,73.5,73.3,264,6.959,94603
ACMEPL,13.4,13.5,12.7,13.4,12.5,1454,37.272,2833750
ACTIVEFINE,8.7,9,8.4,8.7,8.4,312,4.836,549031
ADNTEL,86.7,88.6,86.2,86.7,86.9,1257,25.432,291769
ADVENT,15.9,16.1,15.3,15.9,15.4,732,15.589,986947
AFCAGRO,9.3,9.6,9.1,9.3,9,75,1.016,108624
AFTABAUTO,35,35.3,33.7,35,35.1,1004,23.02,665831
AGNISYSL,27.6,27.9,26.8,27.6,26.8,2559,120.054,4367786
AGRANINS,24.4,25.2,24.3,24.4,24.5,80,1.032,42165
AIBL1STIMF,7,7.2,7,7,7.1,42,1.847,262855
AIL,88.4,90,87.9,88.4,90.4,812,22.715,256422
AL-HAJTEX,115.5,117.5,114.3,115.5,115.9,304,7.863,68273
ALARABANK,18.6,18.7,18.6,18.6,18.5,14,0.061,3254
ALIF,7.8,7.8,7.1,7.8,7.1,1194,44.085,5752413
ALLTEX,13.6,14.3,13.5,13.7,14,400,2.861,207827
AMANFEED,26.5,26.7,25.8,26.5,25.8,337,6.331,241998
AMBEEPHA,755,755,735,751.7,748.2,105,0.951,1269
AMCL(PRAN),204.8,204.8,200,203.5,201,63,0.574,2843
ANLIMAYARN,23.3,25,23,23.3,24.1,91,4.016,172598
ANWARGALV,65.4,67.3,65.3,65.4,66.2,521,5.945,90189
AOL,16.2,16.3,15.8,16.1,15.9,238,4.107,255131
APEXFOODS,209.7,212.8,208,208.2,208.1,113,1.045,5002
APEXFOOT,200.5,202.9,199.7,200.5,201.5,338,6.321,31533
APEXSPINN,95.7,99.4,95.4,95.7,94.9,89,1.202,12422
APEXTANRY,65.6,66.9,65.1,65.8,65.2,38,0.287,4356
APOLOISPAT,3.8,3.8,3.6,3.8,3.7,125,1.463,392824
ARAMIT,156.9,157.7,154.6,156.9,154.5,88,1.157,7386
ARAMITCEM,12.2,12.3,12,12.1,12,33,0.347,28658
ARGONDENIM,17.4,17.7,17.3,17.4,17.3,274,9.825,562799
ASIAINS,27.5,28,27.4,27.5,27.7,101,1.383,50044
ASIAPACINS,31.5,33.8,30.6,31.5,31.7,82,1.685,53308
