TRADING CODE,LTP*,HIGH,LOW,CLOSEP*,YCP*,TRADE,VALUE (mn),VOLUME
1JANATAMF,3.4,3.4,3.3,3.3,3.3,84,1.61,487809
1STPRIMFMF,18.2,18.8,18.1,18.2,18.6,364,4.98,270205
AAMRANET,19.7,21,19.3,19.5,21.2,631,6.245,315728
AAMRATECH,12.7,14,12.5,12.7,13.6,179,1.226,93819
ABB1STMF,5.1,5.2,4.8,5.1,5,834,59.639,12062265
ABBANK,6.8,6.9,6.8,6.8,6.8,130,2.646,388835
ACFL,16.3,17.2,16.3,16.4,16.6,36,0.124,7511
ACI,196.6,199,193.5,196.6,192.7,747,15.589,79511
ACIFORMULA,134.1,134.5,130.1,134.1,131.2,155,3.426,25598
ACMELAB,73,73.8,72.9,73,73.1,294,3.608,49399
ACMEPL,13.6,13.9,13.5,13.6,13.6,495,8.258,605173
ACTIVEFINE,8,8.4,8,8,8.4,90,0.808,99819
ADNTEL,81.8,82.8,81.5,81.8,82.5,537,9.832,119874
ADVENT,14.8,15.1,14.7,14.8,14.9,128,0.896,60414
AFCAGRO,8.5,9.1,8.5,8.5,8.9,71,0.266,30842
AFTABAUTO,29.7,30.9,29.4,29.7,30.5,303,4.1,136638
AGNISYSL,26.6,27.2,26.4,26.6,27,544,21.998,821437
AGRANINS,25,25.9,25,25,25.6,59,0.913,36172
AIBL1STIMF,6.9,7,6.7,6.8,6.9,45,0.577,85067
AIL,45.1,45.7,44,45.1,44,2090,35.854,797898
AL-HAJTEX,126,131.4,124.6,126,127.3,241,5.016,39341
ALARABANK,22.8,23,21.5,22.2,23,44,0.233,10606
ALIF,6.7,6.7,6.5,6.6,6.7,62,0.509,77458
ALLTEX,11.6,12,11.6,11.6,11.5,43,0.161,13760
AMANFEED,24.4,24.9,24.3,24.4,24.5,125,1.28,52175
AMBEEPHA,799.5,817.9,764,799.5,772.1,413,3.557,4531
AMCL(PRAN),214.7,215,208.4,213.2,212,44,0.614,2897
ANLIMAYARN,23.5,23.9,22.3,23.4,22.8,94,1.034,44879
ANWARGALV,67.6,69.4,66.7,67.6,69.1,905,9.991,146342
AOL,12.7,13,12.4,12.7,12.7,136,2.261,178625
APEXFOODS,200.5,204.2,199.9,200.5,202.7,198,1.921,9530
APEXFOOT,234,238.8,232.2,234,236.5,849,21.982,93610
APEXSPINN,93.2,94.2,93,93.2,93.7,43,0.435,4666
APEXTANRY,68.9,70.4,68,68.9,68.4,227,3.176,46171
APOLOISPAT,3.5,3.7,3.5,3.5,3.6,64,0.472,132777
ARAMIT,160.1,163.7,159.8,160.1,160.4,114,0.956,5951
ARAMITCEM,13,13.9,12.9,13,13.6,134,0.746,57198
ARGONDENIM,15.7,15.9,15.7,15.8,15.7,116,1.358,85805
ASIAINS,26.6,27.2,26.6,26.6,26.9,75,1.232,46204
ASIAPACINS,32.9,33.4,31.9,32.9,32.4,255,3.467,106205
ASIATICLAB,32.2,32.6,32,32.2,32.1,301,4.71,145764
ATCSLGF,0,0,0,7.5,7.5,0,0,0
ATLASBANG,48.3,52.8,48.3,48.9,50.3,103,0.704,14145
AZIZPIPES,50,50.8,49.6,50,50.5,86,0.557,11082
BANGAS,94.5,95.1,93,94.5,93.7,255,3.137,33418
BANKASIA,16.6,16.8,16.3,16.5,16.8,58,0.469,28306
BARKAPOWER,9.8,10,9.7,9.8,9.7,118,2.137,217453
BATASHOE,794.3,810,792,795.5,809.7,98,0.58,728
BATBC,322.8,325,322.5,322.8,324.1,658,12.99,40195
BAYLEASING,6,6.1,5.9,6,6,77,0.881,148039
BBS,10.3,10.5,10.2,10.3,10.2,193,3.122,302775
BBSCABLES,16,16.6,15.8,16,16.3,262,3.847,239491
BDAUTOCA,91.5,95,88.2,91.5,91.3,148,1.003,10991
BDCOM,24.5,24.8,24.3,24.5,24.4,227,4.807,196181
BDFINANCE,8.4,9,8.3,8.4,9.2,461,6.972,819146
BDLAMPS,127.7,129.6,125.1,127.7,125.7,342,4.686,36732
BDSERVICE,0,0,0,5.2,5.2,0,0,0
BDTHAI,13.4,13.7,13.3,13.4,13.4,375,7.678,569260
BDTHAIFOOD,14.1,14.5,14,14.1,14,367,3.522,247867
BDWELDING,10.7,11.1,10.4,10.7,10.6,15,0.019,1822
BEACHHATCH,79.4,91.4,79.4,79.4,88.2,4317,234.286,2839661
BEACONPHAR,115,119.5,114.7,115.1,118.3,434,7.087,61081
BENGALWTL,17.4,17.9,17.3,17.4,17.4,591,2.951,168970
BERGERPBL,1777.4,1799.9,1765.2,1777.4,1778.6,21,0.208,117
BESTHLDNG,17.1,17.4,17,17.1,17.1,571,16.789,977103
BEXIMCO,0,0,0,110.1,110.1,0,0,0
BGIC,32.7,34,32.7,32.9,33.8,34,0.298,9040
BIFC,7.1,7.1,6.5,6.9,6.8,38,0.331,48379
BNICL,41,41.3,40.1,41,41.1,269,4.709,115237
BPML,36.7,38.1,36.5,36.7,37.2,706,11.372,305636
BPPL,10.4,10.7,10.2,10.4,10.2,341,3.793,361054
BRACBANK,49.3,50,49.2,49.3,49.7,336,15.237,308102
BSC,95.1,96.9,92.6,95.1,92.7,3729,153.248,1606446
BSCPLC,122.1,122.9,121.3,122.1,122.6,140,1.648,13526
BSRMLTD,71.7,72.6,71.7,71.8,72.3,124,0.776,10772
BSRMSTEEL,50.9,51.9,50.9,51,51,63,1.049,20418
BXPHARMA,96.5,99.7,95.7,96.5,97.4,1866,65.976,675186
CAPITECGBF,7.1,7.3,7,7,7.2,119,2.504,355477
CAPMBDBLMF,8.9,9.1,8.8,8.9,9.1,238,4.885,547632
CAPMIBBLMF,8.1,8.2,8,8.1,8.1,10,0.027,3325
CENTRALINS,32.9,34.4,32.7,32.9,33.6,88,2.695,81675
CENTRALPHL,10.7,11.4,10.6,10.7,11.1,568,8.337,765296
CITYBANK,22.6,22.6,22.5,22.6,22.6,298,18.774,832797
CITYGENINS,31.5,32.7,31.3,31.5,32.5,182,3.085,97604
CLICL,50,50.2,49.1,50,49.9,236,4.915,98477
CNATEX,3.5,3.7,3.5,3.5,3.7,151,2.056,566511
CONFIDCEM,51.1,51.8,50.1,51.1,51.3,466,9.147,179523
CONTININS,26.6,27.7,26.5,26.6,27.2,299,6.399,237678
COPPERTECH,18.4,18.7,18.4,18.4,18.5,66,0.791,42917
CROWNCEMNT,47,49.4,47,47.1,48,62,0.36,7555
CRYSTALINS,43.5,45,43.3,43.5,44.3,516,11.777,269126
CVOPRL,150.9,155.2,150.3,150.9,153.5,1401,31.881,209334
DACCADYE,16.7,17.1,16.4,16.7,16.5,267,4.226,250886
