TRADING CODE,LTP*,HIGH,LOW,CLOSEP*,YCP*,TRADE,VALUE (mn),VOLUME
1JANATAMF,3.5,3.5,3.4,3.5,3.4,26,0.525,151242
1STPRIMFMF,18.4,19.2,18.1,18.4,18.7,416,6.99,377574
AAMRANET,16.3,16.5,16.1,16.3,16.1,143,1.877,115485
AAMRATECH,11.3,11.5,11.2,11.3,11.4,98,0.912,79954
ABB1STMF,4.3,4.5,4.2,4.3,4.3,389,21.716,5039139
ABBANK,6.4,6.8,6.3,6.4,6.6,435,10.862,1670791
ACFL,14.3,14.8,14.3,14.3,14.5,33,0.206,14396
ACI,162,163.8,161,162,162.2,220,2.835,17541
ACIFORMULA,121.4,122.3,121,121.4,120.8,40,0.274,2259
ACMELAB,68.6,68.9,67.9,68.1,68.3,222,3.814,55992
ACMEPL,11.4,11.8,11.3,11.4,11.6,280,4.787,418417
ACTIVEFINE,8.5,9,8.3,8.5,8.2,319,7.364,852302
ADNTEL,61.3,63.1,60.6,61.1,62,303,3.409,55406
ADVENT,13,13.5,12.8,13,13.2,165,2.234,171459
AFCAGRO,7.7,8.1,7.6,7.7,7.6,139,2.183,277834
AFTABAUTO,24.7,26.1,24.7,24.9,25,210,2.783,109968
AGNISYSL,25.2,25.6,24.6,25.2,25.1,697,24.559,980727
AGRANINS,22.4,22.9,22.3,22.4,22.5,82,0.453,20157
AIBL1STIMF,6.6,6.9,6.4,6.6,6.7,160,10.131,1497132
AIL,41.3,44.4,40.1,41.3,43.8,1907,30.897,735423
AL-HAJTEX,119.9,123.8,118,119.9,122.1,269,9.27,76758
ALARABANK,18.5,20,17.9,18.5,19.7,91,1.577,82762
ALIF,5.5,5.8,5.5,5.5,5.7,99,1.003,179762
ALLTEX,9.5,9.7,9.3,9.6,9.7,22,0.183,19113
AMANFEED,23.5,23.7,23.4,23.5,23.6,80,1.43,60861
AMBEEPHA,751.5,755.7,740,741.1,742.4,101,0.853,1146
AMCL(PRAN),200,204.8,199.5,199.7,201.3,49,0.786,3933
ANLIMAYARN,22.4,22.7,21.5,22.1,21.9,10,0.004,172
ANWARGALV,52.4,55,52.1,52.4,54.6,351,2.543,48080
AOL,13.3,14,13.2,13.3,13.9,101,1.687,125105
APEXFOODS,172.7,179.9,168.2,171,173.1,162,0.888,5205
APEXFOOT,194.5,198.9,193.8,194.5,195.6,344,9.674,49631
