TRADING CODE,LTP*,HIGH,LOW,CLOSEP*,YCP*,TRADE,VALUE (mn),VOLUME
1JANATAMF,2.7,2.7,2.5,2.6,2.6,71,0.775,298033
1STPRIMFMF,18.7,19.2,18.6,18.7,18.7,331,6.748,356690
AAMRANET,17.9,19.6,17.9,17.9,17.9,158,1.347,74110
AAMRATECH,10.9,11.2,10.7,10.9,10.7,51,0.46,42020
ABB1STMF,2.7,2.8,2.7,2.7,2.7,67,1.564,578709
ABBANK,4.3,4.5,4.2,4.3,4.3,377,6.081,1391666
ACFL,18.5,18.7,18.4,18.5,18.6,111,1.98,107066
ACI,183,183,180,181.9,180.4,372,10.829,59694
ACIFORMULA,128.3,130.8,127.6,128.3,128.6,237,3.8,29629
ACMELAB,71.5,72.5,71.4,71.5,71.6,310,4.743,65908
ACMEPL,17.4,17.9,16.8,17.4,17.7,1158,71.888,4150799
ACTIVEFINE,6.1,6.3,6,6.1,6.1,71,1.128,183448
ADNTEL,59,61,58.8,59,59.6,308,4.409,74127
ADVENT,13.8,14.3,13.8,13.8,13.8,255,4.881,349614
AFCAGRO,5.4,5.7,5.2,5.3,5.5,75,0.603,109623
AFTABAUTO,35.6,36.9,35.4,35.6,36.6,1193,32.646,902915
AGNISYSL,21.3,21.9,21.2,21.3,21.6,548,10.181,472890
AGRANINS,21.5,21.8,21.4,21.5,21.4,29,0.147,6836
AIBL1STIMF,3.4,3.6,3.4,3.4,3.5,79,1.125,327854
AIL,44.3,45.6,44.2,44.3,44.4,704,14.577,325464
AL-HAJTEX,129.7,134.2,128.1,129.7,132,494,11.879,91084
ALARABANK,16.5,16.8,16.3,16.5,16.5,46,0.243,14785
ALIF,4.3,4.5,4,4.3,4.3,131,1.008,234786
ALLTEX,13.4,13.7,13.3,13.5,13.3,114,0.315,23385
AMANFEED,24.2,24.9,24.1,24.2,24.3,279,4.999,204704
AMBEEPHA,745.1,752,740,747.5,747.3,105,0.823,1100
AMCL(PRAN),200.1,207.6,200.1,203.6,206.2,84,0.864,4206
ANLIMAYARN,18.7,19.4,18.6,18.7,19.3,29,0.051,2739
ANWARGALV,87.1,90.9,86.4,87.1,88.6,2495,54.381,614398
AOL,14.6,14.9,14.5,14.6,14.7,67,0.772,52417
APEXFOODS,211.9,217.4,205,207.4,213.9,282,5.328,25432
APEXFOOT,187.1,190.5,185.8,186.6,188.2,851,13.452,72038
APEXSPINN,155.5,159.4,154,155.5,156.6,307,8.151,52146
APEXTANRY,56.8,58.4,56.3,56.8,56.9,54,0.886,15688
APOLOISPAT,2.1,2.3,2.1,2.1,2.2,80,0.21,97035
ARAMIT,188.5,191.9,187.9,188.5,187.6,111,0.661,3503
ARAMITCEM,8.8,9.4,8.8,9,9.2,25,0.098,10841
ARGONDENIM,17.9,18.5,17.7,17.9,18,393,14.769,814653
ASIAINS,26.5,27.6,26.4,26.6,26.9,105,1.339,49596
ASIAPACINS,30.5,31.4,30.5,30.7,30.6,37,1.059,34514
ASIATICLAB,50.7,52.5,50.4,50.7,51.5,678,25.372,493780
ATCSLGF,0,0,0,7.5,7.5,0,0,0
ATLASBANG,51.7,54.5,51.7,52.1,51.1,15,0.154,2951
AZIZPIPES,44.1,45.1,44,44.1,44.6,35,0.11,2485
BANGAS,108.3,112,107.3,108.3,108.4,635,9.542,87129
BANKASIA,18.3,18.5,18.3,18.3,18.4,82,7.92,432650
BARKAPOWER,7.2,7.5,7.1,7.2,7.3,167,2.381,327219
BATASHOE,812,812.9,807,807.2,806.7,25,0.638,791
BATBC,249.9,252.9,249.7,249.9,250.9,612,9.412,37561
BAYLEASING,3,3.1,2.9,2.9,2.9,32,0.371,127256
BBS,9.9,10.4,9.7,9.9,9.6,791,15.247,1520976
BBSCABLES,15.1,16,14.9,15.1,15.5,604,8.53,549769
BDAUTOCA,125.6,130.5,123.3,125.6,123.2,1027,18.568,146171
BDCOM,26,27.2,25.7,26,26.6,752,19.893,753227
BDFINANCE,13.5,14.4,13.5,13.6,13.9,148,1.164,84074
BDLAMPS,125.6,128.9,125.2,125.6,125.2,194,1.295,10261
BDSERVICE,0,0,0,5.2,5.2,0,0,0
BDTHAI,13.5,13.5,12.8,13.5,12.3,2090,99.79,7417679
BDTHAIFOOD,15.2,15.2,15.2,15.2,13.9,196,5.895,387837
BDWELDING,11.9,12.9,11.8,11.9,11.8,630,11.766,945496
BEACHHATCH,49.9,51.8,49.7,49.9,51,1515,32.552,644574
BEACONPHAR,105.8,107.6,105.6,105.8,106.8,597,15.83,149116
BENGALWTL,17.8,18.2,17.6,17.8,17.6,179,3.637,202819
BERGERPBL,1419.4,1424.2,1415,1417.8,1419.4,63,0.831,586
BESTHLDNG,14.2,14.7,14.1,14.2,14.3,475,9.643,668479
BEXIMCO,110.1,110.1,110.1,110.1,110.1,1,0.001,5
BGIC,30.6,31.9,30.5,30.6,31.2,110,1.355,43748
BIFC,1.9,1.9,1.9,1.9,2.1,33,0.139,72932
BNICL,44.4,45.8,44.3,44.4,44.7,183,3.382,75443
BPML,24.9,26.6,24.6,24.9,25.8,284,1.698,67311
BPPL,15.6,16.4,15.5,15.6,16.1,1610,60.686,3815051
BRACBANK,65.7,66.3,65.2,65.3,66,483,27.6,420100
BSC,105.7,106.8,105.2,105.7,105.7,1077,30.469,287768
BSCPLC,127.9,129.8,127.4,127.9,128.9,411,5.954,46472
BSRMLTD,77.3,78,76.8,77,77.1,158,1.323,17175
BSRMSTEEL,63.7,64.2,63.4,63.8,63.8,129,2.558,40118
BXPHARMA,109.1,111.8,108.8,109.1,109.6,429,12.48,113827
CAPITECGBF,7,7.2,7,7,7,171,3.748,530972
CAPMBDBLMF,10.3,10.5,10.2,10.3,10.3,262,4.414,427085
CAPMIBBLMF,6.6,6.8,6.5,6.6,6.6,144,0.221,33410
CENTRALINS,37.1,38.8,37,37.1,36.9,92,1.276,34017
CENTRALPHL,9.8,10.2,9.7,9.8,9.8,449,6.527,655797
CITYBANK,24,24.2,23.9,24,24,442,29.666,1233986
CITYGENINS,77.2,77.5,76,77.2,76.4,271,18.665,242680
CLICL,47.1,48.4,46.1,47.1,46.8,432,12.676,266101
CNATEX,2.3,2.5,2.3,2.3,2.3,174,1.922,786906
CONFIDCEM,50.1,52,50,50.1,51.3,236,3.586,70697
CONTININS,23.1,23.9,22.9,23.1,23.4,181,2.541,108707
COPPERTECH,18.9,19.7,18.7,18.9,19.4,273,6.154,318750
CROWNCEMNT,47.9,48.5,47.8,47.9,47.4,39,0.132,2753
CRYSTALINS,49.4,51.3,49,49.4,50,746,14.512,289447
CVOPRL,163.5,170,162.8,163.5,167.2,1994,53.962,324570
DACCADYE,17.8,18.6,17.8,17.8,18,118,1.604,88622
DAFODILCOM,36,37.8,34.9,36,34.7,267,1.882,52059
DBH,35.5,35.7,35.2,35.5,35.3,96,2.859,80474
DBH1STMF,5.9,5.9,5.6,5.9,5.6,69,1.488,256022
DELTALIFE,66.7,67.9,66.6,66.7,67.3,124,1.76,26244
