TRADING CODE,LTP*,HIGH,LOW,CLOSEP*,YCP*,TRADE,VALUE (mn),VOLUME
1JANATAMF,3.2,3.2,3.1,3.2,3.2,17,0.048,15263
1STPRIMFMF,26.7,27.2,26.5,26.7,26.6,709,18.117,676147
AAMRANET,24.9,25.5,24.9,24.9,24.9,539,11.726,466795
AAMRATECH,16.2,16.4,15.9,16.2,16.2,95,1.085,66989
ABB1STMF,3.1,3.2,3.1,3.1,3.2,20,0.26,83616
ABBANK,7.4,7.5,7.4,7.4,7.5,201,3.085,416692
ACFL,18.3,18.6,17.4,18.3,18.4,179,3.327,183289
ACI,146.2,149.9,145.1,146.2,147.5,440,7.62,52027
ACIFORMULA,118,120.7,117.1,117.8,119.7,257,2.416,20394
ACMELAB,73.2,74.4,72.9,73.2,74.4,523,10.775,146766
ACMEPL,13.2,13.3,12.8,13.2,12.8,982,30.602,2338578
ACTIVEFINE,8.4,8.6,8.4,8.4,8.4,59,0.642,76200
ADNTEL,110.1,115.1,107,110.1,109.7,3652,410.286,3621728
ADVENT,16.3,16.5,16.3,16.3,16.5,378,8.313,508465
AFCAGRO,9.4,9.5,9.3,9.4,9.5,40,0.953,101393
AFTABAUTO,38.3,39.4,38,38.3,39.4,1739,56.437,1455794
AGNISYSL,25.5,25.9,25.4,25.5,25.5,751,29.349,1145830
AGRANINS,24.3,25.4,24.2,24.3,24.7,40,0.253,10344
AIBL1STIMF,6.7,6.8,6.7,6.7,6.8,8,0.005,800
AIL,93.5,93.8,91,93.5,91.4,1164,32.285,346707
AL-HAJTEX,116.5,117.3,114.2,116.5,115.4,250,3.875,33294
ALARABANK,18.9,18.9,18.8,18.9,18.8,21,0.109,5755
ALIF,6.8,7,6.8,6.8,7,132,2.741,396878
ALLTEX,13.1,13.4,12.7,13.1,13.4,209,2.854,219885
AMANFEED,28.4,29.1,28.2,28.4,29,251,5.062,177093
AMBEEPHA,704.9,705.6,695.2,704.9,703.4,179,1.9,2698
AMCL(PRAN),202.7,204,201.2,202.2,201.9,38,0.191,945
ANLIMAYARN,22.6,23.1,22,22.6,22.6,44,0.123,5411
ANWARGALV,74.1,76.6,69.3,74.1,69.7,2343,47.026,632232
AOL,16.2,16.7,15.4,16.2,17.1,937,16.623,1025576
APEXFOODS,226,227,224,225.8,223,168,2.302,10207
APEXFOOT,203.5,204.9,200,203.5,200.2,300,5.278,25915
APEXSPINN,97.5,98.5,95,97.5,95,245,2.516,25905
APEXTANRY,68.1,69.5,66.7,68.1,66.1,181,1.41,20564
APOLOISPAT,3.6,3.8,3.5,3.6,3.7,91,1.151,319764
ARAMIT,158,161.1,157.8,159.4,156,52,0.623,3898
ARAMITCEM,12.2,12.9,12.1,12.6,12.6,71,0.423,34337
ARGONDENIM,16.8,16.8,16.5,16.8,16.6,138,2.599,155798
ASIAINS,28.4,29,28.3,28.4,29.1,80,0.862,30217
ASIAPACINS,31.3,32,30.8,31.3,31.9,55,0.676,21405
ASIATICLAB,39,40.2,38.4,39,38.9,2059,78.438,1995030
ATCSLGF,6.1,6.3,6.1,6.1,6.3,116,2.999,487550
ATLASBANG,55,55,51.7,53.5,52.2,12,0.101,1892
AZIZPIPES,52.5,52.8,51.7,52.5,51.1,180,1.189,22748
BANGAS,104.5,104.5,96.5,104.5,95,1351,40.169,389261
BANKASIA,17.1,17.2,17.1,17.1,17.2,28,0.342,20019
BARKAPOWER,9.5,9.8,9.4,9.5,9.7,271,1.189,125367
BATASHOE,899.8,905,896.3,899.8,902.7,16,0.076,85
BATBC,349.7,352.5,349.2,349.7,350.1,761,19.125,54633
BAYLEASING,6.5,6.7,6.5,6.5,6.6,66,0.763,116893
BBS,10.2,10.6,10.2,10.2,10.4,158,4.351,421682
BBSCABLES,17.5,17.9,17.4,17.5,17.7,102,1.202,68382
BDAUTOCA,92.7,92.7,84.2,92.7,84.3,634,7.236,79291
BDCOM,23.1,23.5,22.9,23,22.9,403,7.961,342762
BDFINANCE,11.7,11.9,11.7,11.8,11.7,116,3.066,259635
BDLAMPS,108.9,114.7,107.5,108.9,108.1,359,3.76,33814
BDSERVICE,0,0,0,5.2,5.2,0,0,0
BDTHAI,13,13.3,12.8,13,13.1,366,6.844,526015
BDTHAIFOOD,15.4,15.8,15.3,15.4,15.8,156,0.65,41783
BDWELDING,10.9,11.1,10.9,11,11.1,39,0.253,22991
BEACHHATCH,93,95,92.3,93,94.5,373,11.697,125570
BEACONPHAR,130.7,134.6,130,130.7,132.7,787,23.271,176936
BENGALWTL,17.4,17.7,17.3,17.4,17.6,193,2.947,169008
BERGERPBL,1826.2,1835,1821,1826.2,1832.2,62,0.576,315
BESTHLDNG,18.7,19.3,18.6,18.7,18.9,1821,44.608,2369214
BEXIMCO,110.1,110.1,110.1,110.1,110.1,1,0,1
BGIC,34.2,34.9,33.6,34.2,33.9,54,0.707,20667
BIFC,8.1,8.2,8,8.1,7.8,18,0.093,11515
BNICL,41,41.8,40.9,41,41.5,157,2.401,58248
