TRADING CODE,LTP*,HIGH,LOW,CLOSEP*,YCP*,TRADE,VALUE (mn),VOLUME
1JANATAMF,2.8,2.8,2.7,2.7,2.8,82,0.568,209819
1STPRIMFMF,19.8,20.8,19.6,19.8,20.6,736,17.584,871757
AAMRANET,17.7,18,17.3,17.3,17.5,114,1.743,99081
AAMRATECH,10.7,11.4,10.6,10.7,10.9,44,0.184,17086
ABB1STMF,2.7,2.8,2.7,2.7,2.8,70,1.404,518342
ABBANK,4.2,4.4,4.2,4.2,4.3,215,1.869,442746
ACFL,17.8,18.1,17.7,17.8,17.9,70,1.436,80894
ACI,195.6,197,194.2,195.6,196.5,613,15.648,79829
ACIFORMULA,128.8,130.4,128.7,128.8,129.2,122,1.59,12299
ACMELAB,70.3,71.8,70.1,70.3,70.9,320,5.968,84532
ACMEPL,15.8,16.4,15.7,15.8,16,1399,59.604,3705023
ACTIVEFINE,5.9,6.3,5.9,5.9,6.2,73,1.034,173500
ADNTEL,55.7,57.4,55.5,55.7,56.8,412,5.262,93702
ADVENT,13.4,13.9,13.4,13.4,13.6,75,1.302,96360
AFCAGRO,5.1,5.4,4.9,4.9,5.4,138,1.108,219956
AFTABAUTO,33.3,34.4,33.2,33.3,33.9,605,10.942,325004
AGNISYSL,20.9,21.4,20.8,20.9,21.2,375,5.775,274791
AGRANINS,21.9,23.4,21.4,21.9,22.4,64,1.044,47788
AIBL1STIMF,3.4,3.5,3.4,3.4,3.5,20,0.25,72906
AIL,41.7,43.6,41.2,41.7,43,700,10.89,257839
AL-HAJTEX,137.9,139.7,136.3,137.9,137.2,962,17.731,128812
ALARABANK,15.9,16.3,15.6,15.9,16,19,0.159,9989
ALIF,4.1,4.3,4.1,4.1,4.1,77,0.485,117640
ALLTEX,13.3,13.9,13.3,13.3,13.3,149,0.984,73177
AMANFEED,22.5,23.5,22.4,22.5,22.8,249,3.341,147597
AMBEEPHA,725,744.7,721,725.4,731.3,36,0.216,297
AMCL(PRAN),203.7,208.1,203.6,203.8,204.5,18,0.29,1422
ANLIMAYARN,19.8,20,19,19.2,19.3,34,0.155,8069
ANWARGALV,83.2,87.3,81.9,83.2,85.9,2820,53.014,627488
AOL,13.8,14.3,13.7,13.8,14,75,0.576,41489
APEXFOODS,218.3,224.9,216.9,218.3,217.1,367,6.92,31430
APEXFOOT,178.2,181.4,177.7,178.2,179.9,616,8.287,46344
APEXSPINN,162.6,165.7,161.7,162.4,164.5,255,10.834,66282
APEXTANRY,57.2,60.7,57,57.2,59.1,174,1.648,28233
APOLOISPAT,2.1,2.2,2.1,2.1,2.1,42,0.273,129587
ARAMIT,181.3,192.9,180,181.3,187.9,68,0.552,3009
ARAMITCEM,9.2,9.2,9,9.1,9,8,0.03,3298
ARGONDENIM,17.7,18.2,17.6,17.7,17.8,488,17.166,962998
ASIAINS,27.3,28.5,27.2,27.3,27.8,117,2.259,80942
ASIAPACINS,31.2,31.8,30.7,31.2,31.5,34,0.646,20534
ASIATICLAB,49.6,52.8,49.3,49.6,51.5,956,37.622,739033
ATCSLGF,0,0,0,7.5,7.5,0,0,0
ATLASBANG,53.5,55,52,52.4,53.5,13,0.039,753
AZIZPIPES,45.2,47,44.6,44.9,45.2,43,0.215,4753
