TRADING CODE,LTP*,HIGH,LOW,CLOSEP*,YCP*,TRADE,VALUE (mn),VOLUME
1JANATAMF,3.6,3.6,3.5,3.6,3.5,123,2.1,589867
1STPRIMFMF,38.6,39.7,37.3,38.6,37.3,406,21.36,550529
AAMRANET,30.6,31.8,30.3,30.6,30.3,1194,29.12,938338
AAMRATECH,17.8,18.2,17.7,17.9,17.4,187,2.554,141894
ABB1STMF,3.7,3.8,3.5,3.6,3.5,108,2.916,799703
ABBANK,8.4,8.4,7.7,8.4,7.7,1210,48.445,5933733
ACFL,17.4,17.7,17.2,17.4,17.1,119,1.57,90273
ACI,142.5,144.9,136.8,142.5,135.1,804,10.818,76635
ACIFORMULA,126.9,128.7,117.5,126.9,117,536,9.188,73505
ACMELAB,81.4,83.1,79.6,81.4,79.3,2717,318.73,3929563
ACMEPL,13.9,14.1,13.3,13.9,13.2,977,23.269,1695183
ACTIVEFINE,9,9.3,8.5,9,8.5,207,2.435,271251
ADNTEL,88.7,91.9,87.5,88.7,87.2,907,18.088,201123
ADVENT,17.8,18.5,17.7,17.8,17.7,1082,24.91,1371676
AFCAGRO,10.2,10.2,9.6,10.2,9.3,164,2.438,240131
AFTABAUTO,35.8,37.2,35,35.8,35.3,2171,76.23,2123049
AGNISYSL,33,34,32.7,33,33.6,2281,120.022,3607505
AGRANINS,24.5,25.4,23.8,24.5,23.7,186,2.366,95565
AIBL1STIMF,7.3,7.4,7.2,7.3,7.2,116,3.354,457241
AIL,93.3,96.4,92.6,93.3,94.6,1778,70.601,751025
AL-HAJTEX,106,106.5,95.6,106,96.9,747,14.977,141903
ALARABANK,21.9,22.1,21.8,21.9,21.9,77,2.433,111015
ALIF,7.5,7.6,7.3,7.5,7.2,435,6.267,841330
ALLTEX,11.7,12.1,11.2,11.7,11.1,153,1.361,117481
AMANFEED,23.7,24.2,22.3,23.7,22.4,407,6.668,280989
AMBEEPHA,877.7,914.8,860.4,877.7,866.3,497,6.554,7376
AMCL(PRAN),220,220,215,220,215.3,102,1.877,8602
ANLIMAYARN,23,23.5,22.5,23,22.8,95,0.708,30690
ANWARGALV,87.8,89.8,86.6,87.8,86,841,11.11,125893
AOL,13.8,14.2,13.7,13.8,13.6,303,4.037,289464
