TRADING CODE,LTP*,HIGH,LOW,CLOSEP*,YCP*,TRADE,VALUE (mn),VOLUME
1JANATAMF,4.3,4.3,4.1,4.1,4.3,53,0.602,144100
1STPRIMFMF,34.4,34.7,34.1,34.4,34.5,103,6.213,180038
AAMRANET,37,37.8,36.6,37,37.8,427,5.814,156728
AAMRATECH,26.1,27.6,26,26,26.7,117,1.077,41239
ABB1STMF,4.6,4.7,4.3,4.6,4.3,60,1.966,445600
ABBANK,8.9,9,8.8,8.9,8.9,403,18.275,2051375
ACFL,21.8,22.1,20.3,20.6,21.3,59,0.764,37194
ACI,152,153.8,151.2,151.8,152.6,97,1.181,7794
ACIFORMULA,130,130,126,127.6,128,112,1.935,15266
ACMELAB,71.6,71.7,70.6,71.4,71.7,380,9.666,135954
ACMEPL,23.5,24,23,23.5,23.9,1055,32.754,1394793
ACTIVEFINE,14.2,14.6,14,14.2,14.6,251,3.431,241490
ADNTEL,117.5,123.9,117.5,117.9,120.8,225,5.043,42736
ADVENT,24.9,25.2,24.6,24.9,25.4,833,22.162,892192
AFCAGRO,14.7,14.9,14.2,14.7,14.6,61,0.401,27476
AFTABAUTO,42.5,43,41.3,42.5,42.1,1307,33.386,790880
AGNISYSL,26.7,27.3,26.5,26.7,27.1,353,10.716,399403
AGRANINS,36.1,36.7,35.4,36.1,36.7,125,1.497,41970
AIBL1STIMF,9.4,9.4,8.6,9.4,9.3,74,3.545,387982
AIL,98.6,99,97.2,98.6,97.8,1693,86.251,877929
AL-HAJTEX,153.9,156,150.7,153.7,154.1,104,3.505,22922
ALARABANK,24.2,24.2,24,24.1,24,19,0.981,40727
ALIF,9.8,10.2,9.7,9.8,10.1,287,4.254,432113
ALLTEX,12.9,13.4,12.8,13,13.1,36,0.25,19201
AMANFEED,27.9,28.3,27.2,27.9,27.9,157,3.239,116766
AMBEEPHA,763.7,765,762,764.4,763,13,0.147,192
AMCL(PRAN),237.3,245,234.5,237.5,239.2,21,0.215,905
ANLIMAYARN,38.7,39.4,38,38.7,38.6,140,1.614,42123
ANWARGALV,150.8,152,149.1,150.8,152.4,445,6.693,44610
AOL,24,24.7,23.5,24,24.4,584,12.225,512215
APEXFOODS,283,285,275,281.6,285.2,309,4.323,15434
APEXFOOT,242.9,244.9,240,240.6,244.5,145,1.799,7450
APEXSPINN,111.2,113.1,110,111,113.1,121,2.021,18259
APEXTANRY,92.9,92.9,88,88.5,89.1,31,0.286,3225
APOLOISPAT,4.8,4.9,4.7,4.8,4.8,88,1.129,236075
ARAMIT,252.3,260,249,252.3,255.6,175,3.353,13317
ARAMITCEM,22.7,23.3,22.5,22.7,23.4,24,0.241,10623
ARGONDENIM,17,17.1,16.3,17,16.9,197,0.798,47354
ASIAINS,41.7,42.6,41.1,41.3,43,57,0.622,14924
ASIAPACINS,45.4,45.4,44.4,45.3,45.1,29,0.59,13055
ASIATICLAB,45.3,46.4,41.8,45.3,42.6,4900,127.55,2915714
ATCSLGF,7.2,7.4,7.2,7.2,7.4,42,0.492,68120
ATLASBANG,68.8,71.5,65.1,66.8,70,36,0.204,3031
AZIZPIPES,78.4,81,77.1,78.4,81.5,111,1.368,17485
BANGAS,114.9,116.2,114.9,115.1,115.9,203,2.345,20357
BANKASIA,18.3,18.4,18.1,18.4,18.4,21,1.676,91254
BARKAPOWER,14.9,15,14.7,14.8,14.9,69,0.565,38218
BATASHOE,995.7,1000,980.1,995.7,993.2,38,0.31,311
BATBC,403.2,404.4,397.6,403.2,398.5,1710,31.596,78955
BAYLEASING,11.3,11.4,11,11.3,11.4,202,3.285,294237
BBS,16.4,16.7,16.1,16.4,16.6,461,9.527,580313
BBSCABLES,36.1,36.7,35.4,36.1,36.5,481,12.072,335314
BDAUTOCA,115,116,114,115,116.2,122,1.524,13319
BDCOM,31.7,32.3,31.5,31.7,32.4,344,7.233,227725
BDFINANCE,21.6,22,20.7,21.6,22,257,3.989,185923
BDLAMPS,135.7,136.9,131.2,135.7,134.7,103,0.486,3628
BDSERVICE,0,0,0,5.2,5.2,0,0,0
BDTHAI,23.2,24.7,22.4,23.2,24.6,1627,38.117,1636493
BDTHAIFOOD,29.3,30.4,29.2,29.6,30.1,244,3.098,104104
BDWELDING,17,17.9,17,17.3,17.4,28,0.162,9417
BEACHHATCH,58.5,60,56.8,58.5,59.1,458,9.467,163088
BEACONPHAR,195.1,201.5,192,195.1,199.5,644,16.59,85035
BENGALWTL,22.4,22.7,21.8,22.4,22.6,115,1.068,48241
BERGERPBL,1773.3,1797,1765,1773.3,1772.8,107,5.863,3311
BESTHLDNG,36.2,36.7,35.3,36.2,35.8,2320,88.212,2462825
BEXIMCO,0,0,0,115.6,115.6,0,0,0
BGIC,45,45,44.8,45,45.8,22,0.084,1870
BIFC,6.6,6.7,6.5,6.6,6.4,9,0.002,370
BNICL,44.9,46,44,44.9,45.1,111,1.467,32983
BPML,64.7,65.9,62.8,63.4,64.7,532,18.533,289094
BPPL,17.5,17.7,17,17.5,17.4,172,1.692,97768
BRACBANK,39.6,39.9,38.6,39.6,39.5,268,24.048,609478
BSC,113.5,115.9,113.1,113.5,114.5,311,6.452,56759
BSCCL,130.7,134,129.8,130.7,133.5,436,8.11,62063
BSRMLTD,0,0,0,90,90,0,0,0
BSRMSTEEL,57.9,58.5,57.9,58,58.3,95,1.683,28984
BXPHARMA,111.4,113.5,110,111.4,113.4,416,5.958,53446
CAPITECGBF,9.3,9.7,9.3,9.4,9.5,83,0.855,91399
CAPMBDBLMF,7.7,7.8,7.6,7.7,7.8,23,0.263,34003
CAPMIBBLMF,10.2,10.6,10.2,10.3,10.4,43,0.473,45823
CENTRALINS,55,56.2,53.2,54.5,55,207,28.63,528797
CENTRALPHL,27.7,29.4,27.1,27.7,29.1,4623,219.829,7876743
CITYBANK,23,23.1,22.7,23,22.7,428,24.401,1062524
CITYGENINS,89,90.8,87,89,88.4,361,11.614,130875
CLICL,50,50.5,49,49.6,50.5,102,0.492,9974
CNATEX,6.9,7,6.8,6.8,7,242,4.586,665116
CONFIDCEM,72.5,74,72.4,72.7,73.2,141,2.628,36072
CONTININS,34.9,35,34,34.7,35,83,1.073,31113
COPPERTECH,27,28,26.7,27,27.9,323,4.345,160108
CROWNCEMNT,63.8,64.9,63.5,63.7,64.5,54,0.466,7280
CRYSTALINS,101.4,104,99.6,101.4,102.5,260,57.861,571051
CVOPRL,139.5,143.5,137.4,139.8,143.2,225,3.382,24218
DACCADYE,10.2,10.8,10.1,10.1,10.2,38,0.35,34507
DAFODILCOM,80.2,81.5,78.6,81.2,79.2,56,1.116,13870
DBH,40.7,40.8,39.9,40.7,40.2,208,3.464,85914
DBH1STMF,5.3,5.4,5.3,5.3,5.4,17,0.31,58555
DELTALIFE,96.4,97.5,95,96.4,96.4,253,4.634,48520
DELTASPINN,5.7,5.9,5.6,5.7,5.8,41,0.382,67382
DESCO,25.1,25.1,24.9,25,25,29,0.201,8022
DESHBANDHU,29.5,31.5,28.5,29.5,31.3,710,17.779,594772
DGIC,30.8,31.5,30,30.8,31.6,65,1.014,33274
DHAKABANK,11.5,11.6,11.5,11.5,11.6,24,2.278,197858
DHAKAINS,45.8,45.8,44,45.1,45.7,64,0.276,6100
DOMINAGE,15.3,15.5,15.1,15.3,15.4,323,7.717,503993
DOREENPWR,35.9,36.5,35.6,36.1,36.6,124,2.636,73227
DSHGARME,87,88,86.7,87.2,90.3,36,0.27,3105
DSSL,11.5,11.6,11.2,11.4,11.6,187,3.06,269269
DULAMIACOT,69.8,69.8,67.5,68.8,69.4,18,0.032,466
DUTCHBANGL,54.5,55.1,54.1,54.6,54.7,34,0.601,11024
EASTERNINS,53.4,55.5,53,53.4,55,180,2.72,50760
EASTLAND,0,0,0,26.5,26.5,0,0,0
EASTRNLUB,1438.8,1441,1415.7,1428.4,1436.7,85,0.601,422
EBL,0,0,0,31.9,31.9,0,0,0
EBL1STMF,5.1,5.2,5.1,5.1,5.2,16,0.089,17405
EBLNRBMF,4.7,4.8,4.7,4.7,4.8,34,0.912,193875
ECABLES,148.3,149.3,145.1,148.3,148,27,0.235,1590
EGEN,32.2,33,31.5,32.2,32.9,251,4.035,125134
EHL,84.9,85.4,83.5,84.9,84.1,483,9.8,116390
EIL,39,40.3,38.2,39,40,673,17.032,436561
EMERALDOIL,54.2,55,51.1,54.2,56,3318,98.392,1875308
ENVOYTEX,34.9,34.9,34,34.3,34.5,16,0.129,3768
EPGL,24.1,24.4,23.5,24.1,23.7,65,0.902,37860
ESQUIRENIT,24,24.7,23.9,24.2,23.9,79,0.99,40940
ETL,13.3,13.5,12.8,13.3,13.3,456,8.748,666002
EXIM1STMF,4.3,4.3,4.2,4.3,4.2,14,0.049,11305
EXIMBANK,9.1,9.2,9,9.1,9.1,108,1.973,217724
FAMILYTEX,3.6,3.8,3.5,3.6,3.6,157,0.997,281336
FARCHEM,22,22.5,21.8,22,22.3,96,0.691,31416
FAREASTFIN,4.4,4.5,4.4,4.4,4.3,2,0.001,150
FAREASTLIF,44,44,42.1,43.2,44.3,202,1.865,43596
FASFIN,4.6,4.6,4.4,4.5,4.5,25,0.134,29789
FBFIF,4.3,4.4,4.3,4.3,4.4,33,0.269,62100
FEDERALINS,24,24,23.1,23.8,24.2,34,0.186,7823
FEKDIL,13,13.5,12.9,13.1,13.1,170,1.762,135225
FINEFOODS,176.4,179,173.3,176.4,175,532,62.578,355529
FIRSTFIN,4.4,4.5,4.4,4.5,4.3,2,0.002,501
FIRSTSBANK,7.3,7.3,7.2,7.3,7.3,136,5.145,709900
FORTUNE,41.3,42.7,40.6,41.3,42.5,2513,81.923,1980093
FUWANGCER,24.1,25,23.5,24.1,24.9,2310,79.616,3307690
FUWANGFOOD,24.7,26.2,24.4,24.7,25.8,1152,20.728,831997
GBBPOWER,10.9,11.4,10.8,10.9,11.3,85,0.697,63770
GEMINISEA,306.5,311,302.4,306.5,310.1,1057,18.286,59519
GENEXIL,58.9,60.7,58.1,58.9,60.1,427,10.661,181074
GENNEXT,5.7,5.8,5.7,5.7,5.8,139,2.559,446533
GHAIL,16.2,16.9,16,16.2,16.7,1037,24.265,1481397
GHCL,24.3,24.4,24,24.2,24.8,20,0.15,6207
GIB,7.6,7.7,7.6,7.6,7.6,307,11.988,1575773
GLDNJMF,9.9,10.3,9.7,9.9,10,219,2.979,301960
GLOBALINS,32.5,32.6,31.7,32.2,32,103,1.404,43971
GOLDENSON,20.4,20.8,19.2,20.4,20.2,2170,82.614,4117797
GP,237.7,239.1,235,237.7,236.9,593,15.558,65688
GPHISPAT,28.3,28.7,28.1,28.3,28.7,287,4.602,162943
GQBALLPEN,113.2,114.5,108.7,112.7,111.6,571,9.811,88012
GRAMEENS2,12.8,12.9,12.6,12.8,13,15,0.106,8304
GREENDELMF,4.6,4.7,4.5,4.6,4.7,67,0.96,208135
GREENDELT,56,57.1,54.8,55.8,57,103,1.38,24850
GSPFINANCE,12.9,13.2,12.5,12.9,13,247,6.461,505916
HAKKANIPUL,56.7,56.7,55.5,56.4,56.7,84,0.998,17805
HAMI,156,168,153.5,156,153.6,49,0.73,4674
HEIDELBCEM,0,0,0,218.2,218.2,0,0,0
HFL,15,15.1,14.5,14.7,14.9,68,0.656,44533
HRTEX,81.1,83.4,80,81.1,82.7,280,5.9,72801
HWAWELLTEX,48.9,49,48.2,48.4,48.6,14,0.258,5332
IBNSINA,259.1,267.9,258.5,259,260.1,126,2.855,10990
IBP,15.2,15.8,15.1,15.2,15.7,363,6.479,424502
ICB,53.7,55.5,52.4,53.7,55.2,80,0.406,7517
ICB3RDNRB,5.4,5.5,5.3,5.4,5.5,31,0.367,68000
ICBAGRANI1,8.8,8.8,8.4,8.8,8.7,74,0.864,98522
ICBAMCL2ND,7.7,7.7,7,7.5,7.6,18,0.47,62839
ICBEPMF1S1,6.1,6.1,5.9,5.9,6,6,0.133,22400
ICBIBANK,4,4,3.9,4,4,59,1.034,258411
ICBSONALI1,10.1,10.3,9.9,10.1,10.1,186,12.005,1187095
ICICL,27.9,27.9,27.1,27.7,27.7,91,0.582,21307
IDLC,36.7,36.8,35.4,36.7,36.7,161,3.219,89004
IFADAUTOS,32.2,33.4,32.1,32.2,32.9,116,2.508,77812
IFIC,11,11,10.7,11,11,439,22.231,2046492
IFIC1STMF,4.2,4.3,4.2,4.2,4.2,17,0.237,56327
IFILISLMF1,5.6,5.6,5.4,5.5,5.5,16,0.258,46901
ILFSL,5.4,5.5,5.2,5.4,5.3,30,0.567,105676
INDEXAGRO,70.5,71.4,70.2,70.5,71.5,88,0.792,11229
INTECH,26.5,26.7,24.5,26.5,26.8,167,1.869,72926
INTRACO,40.2,40.6,39.2,40.2,40.1,510,14.691,368829
IPDC,24.7,25.6,24.2,24.7,25.2,613,19.285,782387
ISLAMIBANK,32.6,32.6,32.6,32.6,32.6,3,0.002,62
ISLAMICFIN,12.7,13,12.5,12.7,13.2,96,1.651,130035
ISLAMIINS,42.3,43.1,42.3,42.7,42.9,31,0.865,20245
ISNLTD,49,49.8,49,49,49.1,171,5.161,105217
ITC,50.7,51,48.6,50.7,50.3,1208,56.404,1126574
JAMUNABANK,21.8,21.9,21.7,21.8,21.8,108,16.592,761211
JAMUNAOIL,174,190,172.6,173.9,174.2,76,2.095,12046
JANATAINS,32.2,32.5,31.5,32,32,78,0.943,29653
JHRML,62.4,62.7,61.5,62.3,62.6,222,3.642,58637
JMISMDL,148.9,150.8,147.3,148.9,149.6,115,0.692,4648
JUTESPINN,340,347.9,300,318.5,322.4,62,0.351,1145
KARNAPHULI,39.3,40,39,39.3,40,327,9.479,240744
KAY&amp;QUE,259.9,264,256.7,259.9,256.6,604,14.292,55264
KBPPWBIL,203.1,205,202.3,203.1,204.6,255,7.132,35037
KDSALTD,44.6,44.7,42.9,44.2,44.5,224,2.768,63122
KEYACOSMET,5.3,5.4,5.1,5.3,5.3,158,2.623,497864
KOHINOOR,497.4,500,487,497.4,498.8,576,12.504,25209
KPCL,0,0,0,26.6,26.6,0,0,0
KPPL,25.7,27.6,24.9,25.7,26.4,590,9.23,361157
KTL,15.7,15.9,15.2,15.7,15.9,436,6.999,449106
LANKABAFIN,19.4,19.7,19,19.4,19.8,358,13.735,714461
LEGACYFOOT,61.2,63.5,60.7,61.2,62.4,151,3.174,51798
LHBL,68,68.2,67.9,68,68.1,757,69.826,1026809
LIBRAINFU,728.2,752,700,731.6,746.3,400,5.343,7347
LINDEBD,1081,1083,1045.9,1076.9,1093.7,102,0.935,870
LOVELLO,54.9,55.3,52.7,54.9,53.8,1582,62.702,1156309
LRBDL,23,23.5,22.7,23,23.4,675,9.655,420044
LRGLOBMF1,4.7,4.8,4.7,4.7,4.8,24,0.476,100730
MAKSONSPIN,12.5,12.8,12.2,12.5,12.6,561,15.552,1252831
MALEKSPIN,36.6,37.3,35,36.6,36.8,2680,157.801,4399883
MARICO,2429.6,2435,2415,2429.6,2434.6,192,3.231,1332
MATINSPINN,48,48,47.1,47.6,47.5,59,0.777,16431
MBL1STMF,5.5,5.6,5.5,5.5,5.6,12,0.07,12700
MEGCONMILK,26.8,27.1,23.7,25.6,26.1,10,0.001,52
MEGHNACEM,75.6,75.9,73,75.6,75.3,89,1.574,21089
MEGHNAINS,31.6,32.7,31.6,32,32.4,147,1.111,34654
MEGHNALIFE,75.6,76.5,75.1,75.8,76.9,194,4.45,58774
MEGHNAPET,37.9,38.7,36.4,37.9,37.4,134,2.165,57898
MERCANBANK,12.2,12.2,12,12.1,12.2,68,2.298,190313
