TRADING CODE,LTP*,HIGH,LOW,CLOSEP*,YCP*,TRADE,VALUE (mn),VOLUME
1JANATAMF,3.9,4.1,3.9,3.9,4,63,0.608,154034
1STPRIMFMF,41.2,42.6,41,41.2,41.6,217,7.531,181848
AAMRANET,35.5,36.8,35.1,35.5,36.4,603,16.398,454340
AAMRATECH,23.7,24.5,23.5,23.6,24,101,0.7,29564
ABB1STMF,3.9,4.1,3.8,3.9,4,106,2.553,649545
ABBANK,10,10.3,9.8,10,10.1,1295,61.935,6130602
ACFL,19.3,19.8,19.1,19.4,19.3,173,2.32,118831
ACI,161.1,164.5,160.1,161.1,161.5,572,14.483,88763
ACIFORMULA,140.1,143.1,139,140.1,143.5,217,3.163,22451
ACMELAB,87.6,90,86.5,87.6,88.8,1564,66.88,757197
ACMEPL,17.6,19.3,17.5,17.6,19.4,1648,47.905,2642540
ACTIVEFINE,13.2,13.4,13,13.2,13.3,92,1.506,114083
ADNTEL,93.5,94.4,92.7,93.5,94.4,331,7.073,75503
ADVENT,24.2,26,23.6,24.2,24.8,1220,33.094,1338968
AFCAGRO,13.2,13.5,13.1,13.2,13.3,82,0.765,57683
AFTABAUTO,36.8,38.5,36.5,36.8,37.8,1032,24.626,658355
AGNISYSL,32.5,33.1,32.4,32.5,33.2,1115,85.206,2609357
AGRANINS,31.9,33.1,31.8,32.2,32.1,25,0.355,10950
AIBL1STIMF,7.5,7.6,7.3,7.4,7.5,53,1.311,175900
AIL,93.4,102.9,91.1,93.4,101.2,2407,70.747,731226
AL-HAJTEX,125.5,127.8,121,125.5,124.4,318,4.599,36672
ALARABANK,24.4,24.8,24.3,24.4,24.8,102,2.065,84528
ALIF,9.3,9.9,9.3,9.3,9.7,315,4.734,496121
ALLTEX,14.3,15.1,14.1,14.3,14.8,95,0.633,43078
AMANFEED,29.2,30.3,29.1,29.4,30,141,2.675,90520
AMBEEPHA,932.8,932.8,880,932.8,867.8,668,27.751,29957
AMCL(PRAN),249.4,250,245.4,249.4,249.7,115,3.268,13190
ANLIMAYARN,31.4,32.1,31.3,31.4,32,182,3.111,98651
ANWARGALV,126.3,129.7,126.3,127.2,128.3,486,7.969,62482
AOL,24,25.1,23.7,24,23.7,1735,61.869,2524877
APEXFOODS,254.5,256.2,254,254.5,257.3,103,0.989,3876
APEXFOOT,238.9,243.5,238,238.9,242.4,268,4.951,20603
APEXSPINN,113,114,112,113,111.6,114,1.823,16143
APEXTANRY,89.8,91.9,88.1,89.8,88.9,94,1.241,13842
APOLOISPAT,5.1,5.8,5,5.1,5.5,440,5.794,1124159
ARAMIT,222,226.6,218.1,223.9,222.9,153,2.367,10637
ARAMITCEM,16.9,17.1,16.6,16.9,16.6,61,0.518,30661
ARGONDENIM,18.3,19,18.1,18.4,18.2,346,10.969,589950
ASIAINS,34.4,36.5,34.3,34.4,35.3,130,1.576,45604
ASIAPACINS,40.5,42,40,40.5,40.9,225,5.18,127039
ASIATICLAB,38.4,40.9,38,38.4,39.9,2636,89.761,2260722
ATCSLGF,6.8,6.9,6.7,6.8,6.9,68,1.774,259807
ATLASBANG,71.5,74.5,70,70.4,71.2,44,0.367,5178
AZIZPIPES,73.3,74,72.9,73.3,72.7,51,0.854,11643
BANGAS,113,116.8,112.1,113,114.8,425,7.264,63326
