TRADING CODE,LTP*,HIGH,LOW,CLOSEP*,YCP*,TRADE,VALUE (mn),VOLUME
FARCHEM,21.4,22,21.3,21.4,22,279,4.971,231000
FAREASTFIN,3.5,3.6,3.3,3.5,3.5,80,0.198,58152
FAREASTLIF,29.1,29.7,28.9,29.1,28.7,54,0.432,14791
FASFIN,3.6,3.8,3.5,3.6,3.6,17,0.151,41607
FBFIF,3.4,3.5,3.3,3.4,3.3,83,2.302,677340
FEDERALINS,18,18.1,17.9,18,18.2,47,0.676,37570
FEKDIL,16,16.3,16,16,16.1,476,18.652,1159680
FINEFOODS,201.5,203.9,201,202.3,202,769,23.861,117923
FIRSTFIN,3.4,3.5,3.4,3.4,3.4,14,0.267,78616
FIRSTSBANK,3.9,4.1,3.9,3.9,4,88,1.198,300372
FORTUNE,16.2,16.6,16.1,16.2,16.3,305,4.101,251182
FUWANGCER,13.2,13.6,13.1,13.2,13.5,714,17.039,1277862
FUWANGFOOD,14.2,14.6,14.1,14.2,14.3,621,17.346,1210455
GBBPOWER,8.3,8.5,8,8.3,8,374,6.003,724609
GEMINISEA,126.3,127.7,124.8,126.3,126.2,293,3.374,26830
GENEXIL,23.1,23.9,21.9,23.1,22.2,738,17.642,770350
GENNEXT,2.9,3,2.9,2.9,2.9,111,1.66,572210
GHAIL,12.3,12.6,12.1,12.3,12.3,560,10.73,868433
GHCL,20.8,22.9,20.4,20.8,22.1,438,5.172,244088
GIB,3,3.1,3,3,3.1,145,2.217,729903
GLDNJMF,8.4,8.5,8,8.4,8.2,485,15.259,1850170
GLOBALINS,30.5,31,30.1,30.5,29.9,537,20.299,664853
GOLDENSON,11.3,11.7,11.3,11.3,11.5,588,12.977,1136041
GP,304.1,304.8,299.8,304.1,300.2,659,15.7,52063
GPHISPAT,19.9,20.2,19.7,19.9,19.8,476,12.726,639421
GQBALLPEN,153.1,157.9,152.2,153.1,153.4,341,11.922,77963
GRAMEENS2,12.9,13,12.5,12.9,12.6,131,1.394,108737
GREENDELMF,4,4,3.8,4,3.9,42,0.217,55528
GREENDELT,41.8,42,40.6,41.8,41.9,38,0.35,8362
GSPFINANCE,5,5,4.8,5,4.9,80,0.529,107071
HAKKANIPUL,61.5,61.9,56.3,61.5,56.4,1562,32.048,537032
HAMI,123.4,135,122,123.4,124.5,250,1.828,14782
HEIDELBCEM,222.9,227.8,221.6,222.9,223.7,484,8.912,39769
HFL,8.7,8.9,8.6,8.6,8.7,53,0.313,35956
HRTEX,26.1,27.2,26,26.1,27.2,881,13.325,504234
HWAWELLTEX,40.4,41.3,40.2,40.6,40.7,10,0.152,3747
IBNSINA,293.2,294.2,292,293.4,293,112,1.554,5301
IBP,10.3,10.6,10.1,10.3,10.3,461,11.613,1128054
ICB,47.1,47.2,45.2,47.1,45.4,499,7.157,154107
ICB3RDNRB,4.7,4.7,4.5,4.6,4.6,35,1.381,298980
ICBAGRANI1,7.1,7.2,7,7.1,7,41,1.733,246789
ICBAMCL2ND,6.8,6.9,6.4,6.8,6.6,64,3.041,448215
ICBEPMF1S1,5.3,5.4,5.2,5.3,5.2,68,2.331,443551
ICBIBANK,2.9,2.9,2.8,2.8,2.8,8,0.016,5760
ICBSONALI1,6.4,6.4,5.8,6.4,5.9,888,35.424,5699549
ICICL,21.3,21.5,20.7,21.3,20.9,295,4.032,190815
IDLC,29.9,30,29.7,29.9,29.7,213,4.417,147937
IFADAUTOS,24.6,25.3,24.5,24.6,25.2,705,12.799,515758
IFIC,6.3,6.4,6.2,6.3,6.3,228,10.009,1585330
IFIC1STMF,3.7,3.8,3.5,3.7,3.6,241,10.042,2757314
IFILISLMF1,4.5,4.6,4.4,4.5,4.5,85,1.995,442755
ILFSL,3.3,3.5,3.3,3.3,3.5,31,0.365,110138
INDEXAGRO,65.5,66.5,64.5,65.1,66,104,1.355,20841
INTECH,19.7,19.8,19.1,19.4,19.4,598,1.544,79683
INTRACO,24,24.2,23.6,24,23.8,1148,47.428,1987444
IPDC,16.4,16.6,16.2,16.4,16.5,339,10.577,646261
ISLAMIBANK,34.6,34.8,34.2,34.6,34.2,339,6.357,184089
ISLAMICFIN,9.8,10,9.7,9.8,9.9,165,2.511,255587
ISLAMIINS,38.5,39.5,37.9,38.5,38.5,128,1.783,46517
ISNLTD,36.9,37,35.2,36.9,36.4,248,3.74,102876
ITC,37.8,37.9,37.2,37.8,37.3,466,12.971,344620
JAMUNABANK,18.9,19,18.9,18.9,19,303,12.406,654731
JAMUNAOIL,173.5,175.3,173.1,173.5,174.3,261,4.335,24933
JANATAINS,24.4,24.5,24,24.4,24.5,66,0.932,38406
JHRML,50.8,51,49.8,50.8,50.2,568,12.703,251594
JMISMDL,133.3,134.9,132.5,133.3,133.1,99,1.949,14609
JUTESPINN,210.2,218.5,210,212.2,217.5,89,0.56,2631
KARNAPHULI,26.5,26.7,26.3,26.5,26.5,228,4.626,174790
KAY&amp;QUE,210.5,216.4,209.4,210.5,214.4,330,5.895,27805
KBPPWBIL,117.5,121.6,116.6,117.5,120.1,1098,17.856,150116
KDSALTD,43.8,45,43.7,44,44.6,959,29.87,674520
KEYACOSMET,5.1,5.2,4.9,5.1,5.1,255,5.281,1049772
KOHINOOR,503.9,510.8,502,503.9,509.7,508,9.563,18969
KPCL,11.9,13.1,11.9,11.9,13.2,1105,19.15,1569165
KPPL,20.7,21.7,20.5,20.7,20.9,939,13.627,645214
KTL,11.3,11.6,11,11.3,11,572,15.259,1348373
LANKABAFIN,16.3,16.5,16.2,16.3,16.3,399,12.9,789522
LEGACYFOOT,51.7,52,50.5,51.7,50.4,340,3.656,70998
LHB,45.4,45.5,45.2,45.4,45.4,290,13.872,305800
LIBRAINFU,766,779,757,766,774.7,503,3.884,5077
LINDEBD,902.9,909.7,893.7,902.9,896.9,593,5.814,6449
LOVELLO,83.4,83.6,81.3,83.4,83.4,1581,78.005,941256
LRBDL,14.8,15.2,14.5,14.8,15.1,275,5.65,379571
LRGLOBMF1,3.7,3.8,3.6,3.7,3.6,98,1.829,495128
MAGURAPLEX,81.9,83.7,78.6,81.9,80.8,2550,61.142,760365
MAKSONSPIN,6,6,5.9,6,6,53,1.141,190557
MALEKSPIN,25,25.4,24.7,25,25.2,882,53.681,2151896
MARICO,2576,2579.8,2531,2569.3,2559.5,422,13.867,5409
MATINSPINN,44.3,44.7,44.1,44.2,44.3,111,1.811,40853
MBL1STMF,4.4,4.5,4.2,4.4,4.3,77,2.409,557828
MEGCONMILK,22.9,23.8,21.1,23.1,22.9,25,0.035,1521
MEGHNACEM,39.4,41.7,38.8,39.4,38.7,28,0.213,5412
MEGHNAINS,24.5,24.7,24.2,24.5,24.3,152,1.29,52735
MEGHNALIFE,50.6,51,49.2,50.6,49.6,681,12.887,256998
MEGHNAPET,22.7,24.6,22.1,22.7,24,97,0.557,24301
MERCANBANK,9.2,9.3,9.1,9.2,9.1,200,4.638,506064
MERCINS,24.8,25.5,24.7,24.8,23.7,61,0.883,35460
METROSPIN,11.6,12.8,11.4,11.6,12.2,153,0.872,74105
MHSML,13.7,14.4,13.6,13.7,14.2,369,6.027,435390
MIDASFIN,8.3,8.3,8,8.3,8,129,0.914,112134
MIDLANDBNK,25,25,23.3,25,22.8,2905,241.589,9837805
MIRACLEIND,25.5,26,25.1,25.5,25.6,99,0.754,29520
MIRAKHTER,26.8,27.3,26.7,26.8,27.2,668,18.967,704760
MITHUNKNIT,16.8,17.8,16.8,17.1,17.4,154,2.014,118226
MJLBD,92.4,93,91,92.4,92,371,9.997,108922
MLDYEING,9.3,9.6,9.2,9.3,9.5,108,1.566,167386
MONNOAGML,314,317.8,312.6,314,315.1,249,2.968,9441
MONNOCERA,84.8,88,83,84.8,86.3,631,25.076,293352
MONNOFABR,14.2,14.5,14.1,14.2,14.4,451,10.595,740741
MONOSPOOL,89.4,91.4,88,89.4,91.4,937,12.6,141007
MPETROLEUM,201,202.9,201,201,199,107,2.742,13618
MTB,11.1,11.2,11,11.1,11.1,123,7.992,719616
NAHEEACP,19.6,20,19.3,19.6,19.4,278,5.674,289129
NATLIFEINS,88.4,89.5,85.7,88.4,85.5,438,8.994,102393
NAVANACNG,20.2,20.3,19.6,20.2,19.7,86,0.423,21311
NAVANAPHAR,54.5,55.6,54.1,54.5,55.1,1257,27.649,504460
NBL,3.8,3.8,3.7,3.8,3.8,44,0.445,118515
NCCBANK,11.3,11.3,10.9,11.2,11,285,7.949,714784
NCCBLMF1,5.3,5.3,5.1,5.2,5,56,0.255,48991
NEWLINE,7.3,7.5,7.2,7.3,7.3,178,2.238,304656
NFML,9.6,9.9,9.5,9.6,9.7,68,0.721,75218
NHFIL,24.3,24.6,24,24.3,24.2,102,1.77,72863
NITOLINS,24.4,24.4,24.2,24.3,24.3,25,0.444,18306
NORTHERN,99.2,105.3,92.5,99.2,102.7,72,0.753,7550
NORTHRNINS,27.3,27.5,26.7,27.3,26.3,9,0.052,1900
NPOLYMER,29.3,29.6,29,29.3,29.1,233,2.776,94932
NRBBANK,13.3,13.6,13.1,13.3,13.1,778,72.208,5398050
NRBCBANK,7,7,6.8,6.9,7,100,1.251,181526
NTC,171.9,174,171.6,172,171.5,50,0.658,3815
NTLTUBES,75.8,77.5,75.5,75.8,76.6,563,8.183,107559
NURANI,3.4,3.5,3.3,3.4,3.3,37,0.226,66789
OAL,7.6,7.9,7.6,7.6,7.7,74,1.012,132260
OIMEX,26.8,27.1,26.6,26.8,26.9,335,14.922,555336
OLYMPIC,152.6,153.8,150.4,150.8,151.4,615,9.119,60298
ONEBANKPLC,7.5,7.6,7.3,7.4,7.5,210,8.846,1190983
ORIONINFU,380.9,387,376.3,380.9,381.7,1477,45.085,117842
ORIONPHARM,28.1,28.8,27.8,28.1,28.4,330,4.876,172709
PADMALIFE,22,22,19.7,22,20,249,2.236,104272
PADMAOIL,181.6,182.7,181,181.6,182.1,421,7.786,42881
PARAMOUNT,36.5,36.5,35.2,36.2,35.5,166,3.424,95373
PDL,6.4,6.7,6.4,6.4,6.5,55,0.192,29484
PENINSULA,11.2,11.6,11.1,11.2,11.4,104,0.755,66443
PEOPLESINS,27.8,28,27.6,27.8,27.8,241,2.843,102349
PF1STMF,5.7,5.9,5.6,5.7,5.7,221,8.854,1546464
PHARMAID,513.4,522.8,512,513.4,512.7,409,5.938,11526
PHENIXINS,25,25.2,24.3,25,25.2,37,0.819,33310
PHOENIXFIN,3.7,3.8,3.7,3.7,3.7,19,0.091,24332
PHPMF1,3.4,3.5,3.3,3.4,3.3,245,4.538,1341470
PIONEERINS,38.4,38.7,38.1,38.4,38.4,114,1.677,43675
PLFSL,2.2,2.3,2.1,2.2,2.2,63,0.557,255152
POPULAR1MF,3.6,3.6,3.4,3.6,3.5,74,1.434,403980
POPULARLIF,48.5,49.1,47.7,48.5,48.2,500,15.584,320738
POWERGRID,32.2,32.5,32,32.2,32.4,162,2.53,78724
PRAGATIINS,52.5,52.7,51.1,52.5,51.5,63,0.512,9853
PRAGATILIF,97,99,95.4,97,95.4,223,2.915,30112
PREMIERBAN,8.3,8.5,8.3,8.3,8.4,128,4.733,569166
PREMIERCEM,51.8,53.5,50.5,51.8,51.1,297,11.616,226433
PREMIERLEA,3.1,3.2,3.1,3.1,3.1,19,0.532,171032
PRIME1ICBA,5.2,5.3,5.1,5.2,5,101,1.973,379305
PRIMEBANK,22.1,22.3,21.8,22,21.9,70,16.26,741906
PRIMEFIN,4.5,4.7,4.4,4.5,4.5,18,0.105,23652
PRIMEINSUR,28.6,29.7,28.4,28.6,28.8,69,1.417,48989
PRIMELIFE,35.6,35.6,33.2,35.3,33.9,195,2.581,74998
PRIMETEX,13.4,14.2,13.4,13.5,13.4,57,0.043,3183
PROGRESLIF,47.6,47.6,44,47.6,43.3,128,1.33,28659
PROVATIINS,32.8,33,32,32.8,32.4,266,6.961,213884
PTL,44.3,44.8,43.5,44.3,44.5,201,3.762,84674
PUBALIBANK,28.3,28.5,28.1,28.3,28.3,261,24.827,876029
PURABIGEN,17.4,17.5,17.2,17.4,17.1,48,0.648,37376
QUASEMIND,34.7,35.1,33.8,34.7,33.9,1071,34.793,1006130
QUEENSOUTH,12.1,12.5,12,12.1,12.3,262,4.324,353703
RAHIMAFOOD,72.8,74.6,72.1,72.8,74.2,286,3.649,49866
RAHIMTEXT,103.5,106.9,103,103.5,106.1,41,0.271,2616
RAKCERAMIC,20.6,21.2,20.4,20.6,21.4,253,3.2,155273
RANFOUNDRY,143.5,144,139.7,143.5,137.3,72,0.672,4732
RDFOOD,23.8,24,23,23.8,23.3,932,22.849,966648
RECKITTBEN,3500.6,3667.8,3495.3,3500.6,3495.3,337,5.331,1520
REGENTTEX,3.4,3.8,3.2,3.4,3.5,27,0.206,60285
RELIANCE1,21.2,21.4,20.6,21.2,20.6,688,42.417,2023450
RELIANCINS,51.9,52.8,51.5,52.1,52,88,1.234,23737
RENATA,490.9,493.5,488,490.9,489,190,2.524,5128
RENWICKJA,635,649,600.4,602.1,649,46,0.273,442
REPUBLIC,28.1,28.4,27.5,27.7,27.7,108,1.509,53980
RINGSHINE,3.4,3.5,3.4,3.5,3.4,38,0.363,106053
ROBI,25.2,25.5,25.1,25.2,25.2,567,19.907,789536
RSRMSTEEL,10.8,11.1,10.7,10.8,11.2,67,1.07,98890
RUNNERAUTO,28.1,28.8,28,28.1,28.7,713,14.795,522681
RUPALIBANK,19.1,19.5,19,19.1,19.5,236,3.209,166709
RUPALIINS,21.2,21.5,20.8,21.2,20.9,140,2.657,126656
RUPALILIFE,81.4,81.8,78.7,81.4,78.6,614,12.362,152917
SAFKOSPINN,10.7,11,10.6,10.7,10.5,75,0.36,33371
SAIFPOWER,9.2,9.4,9.1,9.2,9.2,172,2.016,218919
SAIHAMCOT,13.5,13.7,13.4,13.5,13.7,187,4.577,338191
SAIHAMTEX,13.6,13.9,13.6,13.6,13.7,137,3.055,222321
SALAMCRST,22.7,23.5,21.4,22.7,21.4,1809,56.842,2494258
SALVOCHEM,21.6,22,21.4,21.6,21.2,562,12.612,582079
SAMATALETH,47.7,48,44.8,47.7,44.4,494,5.371,114782
SAMORITA,58.5,59.5,58.1,58.5,58.2,163,2.385,40828
SANDHANINS,20,20.2,19.5,20,19.6,243,3.715,186170
SAPORTL,24.1,24.5,23.8,24.1,24,821,26.1,1079509
SAVAREFR,0,0,0,215.5,215.5,0,0,0
SBACBANK,7.2,7.4,7.1,7.2,7.2,174,4.202,580487
SEAPEARL,40.2,41,39.4,40,40.7,741,24.433,603727
SEMLFBSLGF,6.8,6.8,6.1,6.8,6.2,524,13.569,2062283
SEMLIBBLSF,7.6,7.7,7.2,7.6,7.3,264,6.86,920627
SEMLLECMF,13.6,13.6,12.4,13.6,12.6,509,29.167,2194706
SHAHJABANK,18,18.2,17.8,17.8,18.1,159,21.454,1194070
SHARPIND,17.9,18.4,17.9,17.9,18.1,217,2.909,161495
SHASHADNIM,17.4,17.6,17.2,17.4,17.4,110,1.684,96606
SHEPHERD,16.6,16.9,16.4,16.6,16.5,197,3.548,214972
SHURWID,7.5,7.6,7.3,7.4,7.2,43,0.137,18530
SHYAMPSUG,139.3,141.4,135.7,139.3,140,20,0.404,2898
SIBL,8.4,8.5,8.2,8.5,8.3,43,0.995,118632
SICL,23.3,23.6,23,23.3,23.4,273,4.518,194065
SILCOPHL,14.8,15.4,14.7,14.8,15.1,290,6.661,445592
SILVAPHL,10.7,10.8,10.6,10.7,10.7,80,0.696,65231
SIMTEX,16.6,16.8,16.4,16.6,16.5,366,10.069,604932
SINGERBD,109.4,109.8,106.9,108.4,108,25,0.232,2140
SINOBANGLA,41.9,43,40,41.9,42.5,375,9.647,234823
SIPLC,45.9,46.5,45,45.9,45.8,428,11.108,242936
SKTRIMS,11.8,11.9,11.6,11.8,11.5,72,0.483,41071
SONALIANSH,169,169.4,166.4,169,168.8,596,7.931,47118
SONALILIFE,48.8,49.2,46.5,48.8,46.7,156,0.943,19444
SONALIPAPR,156,158,154.2,156,156.6,842,18.431,117832
SONARBAINS,23,23.4,22.5,23,22.8,67,1.257,54784
SONARGAON,34,35.3,33.8,34,34.7,418,9.701,282272
SOUTHEASTB,8.3,8.7,8.3,8.4,8.6,130,3.405,401960
SPCERAMICS,23.8,25,23.3,23.8,23.4,2598,104.708,4336953
SPCL,42.8,44.7,41.5,42.8,42.2,2837,77.562,1802517
SQUARETEXT,49.3,49.9,48.9,49.3,49.2,148,16.784,341158
SQURPHARMA,214,214.9,213.9,214,214.2,1062,49.043,228987
SSSTEEL,6.6,6.8,6.6,6.6,6.6,74,0.714,107703
STANCERAM,58.5,61,58.1,58.5,60.2,28,0.067,1146
STANDARINS,39.4,39.9,37.5,39.4,37.3,529,9.195,233910
STANDBANKL,5.3,5.4,5.2,5.3,5.3,59,1.635,309681
STYLECRAFT,55.9,57.8,55,55.8,56,448,3.536,63267
SUMITPOWER,14,14.3,13.9,14,14.2,277,4.818,344027
SUNLIFEINS,65.5,66.1,64.6,65.5,64.6,481,23.433,358359
TAKAFULINS,35.2,35.3,34.1,35.2,35,49,0.734,20916
TALLUSPIN,5.3,5.5,5.3,5.3,5.3,43,0.049,9212
TAMIJTEX,104.8,105,101.5,103.6,102.4,29,0.321,3108
TECHNODRUG,28.7,29.5,28.5,28.7,28.7,512,13.004,451641
TILIL,39.2,39.8,38.8,39.2,39.3,155,2.135,54375
TITASGAS,19.5,20.2,19.4,19.5,19.6,139,1.812,92683
TOSRIFA,22,22.3,20.7,22,21.3,593,17.317,801027
TRUSTB1MF,3.6,3.7,3.5,3.6,3.6,72,1.352,376327
TRUSTBANK,19,19.5,19,19,19.3,196,2.725,142310
TUNGHAI,2.7,2.9,2.7,2.8,2.8,48,0.171,60991
UCB,10.3,10.5,10.2,10.3,10.5,118,4.647,453030
UNILEVERCL,2242.2,2279,2233,2242.2,2248.9,34,0.351,156
UNIONBANK,3.1,3.1,3,3,3.1,122,3.578,1184560
UNIONCAP,4.5,4.7,4.4,4.5,4.5,76,0.638,140485
UNIONINS,29,29.9,28.9,29,29.5,210,3.202,109878
UNIQUEHRL,37.7,38.4,37.6,37.7,37.8,312,5.77,152349
UNITEDFIN,14,14.3,13.7,14,14.3,517,20.703,1483528
UNITEDINS,37.7,39,36.9,38.8,37.5,266,4.546,118794
UPGDCL,120.1,121.8,119.8,120.1,119.7,488,8.684,71885
USMANIAGL,33,37,33,33.2,33.8,93,0.364,10760
UTTARABANK,19,19,18.8,19,19,588,52.821,2790180
UTTARAFIN,13,13.7,12.7,13,13.5,28,0.066,5046
VAMLBDMF1,6.9,7.1,6.9,7,7,19,0.133,19000
VAMLRBBF,6.4,6.4,6,6.4,6,217,4.108,655073
VFSTDL,7.1,7.3,7,7.1,7.1,87,1.137,159132
WALTONHIL,432.7,445,432.5,432.7,438.1,930,9.591,22088
