TRADING CODE,LTP*,HIGH,LOW,CLOSEP*,YCP*,TRADE,VALUE (mn),VOLUME
BEXIMCO,0,0,0,110.1,110.1,0,0,0
BGIC,33,33.8,32.8,33,33.4,87,1.247,37459
BIFC,3,3,2.9,2.9,3.1,3,0.003,1001
BNICL,45.1,46.7,45,45.1,45.8,355,6.477,142745
BPML,26.1,27.2,26,26.1,26.9,200,1.437,54427
BPPL,12.9,13.1,12.7,12.8,12.8,603,8.246,639013
BRACBANK,68.2,69,68,68.2,68.4,312,48.738,713535
BSC,106.5,107.8,106.3,106.5,106.7,1098,37.571,351517
BSCPLC,129,132.7,128.2,129,130.3,373,9.103,70188
BSRMLTD,80.6,83,80,80.6,82.5,431,5.173,63492
BSRMSTEEL,66.2,67.2,66,66.2,66.8,702,34.972,525686
BXPHARMA,110.2,114.8,109.5,110.2,111.9,678,22.767,204576
CAPITECGBF,7.6,7.9,7.6,7.6,7.8,496,15.64,2023136
CAPMBDBLMF,12.1,12.3,11.8,12.1,11.8,460,24.632,2040162
CAPMIBBLMF,8,8.2,7.9,8,8.1,66,0.919,114711
CENTRALINS,37.5,38.7,37.2,37.4,38.3,266,4.32,113824
CENTRALPHL,8.1,8.7,7.9,8.1,8.5,212,3.104,375368
CITYBANK,24,24.3,24,24,24.2,961,45.073,1869405
CITYGENINS,74.8,75.4,74.6,74.8,74.7,559,33.429,447044
CLICL,51.1,53,50.6,51.1,51.4,461,10.336,201036
CNATEX,2.6,2.7,2.6,2.6,2.6,46,0.252,96560
CONFIDCEM,52.3,56,52.2,52.3,53,311,7.081,133724
CONTININS,24.9,25.9,24.7,24.9,25.5,169,2.318,92201
COPPERTECH,18.4,18.6,18,18.1,18.4,110,1.923,104601
CROWNCEMNT,52,54.1,52,52.7,54.1,71,0.674,12671
CRYSTALINS,51.7,53.4,51.5,51.7,53,537,15.334,292015
CVOPRL,185.2,195.5,184.2,185.2,190.8,2726,98.344,518260
DACCADYE,19.7,20.3,18.8,19.7,18.8,368,8.951,454900
DAFODILCOM,41.8,43.8,41.5,41.8,43.2,361,2.904,68751
DBH,36.2,36.8,36.1,36.2,36.6,158,2.986,82362
DBH1STMF,5.8,5.9,5.6,5.8,5.5,270,3.939,677000
DELTALIFE,72.6,76.7,72,72.6,74.7,337,5.086,69375
DELTASPINN,4.3,4.4,4.3,4.3,4.4,45,0.217,50325
DESCO,19.4,19.9,18.9,19.2,19.2,68,0.94,49100
DESHBANDHU,15.6,16.4,15.5,15.6,16.1,368,4.012,252556
DGIC,21.3,21.9,21.2,21.3,21.7,156,2.437,112814
DHAKABANK,10.9,11.2,10.8,10.9,10.8,220,10.273,935379
DHAKAINS,36.1,37.5,35.9,36.1,36.7,154,3.225,87928
DOMINAGE,22.9,23.3,22.7,22.9,22.8,892,62.95,2743394
DOREENPWR,25.5,26.3,25.4,25.5,26.1,243,3.706,143299
DSHGARME,101.4,110.8,100.3,101.4,106,436,5.309,51054
DSSL,8.9,9.3,8.8,8.9,9.1,277,6.072,673178
DULAMIACOT,124.2,128.8,123.4,124.2,125.8,366,4.855,38404
DUTCHBANGL,39.7,40.3,39.6,39.7,39.7,112,1.918,48190
EASTERNINS,47.9,50,47.8,47.9,49.1,261,4.049,83705
EASTLAND,19.3,19.6,19.2,19.3,19.6,103,1.711,88384
EASTRNLUB,2727.4,2755,2707.3,2727.4,2700.1,1858,38.826,14192
EBL,23.1,23.4,23.1,23.1,23.2,150,3.445,148632
EBL1STMF,3.8,3.9,3.7,3.9,3.8,13,0.067,17330
EBLNRBMF,2.8,2.9,2.7,2.7,2.8,82,0.241,85925
ECABLES,118.1,125.6,115,118.1,121.9,60,0.474,3962
EGEN,21.3,22.5,21.2,21.3,22,764,19.231,883840
EHL,74.3,75.6,74,74.3,74.8,364,6.777,90666
EIL,29.2,30.1,29.1,29.2,29.8,515,9.899,335216
EMERALDOIL,14.1,14.5,14,14.1,14.2,121,0.981,69197
ENVOYTEX,49.2,50.8,48.9,49.2,49.8,775,21.553,431932
EPGL,16.2,17,16,16.2,16.7,301,3.488,213692
ESQUIRENIT,22.8,23.8,22.6,22.8,23.3,161,1.967,85214
ETL,9.2,9.7,9.1,9.2,9.3,307,7.174,776607
EXIM1STMF,3.5,3.6,3.5,3.5,3.5,134,1.59,454005
EXIMBANK,3.1,3.2,3,3.1,3.1,144,1.97,634260
FAMILYTEX,1.4,1.4,1.3,1.3,1.4,40,0.103,76375
FARCHEM,15.1,16.9,15,15.1,16.6,552,5.832,374698
FAREASTFIN,0.93,0.98,0.91,0.93,0.9,55,0.278,298153
FAREASTLIF,22.8,24.1,22.7,23,23.6,67,0.355,15289
FASFIN,1.1,1.1,1,1.1,1.1,22,0.108,99714
FBFIF,2.9,2.9,2.8,2.8,2.9,33,0.37,130809
FEDERALINS,20,21.1,19.6,19.9,20.1,102,0.886,44611
FEKDIL,18.1,18.4,17.9,18.1,18.1,821,31.193,1721631
FINEFOODS,305,310.7,301.7,305.4,306.2,564,30.552,100172
FIRSTFIN,2.2,2.4,2.2,2.4,2.2,41,0.199,85462
FIRSTSBANK,2,2.2,2,2,2.1,228,4.213,2059654
FORTUNE,13.5,13.9,13.4,13.5,13.7,128,1.547,113808
FUWANGCER,11.6,11.9,11.5,11.6,11.7,269,4.969,428782
FUWANGFOOD,11.5,11.8,11.3,11.5,11.7,240,2.717,235696
GBBPOWER,6.6,6.8,6.5,6.6,6.8,17,0.113,17141
GEMINISEA,146.2,157,145,146.2,156,896,11.38,75292
GENEXIL,26.7,27.9,26.5,26.7,27.5,648,16.187,596803
GENNEXT,2.5,2.6,2.4,2.5,2.5,54,0.346,138359
GHAIL,11.4,11.7,11.3,11.4,11.4,80,1.142,99445
GHCL,21,22.5,20.8,21,21.1,112,1.772,81601
GIB,1.7,1.8,1.6,1.7,1.7,104,0.269,158387
GLDNJMF,6.9,7.1,6.9,6.9,7,95,3.975,570401
GLOBALINS,26.1,27,26,26.1,26.7,115,1.455,55306
GOLDENSON,10.7,11.2,10.6,10.7,10.7,416,7.73,710744
GP,283.3,284,281.5,283.3,281.1,342,6.906,24447
GPHISPAT,17,17.7,16.9,17,17.4,480,7.83,457912
GQBALLPEN,531.8,532,522,531.1,528.5,190,5.233,9905
GRAMEENS2,11.5,11.8,11.5,11.5,11.7,145,2.493,214429
GREENDELMF,3.2,3.3,3.2,3.2,3.3,11,0.341,106672
GREENDELT,52.4,53.7,51.9,52.4,53,100,1.693,32157
GSPFINANCE,2.2,2.3,2.1,2.2,2.2,47,0.288,135375
HAKKANIPUL,72.5,73.7,71.3,72.5,72.4,1757,35.83,493369
HAMI,108.6,114.4,108.3,108.6,108.6,210,3.992,36739
HEIDELBCEM,226.1,233,226,226.4,228.3,34,0.267,1174
HFL,5.6,5.8,5.5,5.6,5.7,33,0.298,53187
HRTEX,18.2,19,17.8,18.2,18.3,63,0.227,12512
HWAWELLTEX,43,44,42,42,43,77,0.665,15639
IBNSINA,290.5,292.9,290.2,290.5,292.1,261,8.14,27974
IBP,11.3,11.6,11.2,11.3,11.4,254,4.476,394149
ICB,41.6,42.3,41.3,41.6,41.6,184,2.265,54204
ICB3RDNRB,4.2,4.2,4.1,4.2,4.2,7,0.182,43300
ICBAGRANI1,6.5,6.7,6.5,6.5,6.6,26,0.259,39555
ICBAMCL2ND,6,6.1,5.8,5.9,5.8,31,0.097,16485
ICBEPMF1S1,3.9,4.1,3.9,3.9,4,15,0.299,76200
ICBIBANK,2.6,2.7,2.6,2.6,2.6,24,0.562,215844
ICBSONALI1,4.8,5,4.7,4.8,4.9,110,2.647,546203
ICICL,22.4,23.3,22.4,22.4,22.7,190,2.33,103305
IDLC,36.5,37.5,36.4,36.5,36.9,233,4.229,115416
IFADAUTOS,19.7,20.2,19.6,19.7,19.8,262,2.348,118494
IFIC,5,5.1,4.9,5,5,368,10.668,2151689
IFIC1STMF,2.9,3,2.8,2.9,2.9,31,0.53,182594
IFILISLMF1,3.7,3.9,3.7,3.7,3.7,44,0.499,132818
ILFSL,1.1,1.1,1,1.1,1,10,0.006,5715
INDEXAGRO,74.8,75,74,74.8,74.2,199,2.142,28741
INTECH,25.4,26.8,25.2,25.4,26.4,829,17.701,684106
INTRACO,24.8,25.6,24.7,24.8,25.2,439,14.344,572190
IPDC,20.7,21.5,20.6,20.7,21.2,784,29.637,1412282
ISLAMIBANK,37.2,37.9,36.8,37.2,37.3,257,4.674,125502
ISLAMICFIN,7.3,7.5,7.2,7.2,7.4,55,0.347,47569
ISLAMIINS,38,39,38,38.1,38.6,48,0.447,11696
ISNLTD,90.2,92.4,90,90.2,90.2,848,32.255,356288
ITC,39.4,40.2,39.2,39.4,39.9,515,10.985,276464
JAMUNABANK,20.9,21,20.8,20.9,21,187,23.703,1134246
JAMUNAOIL,185,187.5,184.5,185,186.5,406,13.077,70479
JANATAINS,24.6,26.4,24.5,24.6,24.9,121,2.11,83401
JHRML,46.5,47.7,46.3,46.5,47.2,275,3.542,75449
JMISMDL,129.4,132.8,129,129.4,130,107,1.029,7931
JUTESPINN,191.6,193.9,190,191.6,192.4,43,0.265,1384
KARNAPHULI,29.9,30.7,29.8,29.9,30.2,402,12.348,410476
KAY&amp;QUE,415.9,428,404.9,415.9,395,3266,96.71,230961
KBPPWBIL,76.9,83.9,75.8,76.9,81.8,6046,140.238,1749004
KDSALTD,38.8,40.3,38.7,38.8,39.7,405,8.131,206322
KEYACOSMET,4.4,4.5,4.4,4.4,4.4,82,1.128,253918
KOHINOOR,572.3,575.7,562,572.3,566.1,453,11.574,20274
KPCL,10.2,10.4,10.2,10.2,10.3,103,1.887,184200
KPPL,11.6,12,11.5,11.6,11.7,101,0.758,64924
KTL,10.5,10.8,10.4,10.5,10.6,235,3.194,301779
LANKABAFIN,13.5,13.9,13.5,13.5,13.7,437,7.024,515797
LEGACYFOOT,55.2,58.8,55,55.2,56.1,590,12.324,219393
LHB,52.5,53.1,52.4,52.5,52.9,465,11.426,216890
LIBRAINFU,674.5,698,650,667.2,688.7,466,4.656,6878
LINDEBD,793,794.5,790.1,793,789.2,247,2.781,3508
LOVELLO,92.1,93.7,91.5,92.1,92.7,1095,28.786,311058
LRBDL,11.5,12.1,11.3,11.5,12,219,2.637,225689
LRGLOBMF1,3.1,3.1,3,3.1,3.1,46,0.464,153750
MAGURAPLEX,93.2,98.6,92.5,93.2,96.7,1511,29.384,307112
MAKSONSPIN,5.4,5.6,5.4,5.4,5.5,42,0.275,50868
MALEKSPIN,27,27.8,26.6,27,27.7,448,20.609,754964
MARICO,2770.8,2789,2765.3,2770.8,2772,108,1.428,515
MATINSPINN,50.1,51.6,49.8,50.1,51.2,348,6.316,125081
MBL1STMF,3.8,3.9,3.6,3.8,3.7,431,1.714,451017
MEGCONMILK,14.2,14.7,14.1,14.1,14.3,53,0.218,15425
MEGHNACEM,36.9,37.1,34.3,36.2,36.5,57,0.204,5675
MEGHNAINS,26.8,27.7,26.6,26.8,27.2,619,15.618,577287
MEGHNALIFE,54.4,56.3,54,54.4,55.7,304,5.542,100542
MEGHNAPET,22.2,23.2,22.2,22.3,23.3,41,0.141,6300
MERCANBANK,7.8,8,7.8,7.8,7.9,131,2.275,289784
MERCINS,24,24.6,24,24,24,53,1.267,52729
METROSPIN,9.5,9.6,9.2,9.5,9.3,57,0.5,52625
MHSML,13.8,14.3,13.8,13.8,14,325,6.183,442175
MIDASFIN,5.3,5.5,5.2,5.4,5.3,10,0.01,1904
MIDLANDBNK,20.8,21.8,20.7,20.8,21.5,1011,51.203,2413373
MIRACLEIND,33.1,33.8,32.7,33.1,32.4,362,6.936,208508
MIRAKHTER,29.7,30.4,29.7,29.7,30,225,5.735,191907
MITHUNKNIT,13.7,13.8,13,13.1,13.7,33,0.203,15402
MJLBD,92.5,93.4,92,92.5,92.6,556,18.943,204634
MLDYEING,8.2,8.4,8.1,8.2,8.3,134,2.215,268317
MONNOAGML,335.7,335.7,309,335.7,308.7,548,18.258,54760
MONNOCERA,84.2,84.2,79,84.2,76.6,1326,58.256,695609
MONNOFABR,19.1,19.1,17.8,19.1,17.4,2125,103.748,5483688
MONOSPOOL,120.6,128.4,119.1,120.6,124.4,5835,168.213,1359527
MPETROLEUM,210.7,214.4,209.5,211.3,211.4,239,9.378,44446
MTB,12.3,12.4,12,12.3,12.1,97,3.469,283122
NAHEEACP,17.1,17.9,17,17.1,17.5,269,2.165,125630
NATLIFEINS,99.6,103.5,99,99.6,101.7,386,6.15,61239
NAVANACNG,21.8,22.3,21.7,21.8,22,194,2.132,97118
NAVANAPHAR,51.7,53.3,51.6,51.7,52.3,427,8.073,154940
NBL,2.9,3,2.8,2.9,2.9,116,1.801,628628
NCCBANK,10.9,11.1,10.9,10.9,11,233,6.067,553808
NCCBLMF1,4.4,4.4,4.2,4.3,4.4,11,0.038,8922
NEWLINE,4,4.1,3.9,4,4,88,0.387,97184
NFML,13.5,14.1,13.2,13.4,13.1,438,14.781,1088581
NHFIL,24.9,25.4,24.6,24.9,25.1,452,18.692,749237
NITOLINS,26.4,28,26.4,26.5,26.9,80,0.726,26769
NORTHERN,88,90,84.2,88,88.6,3,0.009,102
NORTHRNINS,29.4,30.9,29,29.4,30.2,75,0.59,19825
NPOLYMER,26.7,27.2,26.5,26.7,26.6,182,2.239,83223
NRBBANK,6.4,6.6,6.1,6.4,6.4,194,5.78,899015
NRBCBANK,5.5,5.6,5.5,5.5,5.5,29,0.247,44811
NTC,163,163.2,162.6,163,170.7,25,0.218,1338
NTLTUBES,75.7,80,75.4,75.7,78.5,791,16.205,208478
NURANI,1.9,1.9,1.8,1.8,1.9,36,0.065,35716
OAL,5.4,5.6,5.4,5.4,5.5,82,0.683,124447
OIMEX,18.3,19.4,18.1,18.3,18.8,389,5.332,285764
OLYMPIC,144.9,146.9,143.5,144.9,145,301,4.471,30956
ONEBANKPLC,6.9,7,6.8,6.9,6.9,113,4.145,599056
ORIONINFU,415.5,460.4,415.5,415.5,455.3,2715,123.997,282493
ORIONPHARM,30.3,31.6,30.1,30.3,31.3,363,4.846,158728
PADMALIFE,17.9,18.6,17.9,18,18,44,0.377,20931
PADMAOIL,195,197,194.5,195,195.6,504,19.058,97509
PARAMOUNT,42,43,41.8,42,42.4,89,1.372,32330
PDL,4.4,4.5,4.3,4.4,4.5,103,0.592,134481
PENINSULA,14.8,15.4,14.5,14.8,14.9,276,4.211,283102
PEOPLESINS,35.8,37.2,35.6,35.8,36.7,417,8.712,240395
PF1STMF,5.1,5.2,5,5.1,5.1,108,4.459,875391
PHARMAID,567.6,597.5,558.4,567.6,591.4,907,16.846,29424
PHENIXINS,27.7,28.9,27.5,27.7,28.1,70,1.106,39836
PHOENIXFIN,3,3,3,3,3,5,0.038,12765
PHPMF1,2.8,2.9,2.8,2.8,2.8,35,0.582,207606
PIONEERINS,46.2,48.4,45.8,46.2,47.8,726,16.607,352633
PLFSL,0.85,0.9,0.85,0.86,0.89,72,0.284,330455
POPULAR1MF,2.9,2.9,2.8,2.8,2.8,37,0.317,112944
POPULARLIF,47.1,48.6,46.8,47.1,48.1,201,3.126,65667
POWERGRID,27.5,28,27.1,27.5,27.9,162,1.562,56997
PRAGATIINS,71.9,72.5,69.6,70.9,69.3,2425,76.092,1067687
PRAGATILIF,216.1,242.8,215.8,216.1,236.4,2738,99.331,445249
PREMIERBAN,5,5.1,4.9,5,4.9,121,1.651,335237
PREMIERCEM,42.9,44.6,42.6,42.9,43.6,81,0.719,16639
PREMIERLEA,0.99,0.99,0.86,0.99,0.9,47,0.099,103999
PRIME1ICBA,4.2,4.4,4.2,4.2,4.3,6,0.015,3600
PRIMEBANK,26.7,27,26.4,26.7,26.6,98,29.46,1107396
PRIMEFIN,2,2,1.9,2,1.9,30,0.218,109697
PRIMEINSUR,32.5,32.8,31.5,31.6,32.6,82,0.528,16562
PRIMELIFE,36.1,38.4,35.2,36.1,38.1,112,1.403,38213
PRIMETEX,12.9,13.1,12.6,12.9,12.6,68,0.063,4917
PROGRESLIF,49.2,50,48.5,49.2,49,23,0.206,4177
PROVATIINS,29.3,30.4,29.1,29.3,29.8,260,4.003,135736
PTL,47.1,50,46.8,47.1,47.8,159,2.568,53931
PUBALIBANK,28.5,29,28.5,28.5,29,159,10.688,374006
PURABIGEN,20.4,21,20.3,20.4,20.8,163,3.122,152549
QUASEMIND,42.2,43.5,41,42.2,40.6,1526,48.768,1142976
QUEENSOUTH,11.5,11.9,11.4,11.5,11.8,196,3.354,289029
RAHIMAFOOD,126.2,135.2,124.1,126.2,131.9,1711,36.242,278957
RAHIMTEXT,146.9,155.7,145,146.9,148.7,390,3.814,25808
RAKCERAMIC,22.3,23.5,22,22.3,22.8,208,1.777,78133
RANFOUNDRY,162.2,164.9,159.7,160.1,160.9,201,1.635,10153
RDFOOD,20.2,21.2,20.1,20.2,20.9,465,8.615,418983
RECKITTBEN,3378,3450,3375,3378.7,3434.3,364,3.372,991
REGENTTEX,2.3,2.5,2.3,2.3,2.3,32,0.252,107227
RELIANCE1,16.5,16.9,16.2,16.5,16.8,151,2.578,154895
RELIANCINS,66.4,67.6,65.2,65.7,66.1,93,1.574,23965
RENATA,424.1,436.9,422,424.1,431.8,804,7.564,17703
RENWICKJA,485,514,485,489.6,490.6,34,0.124,251
REPUBLIC,27.9,28.9,27.7,27.9,28.9,148,3.052,108669
RINGSHINE,2.6,2.7,2.6,2.6,2.7,71,1.745,665594
ROBI,28.9,29.2,28.9,28.9,29,850,40.732,1406485
RSRMSTEEL,6.3,6.7,6.1,6.3,6.4,28,0.086,13669
RUNNERAUTO,31.9,32.3,31.2,31.9,31.3,523,9.904,312100
RUPALIBANK,17,17.8,17,17.2,17.8,372,6.789,389568
RUPALIINS,21.7,22.4,21.7,21.8,22.3,91,0.958,43609
RUPALILIFE,90.3,97.7,89.3,90.3,95.2,2998,94.096,1014080
SAFKOSPINN,13.1,13.2,12.7,12.8,12.8,38,0.32,24923
SAIFPOWER,5.2,5.2,5,5.1,5.1,83,0.67,131934
SAIHAMCOT,17.2,17.6,16.9,17.2,16.8,568,21.855,1268127
SAIHAMTEX,15,15.3,14.8,15,14.7,162,3.32,220231
SALAMCRST,15.8,16.5,15.6,15.8,15.9,647,11.199,698248
SALVOCHEM,30.1,31.2,29.4,30.1,29.6,847,23.865,784573
SAMATALETH,92.6,97.5,91,92.6,94.2,506,5.776,61293
SAMORITA,71.7,72.9,71.4,71.7,71.9,374,3.684,51289
SANDHANINS,20.2,21,20.1,20.2,20.8,277,3.016,148358
SAPORTL,46.4,46.7,45.6,46.4,45.8,1692,308.293,6715851
SAVAREFR,0,0,0,215.5,215.5,0,0,0
SBACBANK,6.5,6.6,6.3,6.4,6.5,73,0.594,92670
SEAPEARL,35.5,37.3,35.2,35.5,36.4,1493,46.393,1280305
SEMLFBSLGF,5.2,5.3,5.1,5.2,5.1,23,0.834,161563
SEMLIBBLSF,6.1,6.3,6.1,6.2,6.3,20,0.087,14015
SEMLLECMF,0,0,0,7.4,7.4,0,0,0
SHAHJABANK,16.6,16.7,16.5,16.6,16.6,83,9.612,579038
SHARPIND,12.7,13.7,12.5,12.7,13.4,132,1.02,78876
SHASHADNIM,16.9,17.2,16.6,16.7,17,139,1.807,107105
SHEPHERD,13,13.6,13,13,13.2,345,7.483,567828
SHURWID,4.3,4.4,4.2,4.3,4.3,21,0.056,13162
SHYAMPSUG,179.9,182.3,171.1,178.9,182.3,8,0.021,120
SIBL,3.1,3.3,3,3.1,3.2,231,3.527,1118071
SICL,20,20.5,19.9,20,20.3,178,1.329,65829
SILCOPHL,13.7,15.1,13.7,13.7,13.8,173,1.061,76737
SILVAPHL,9,9.5,8.9,9,9.1,166,1.115,123558
SIMTEX,31.6,32.4,30.9,31.6,31.8,1112,100.163,3180926
SINGERBD,98.1,99.9,97.8,98.3,99.1,154,0.858,8727
SINOBANGLA,44,45.5,43.8,44,44.4,713,15.223,341822
SIPLC,51.7,54,51.5,51.7,53.1,560,13.676,260906
SKTRIMS,7.4,7.6,7.3,7.4,7.4,32,0.083,11237
SONALIANSH,217,226.6,215.6,217,223.1,2073,50.04,225864
SONALILIFE,73.1,75,73,73.1,73.7,340,9.372,126639
SONALIPAPR,237.1,255.3,234,237.1,251,3142,76.324,312318
SONARBAINS,26.5,27.7,26.2,26.5,27.2,120,1.416,52928
SONARGAON,24.8,26.4,24.6,24.8,26.1,400,8.404,331858
SOUTHEASTB,8.9,9.1,8.8,8.9,9,191,7.407,830991
SPCERAMICS,15.6,16.4,15.5,15.6,16,394,6.17,386529
SPCL,41.7,43,41.6,41.7,41.7,583,10.572,251599
SQUARETEXT,53.6,54.7,53,53.3,53.7,86,1.281,23975
SQURPHARMA,212.5,213.5,212,212.5,212.5,1192,52.139,245408
SSSTEEL,4.4,4.5,4.3,4.4,4.4,50,0.32,72884
STANCERAM,65.7,68.9,65.6,65.9,67.5,26,0.058,872
STANDARINS,36.5,37.7,36.1,36.5,36.9,114,1.756,47922
STANDBANKL,5.1,5.3,5.1,5.1,5.2,56,0.698,136520
STYLECRAFT,48,51.5,48,48.5,50.7,248,1.974,39810
SUMITPOWER,13.9,14.2,13.9,13.9,14.1,362,5.217,373796
SUNLIFEINS,51.6,52.8,50.5,51.6,51.4,541,17.749,344910
TAKAFULINS,34,34.8,32.5,33,34.1,58,0.288,8694
TALLUSPIN,5.5,5.7,5.4,5.4,5.4,25,0.123,22666
TAMIJTEX,134.2,141,131.5,132.5,135.6,680,9.458,69841
TECHNODRUG,31.8,33.4,31.6,31.8,32.4,999,27.328,839757
TILIL,45.1,49.3,44.8,45.1,47.5,1416,32.545,699966
TITASGAS,17.1,17.7,17,17.1,17.3,245,2.801,163511
TOSRIFA,17.1,17.8,16.9,17.1,17.5,277,4.061,236195
TRUSTB1MF,2.8,3,2.8,2.9,2.9,34,0.43,148948
TRUSTBANK,17.1,17.4,17,17.1,17.4,297,5.741,334295
TUNGHAI,1.5,1.7,1.5,1.6,1.6,12,0.046,28580
UCB,10.1,10.3,10,10.1,10.3,188,16.483,1632378
UNILEVERCL,2399.3,2399.5,2399.3,2399.3,2399.3,8,0.041,17
UNIONBANK,1.6,1.7,1.5,1.6,1.6,104,0.31,194895
UNIONCAP,3.9,4.3,3.8,3.9,4,23,0.042,10705
UNIONINS,32.9,33.9,32.7,32.9,33.6,195,5.05,151464
UNIQUEHRL,38.8,40,38.6,38.8,39.4,212,2.193,56099
UNITEDFIN,11.9,12.4,11.8,11.9,12.2,170,4.033,334948
UNITEDINS,41.1,42,41.1,41.1,41.8,96,1.624,39274
UPGDCL,127.8,130.2,127,127.8,129.4,223,2.398,18647
USMANIAGL,30.2,32.9,30.2,30.4,31.2,66,0.278,9034
UTTARABANK,21.3,21.4,21.2,21.3,21.3,257,20.009,939550
UTTARAFIN,11.6,12.3,11.6,11.6,11.7,16,0.03,2586
VAMLBDMF1,7.4,7.5,7.4,7.5,7.5,21,0.709,95107
VAMLRBBF,5.3,5.7,5.2,5.3,5.5,62,0.909,167225
VFSTDL,11,11.1,10.1,11,10.1,520,13.372,1246365
WALTONHIL,375.6,384,374,375.6,380.5,667,9.087,24015
