TRADING CODE,LTP*,HIGH,LOW,CLOSEP*,YCP*,TRADE,VALUE (mn),VOLUME
1JANATAMF,2.5,2.6,2.4,2.5,2.5,53,0.48,192422
1STPRIMFMF,19.6,20.7,19.5,19.6,20.6,507,11.53,576437
AAMRANET,16.9,17.7,16.7,16.9,17.1,173,1.531,90933
AAMRATECH,11.2,12,11.1,11.2,11.8,35,0.118,10553
ABB1STMF,2.5,2.6,2.5,2.5,2.6,70,1.729,688343
ABBANK,4.3,4.4,4.3,4.3,4.3,194,3.415,788749
ACFL,17,17.7,17,17,17.4,86,0.527,30850
ACI,199.4,203.6,198.1,199.4,203.5,673,21.349,106298
ACIFORMULA,129,131,128.7,129.7,130.2,182,2.614,20171
ACMELAB,71.9,72.7,71.6,71.9,72.4,335,6.476,90064
ACMEPL,16,16.2,15.6,16,15.7,913,42.625,2673065
ACTIVEFINE,5.6,5.9,5.6,5.6,5.6,31,0.405,72189
ADNTEL,56.5,58.3,56.4,56.5,57.7,334,5.131,90014
ADVENT,12.9,13.3,12.9,12.9,13.1,169,2.724,209699
AFCAGRO,5.2,5.5,5,5.2,5.3,41,0.378,72214
AFTABAUTO,32.2,33.4,32.1,32.2,33.1,765,12.87,394840
AGNISYSL,20.5,21.2,20.5,20.5,21.1,456,7.532,363736
AGRANINS,22.2,22.9,22.1,22.2,22.3,40,0.192,8664
AIBL1STIMF,3.3,3.4,3.3,3.3,3.3,36,0.768,232521
AIL,31.5,32.6,31.1,31.5,32.9,828,16.575,521145
AL-HAJTEX,137.6,142.3,128,137.6,140.3,1043,34.426,247405
ALARABANK,13.9,14.4,13.9,13.9,14.2,138,1.408,100457
ALIF,4,4,3.9,4,4,23,0.108,27113
ALLTEX,13.5,13.7,13.4,13.5,13.5,77,0.939,69385
AMANFEED,22.6,23.1,22.6,22.6,22.9,216,3.132,137580
AMBEEPHA,703.1,715.5,703.1,703.2,715.3,27,0.121,171
AMCL(PRAN),207.2,207.3,203.8,206.2,206.8,41,0.417,2022
ANLIMAYARN,18.1,19.6,18,18.3,19.3,31,0.266,14549
ANWARGALV,88.7,91.8,88.4,88.7,90.4,2336,45.758,507872
AOL,14.2,14.6,14.1,14.2,14.6,153,3.237,227781
APEXFOODS,237.5,242.9,236,237.5,238.3,534,7.253,30249
APEXFOOT,171.2,175.7,170.8,171.2,172.8,1008,14.019,81431
