TRADING CODE,LTP*,HIGH,LOW,CLOSEP*,YCP*,TRADE,VALUE (mn),VOLUME
CRYSTALINS,49.3,51.8,48.3,49.3,51.4,980,18.638,369863
CVOPRL,168.7,173.6,164.4,168.7,163.4,3646,92.787,548210
DACCADYE,18.4,19.2,18.4,18.4,18.8,110,1.866,100356
DAFODILCOM,36.1,37,35.9,36.1,36.5,109,0.708,19420
DBH,35.7,36.9,35.5,35.7,36.4,107,1.592,44063
DBH1STMF,5.3,5.8,5.3,5.6,5.6,218,1.379,248608
DELTALIFE,67.6,70.5,67.5,67.6,69.6,246,3.55,51936
DELTASPINN,4.9,5.1,4.9,5,5.1,63,0.499,100195
DESCO,21,21.4,20.9,20.9,21.1,65,0.343,16266
DESHBANDHU,15.3,16,15.2,15.3,15.5,258,2.829,183239
DGIC,20,20.8,19.9,20,20.6,158,1.727,85382
DHAKABANK,11.5,11.8,11.4,11.5,11.6,383,11.025,955850
DHAKAINS,34.9,35.9,34.7,34.9,35.9,110,1.405,39773
DOMINAGE,24.2,24.4,23.7,24.2,24.2,1454,131.81,5476058
DOREENPWR,30.8,32.4,30.7,30.8,32.1,1464,39.387,1252654
DSHGARME,109,114.9,108.5,109,107.2,1084,17.295,154983
DSSL,8.5,8.9,8.4,8.5,8.7,394,6.26,724627
DULAMIACOT,137,138.9,135.1,135.6,136.4,119,1.002,7324
DUTCHBANGL,39.2,40.7,39,39.2,39.8,348,31.045,781982
EASTERNINS,47.9,49.1,47.2,47.9,48.9,154,3.804,78920
EASTLAND,18.6,19,18.5,18.6,18.8,87,0.879,46955
EASTRNLUB,2564.4,2600,2559.7,2564.4,2561.9,1485,100.149,38803
EBL,22.7,23,22.6,22.7,22.7,360,21.204,932440
EBL1STMF,3.8,4.1,3.8,3.8,4,61,0.561,145484
EBLNRBMF,2.5,2.7,2.5,2.6,2.7,153,2.131,822691
ECABLES,110.2,115,108.3,110.5,113.9,49,0.41,3704
EGEN,20.5,21.3,20.2,20.5,20.6,903,20.313,978699
EHL,73.7,75.3,73.2,73.7,75.1,610,13.099,176321
EIL,27.1,27.9,26.9,27.1,27.7,415,9.489,346699
EMERALDOIL,14.8,15.3,14.7,14.8,15.1,237,2.24,149359
ENVOYTEX,48,49.4,47.8,48,49.1,530,15.071,309730
EPGL,16.2,16.6,16.1,16.2,16.5,315,5.417,332704
ESQUIRENIT,22,22.2,21.9,21.9,21.9,235,4.294,195470
ETL,10,10.5,9.9,10,10.3,600,15.611,1545127
EXIM1STMF,2.8,3,2.8,2.8,3,39,1.185,417878
EXIMBANK,0,0,0,3,3,0,0,0
FAMILYTEX,1.4,1.5,1.3,1.3,1.4,58,0.183,133478
FARCHEM,14.6,15.3,14.4,14.6,15,118,0.898,60791
FAREASTFIN,0.9,0.9,0.9,0.9,1,30,0.086,96041
FAREASTLIF,21,23.7,20.6,21,22.3,99,0.669,31218
FASFIN,1.3,1.4,1.3,1.3,1.4,18,0.106,81207
FBFIF,2.8,2.9,2.8,2.8,2.9,36,0.26,92348
FEDERALINS,19.5,20.2,19.4,19.5,20.1,99,1.03,52524
FEKDIL,14.6,14.9,14.5,14.6,14.7,867,17.327,1182097
FINEFOODS,315.4,316.7,312.4,315.4,314.7,1379,82.709,262439
FIRSTFIN,2.9,3,2.7,2.8,3,44,0.268,95299
FIRSTSBANK,0,0,0,1.9,1.9,0,0,0
FORTUNE,14.9,16.6,14.8,14.9,15.6,1337,24.188,1539253
FUWANGCER,11.1,11.6,11,11.1,11.5,341,7.784,691847
FUWANGFOOD,11.1,11.4,11,11.1,11.2,194,3.298,295915
GBBPOWER,6.2,6.5,6.2,6.2,6.3,55,0.319,51029
GEMINISEA,144.2,149.8,143.2,144.2,146.9,449,6.304,43334
GENEXIL,24.7,25.7,24.5,24.7,25.3,531,13.328,529423
GENNEXT,2.5,2.5,2.4,2.4,2.5,28,0.382,157284
GHAIL,11.4,11.7,11.3,11.4,11.5,166,3.066,267502
GHCL,23.2,23.9,22.3,23.2,21.8,630,7.769,333133
GIB,0,0,0,1.7,1.7,0,0,0
GLDNJMF,6.2,6.4,6.2,6.2,6.3,133,1.714,275417
GLOBALINS,25.1,25.9,25,25.1,25.6,160,3.291,129815
GOLDENSON,10,10.3,9.9,10,10.1,419,6.962,692962
GP,279.5,282,276,279.5,278.4,462,8.49,30481
GPHISPAT,17.5,18,17.5,17.5,17.9,422,7.302,412952
GQBALLPEN,416.1,476.9,407.2,416.1,443.9,780,15.913,35920
GRAMEENS2,10.9,11.3,10.9,10.9,11.2,112,1.337,121447
GREENDELMF,3,3.1,2.9,3,3.1,25,0.084,28068
GREENDELT,53.2,55.1,53,53.2,54.2,183,4.625,86054
GSPFINANCE,2.1,2.1,2.1,2.1,2.3,17,0.153,72630
HAKKANIPUL,71.9,74.8,69,71.9,68.4,3063,73.273,1019019
HAMI,110.3,113.7,109.8,110.3,113.2,173,1.762,15899
HEIDELBCEM,220.6,224.5,220,220.6,222.4,71,0.488,2207
HFL,6,6.5,6,6.1,6.1,28,0.105,17258
HRTEX,16.5,17,16.4,16.5,16.7,75,0.585,35303
HWAWELLTEX,41,41.2,40.4,40.9,41.1,57,0.43,10506
IBNSINA,312.6,317.2,311,312.6,315.1,303,8.346,26627
IBP,11.8,12.1,11.7,11.8,12,346,7.748,650026
ICB,38.3,39.8,38.2,38.3,39.5,342,4.442,114277
ICB3RDNRB,4,4.1,4,4,4,8,0.065,16260
ICBAGRANI1,6.5,6.7,6.5,6.5,6.6,4,0.072,11002
ICBAMCL2ND,5.8,5.8,5.5,5.8,5.8,23,0.018,3150
ICBEPMF1S1,3.7,3.9,3.7,3.7,3.8,101,0.954,255716
ICBIBANK,2.8,2.9,2.6,2.7,2.8,22,0.162,59808
ICBSONALI1,4.4,4.5,4.3,4.3,4.4,79,1.623,374732
ICICL,23.2,23.8,23.1,23.2,23.6,318,6.887,293278
IDLC,37.1,38,37,37.1,37.5,214,5.426,145326
IFADAUTOS,22.6,23.7,22.4,22.6,23.5,521,11.394,494019
IFIC,5.1,5.4,5,5.1,5.3,808,25.632,4961991
IFIC1STMF,2.8,3,2.7,2.8,2.9,57,0.912,325561
IFILISLMF1,3.6,3.7,3.5,3.6,3.6,18,0.133,37284
ILFSL,1,1,1,1,1.1,17,0.037,37494
INDEXAGRO,66.4,69.8,66.3,66.4,67.7,111,1.101,16433
INTECH,29.9,32.6,28,29.9,30.7,1857,49.174,1570467
INTRACO,22.1,23.3,21.9,22.1,22.7,585,10.919,488062
IPDC,19.7,20.5,19.5,19.7,20.3,945,32.217,1613216
ISLAMIBANK,36.6,37,36.6,36.6,36.9,207,2.921,79595
ISLAMICFIN,8.6,9,8.4,8.6,8.2,539,9.562,1096935
ISLAMIINS,38,38.2,38,38.2,38.5,47,0.548,14341
ISNLTD,86,89.5,85.3,86,87.2,832,12.762,145867
ITC,40.2,41.3,40,40.2,41.1,839,24.47,602376
JAMUNABANK,20.9,21.2,20.7,20.9,21.2,224,28.915,1377044
JAMUNAOIL,191.5,192,191.2,191.5,191.6,492,13.034,67985
JANATAINS,23.9,24.9,23.9,23.9,24.2,87,1.588,66108
JHRML,44.8,45.6,44.8,44.8,45,168,1.608,35830
JMISMDL,121.4,126.4,119.5,121.4,119.2,79,0.903,7371
JUTESPINN,185.1,191.9,183.4,185.1,183.9,52,0.495,2658
KARNAPHULI,28.3,29.4,28.2,28.3,28.9,243,5.739,201226
KAY&amp;QUE,382.7,405,381,382.7,393.1,2162,55.779,141825
KBPPWBIL,67.4,71.4,67,67.4,68.6,5842,171.814,2490350
KDSALTD,41.5,42.4,41.3,41.5,41.6,757,25.527,610738
KEYACOSMET,4.3,4.5,4.3,4.3,4.5,131,1.147,260380
KOHINOOR,508.5,509.9,505.1,505.7,508,177,1.898,3748
KPCL,10.9,11.1,10.8,10.9,11,149,3.357,307325
KPPL,18,18,16.8,18,16.4,1534,28.771,1636487
KTL,10.2,10.6,10.2,10.2,10.4,214,3.342,324284
LANKABAFIN,12.9,13.3,12.9,12.9,13.1,275,5.796,445306
LEGACYFOOT,59,60,57,59,56.7,1262,23.073,391633
LHB,50.6,51.7,50.6,50.6,51.3,377,7.047,138552
LIBRAINFU,653.3,671.2,650,653.3,670.9,748,6.006,9076
LINDEBD,754.9,768.5,753,754.9,763.1,411,4.595,6061
LOVELLO,71.1,76.2,70.2,71.1,74.9,2122,43.873,604301
LRBDL,10.3,11.7,9.9,10.3,12.7,972,13.562,1289842
LRGLOBMF1,2.9,3,2.8,2.9,3,24,0.129,44305
MAGURAPLEX,88.8,90.9,88.6,88.8,87.8,929,19.508,218094
MAKSONSPIN,5.8,6.4,5.8,5.8,6.4,146,1.622,269381
MALEKSPIN,28,29.1,28,28,28.9,517,19.361,685193
MARICO,2744,2753.2,2720,2735.2,2752.2,157,5.787,2111
MATINSPINN,46.1,46.9,46,46.1,46.3,138,2.377,51513
MBL1STMF,3.5,3.7,3.5,3.5,3.6,25,0.162,45500
MEGCONMILK,13.8,14.5,13.5,13.7,14.5,50,0.116,8372
MEGHNACEM,30.2,30.5,28.5,30.2,28.4,76,0.976,32541
MEGHNAINS,26,26.8,25.8,26,26.8,673,17.89,680401
MEGHNALIFE,49,50.7,48.5,49,49.6,246,3.476,70119
MEGHNAPET,20.2,21.1,20,20.2,20.7,19,0.065,3239
MERCANBANK,8.1,8.4,8,8.1,8.3,196,5.656,700075
MERCINS,24,24.5,23.7,24.3,24.7,50,0.407,16690
METROSPIN,8.9,9.3,8.7,8.8,9.1,94,0.818,91766
MHSML,13.9,14.5,13.8,13.9,14.3,232,5.07,359854
MIDASFIN,4.5,4.9,4.5,4.6,4.8,29,0.062,13578
MIDLANDBNK,17.3,17.9,17.3,17.3,17.7,715,20.636,1182320
MIRACLEIND,30,31.6,29.9,30,30.9,342,5.268,173697
MIRAKHTER,28.7,29.2,28.4,28.7,28.7,524,14.991,523011
MITHUNKNIT,13.8,14.4,13.7,13.8,14,58,0.484,35005
MJLBD,89.7,90.1,89.3,89.7,90.1,347,8.137,90739
MLDYEING,8,8.3,8,8,8.2,131,2.451,302619
MONNOAGML,320.6,327,316.7,319.6,321.1,513,6.455,19969
MONNOCERA,81.4,83.9,81.3,81.4,81.6,1842,44.464,541509
MONNOFABR,20.7,21.3,20.5,20.7,20.7,1997,86.207,4124000
MONOSPOOL,104.7,107.9,104,104.7,104.4,2908,73.648,695872
MPETROLEUM,214.8,215.9,214.1,214.8,215.3,705,29.711,138102
MTB,12,12.4,11.9,12,12.2,85,3.606,299426
NAHEEACP,17.3,18,17.2,17.3,17.6,331,3.53,201081
NATLIFEINS,90,92.3,89.1,90,91.7,347,9.536,104567
NAVANACNG,22.1,22.9,22,22.1,22.9,283,4.481,200044
NAVANAPHAR,52.2,54.2,52,52.2,53.5,741,16.897,319064
NBL,3.3,3.4,3.2,3.3,3.3,140,2.64,797885
NCCBANK,11.6,11.7,11.6,11.6,11.7,129,5.509,474358
NCCBLMF1,4.3,4.4,4.2,4.3,4.2,29,0.134,31319
NEWLINE,4,4.5,4,4,4.2,93,0.778,188985
NFML,13.2,13.7,13.2,13.2,13.4,288,6.303,471434
NHFIL,24,24.8,23.7,24,24.3,486,13.957,574477
NITOLINS,26,27.1,25.3,26.5,26.6,192,0.948,36083
NORTHERN,84.9,84.9,82.4,83.1,82.2,60,0.221,2664
NORTHRNINS,28.7,29.6,27.6,29,28.7,26,0.336,11631
NPOLYMER,27.6,28.3,27.5,27.6,28.2,68,0.749,26968
NRBBANK,6.6,6.7,6.5,6.5,6.7,111,1.606,243359
NRBCBANK,5.4,5.6,5.4,5.4,5.5,63,1.214,222815
NTC,163.5,168,162,163.5,166.5,75,0.763,4678
NTLTUBES,64.7,66.5,64.4,64.7,64.5,439,9.053,138653
NURANI,2.2,2.4,2.2,2.2,2.3,74,0.649,286953
OAL,5.5,6,5.4,5.5,5.8,144,1.684,295545
OIMEX,15.3,15.9,15.2,15.3,15.3,532,9.269,599334
OLYMPIC,140.8,142.7,140.8,140.9,142.1,234,4.48,31720
ONEBANKPLC,7,7.2,7,7,7.1,157,6.286,890556
ORIONINFU,389,398.8,386,389,394.1,2441,117.004,299979
ORIONPHARM,29,30,28.9,29,29.8,292,5.449,185288
PADMALIFE,17,17.5,16.9,17,16.9,7,0.034,2001
PADMAOIL,180.4,184.4,180,180.4,195.9,1497,36.694,202741
PARAMOUNT,40.5,41.8,40,40.5,41.4,151,3.918,95310
PDL,4.5,4.7,4.4,4.5,4.6,88,0.343,76022
PENINSULA,17.6,18.5,17.5,17.6,18.2,798,15.48,859241
PEOPLESINS,34.8,36.1,34.5,34.8,35.8,356,10.127,286401
PF1STMF,5.3,5.4,5.2,5.3,5.2,168,4.77,898031
PHARMAID,535.2,545,533.9,535.2,540.9,214,2.777,5152
PHENIXINS,25.6,26.8,25.6,25.9,26.5,96,0.966,36987
PHOENIXFIN,2.6,2.7,2.4,2.5,2.6,32,0.22,89639
PHPMF1,2.7,2.8,2.6,2.7,2.8,69,1.078,398978
PIONEERINS,47.2,49,46.7,47.2,48.8,477,11.045,230233
PLFSL,0.81,0.83,0.81,0.81,0.9,133,0.789,973847
POPULAR1MF,2.7,2.9,2.7,2.7,2.8,28,0.404,148605
POPULARLIF,42.4,43.9,42.3,42.6,43.5,294,4.295,100338
POWERGRID,29,29.7,28.6,28.8,29.3,181,2.386,82632
PRAGATIINS,70.6,72.9,69.2,70.6,70,2628,77.07,1080950
PRAGATILIF,164.6,169.9,163.9,164.6,166.2,1514,38.309,230116
PREMIERBAN,5,5.3,4.9,5,5.1,109,4.491,894486
PREMIERCEM,41.8,43.9,41.7,41.8,42.2,78,1.078,25196
PREMIERLEA,0.9,0.9,0.9,0.9,1,31,0.081,89727
PRIME1ICBA,4.4,4.4,4.2,4.4,4.4,17,0.368,83625
PRIMEBANK,28.6,28.9,28.5,28.6,28.7,265,14.876,520013
PRIMEFIN,1.7,1.7,1.7,1.7,1.8,23,0.199,117030
PRIMEINSUR,29.7,31.3,29.3,29.7,30.8,103,0.844,27830
PRIMELIFE,33.2,34.6,33,33.2,34.2,116,2.242,66047
PRIMETEX,12.6,13.6,12.5,12.6,13.2,94,0.479,37737
PROGRESLIF,43.3,45.5,42.9,43.3,44.9,75,0.58,13289
PROVATIINS,27.8,29,27.7,27.8,28.6,123,1.622,57796
PTL,51.5,54.4,51.3,51.5,53.4,304,11.265,215462
PUBALIBANK,29.4,29.5,29.2,29.4,29.4,146,5.434,184643
PURABIGEN,19.6,20.2,19.5,19.6,20,181,3.165,160586
QUASEMIND,42.9,44.7,42.7,42.9,44.4,1277,35.751,817726
QUEENSOUTH,10.6,10.9,10.5,10.6,10.8,199,3.733,347710
RAHIMAFOOD,142.6,145,139,142.6,135,2911,85.654,601534
RAHIMTEXT,181.2,186.9,176.6,181.2,181.7,700,15.357,84230
RAKCERAMIC,23.1,23.5,22.8,23.3,23,122,1.888,81707
RANFOUNDRY,152.7,161.8,142.2,152.7,156.6,387,2.454,15822
RDFOOD,19,19.7,18.8,19,19.1,379,7,363575
RECKITTBEN,3380.3,3405,3380.3,3388.1,3391.7,40,1.19,351
REGENTTEX,2.8,2.8,2.8,2.8,2.6,39,0.661,236066
RELIANCE1,14,14.4,13.8,14,14.4,191,3.252,231494
RELIANCINS,67.4,68.2,66,67.1,67.2,86,1.881,28063
RENATA,406.2,413.9,405.5,406.2,409.6,427,4.674,11461
RENWICKJA,489.4,498,471,489.4,487.7,41,0.155,317
REPUBLIC,27.4,28.1,27.4,27.4,27.9,104,1.221,44191
RINGSHINE,3.5,3.8,3.4,3.4,3.5,417,8.906,2479808
ROBI,28.2,28.8,28.2,28.2,28.7,889,49.761,1749991
RSRMSTEEL,7.1,7.1,6.9,7,6.9,59,0.243,34936
RUNNERAUTO,39.7,42.8,39.4,39.7,42.2,2809,80.396,1962529
RUPALIBANK,17.6,18.1,17.5,17.6,18,123,1.802,101661
RUPALIINS,21.4,22.1,21.3,21.4,22,139,2.168,99735
RUPALILIFE,81.2,83.3,78,81.2,79.3,2605,58.508,717953
SAFKOSPINN,14,14.6,13.9,14,14.4,148,1.773,124964
SAIFPOWER,5.3,5.6,5.2,5.3,5.4,220,3.556,667767
SAIHAMCOT,17.9,18.4,17.8,17.9,18.1,1038,89.04,4905156
SAIHAMTEX,14.8,15.1,14.7,14.8,14.9,116,2.787,186965
SALAMCRST,15.9,16.5,15.7,15.9,16.3,657,14.835,920661
SALVOCHEM,30,30.6,29.6,30,29.9,932,25.384,845304
SAMATALETH,85,87.9,84.1,85,84.4,934,10.418,121356
SAMORITA,71,71.7,70.7,71.1,70.4,121,1.795,25215
SANDHANINS,19.8,20.2,19.6,19.8,20,158,1.88,94441
SAPORTL,45,45.8,44.9,45,46.5,1083,156.655,3467647
SAVAREFR,0,0,0,215.5,215.5,0,0,0
SBACBANK,6.1,6.4,5.9,6,6.2,127,0.83,135596
SEAPEARL,35,35.9,34.9,35,35.3,1019,23.321,658058
SEMLFBSLGF,4.8,4.9,4.8,4.8,4.8,13,0.121,25157
SEMLIBBLSF,6,6,6,6,6,7,0.02,3285
SEMLLECMF,0,0,0,7.4,7.4,0,0,0
SHAHJABANK,16.7,16.8,16.7,16.7,16.8,59,2.157,129011
SHARPIND,12,12.3,12,12,12.2,69,0.701,57794
SHASHADNIM,16,16.5,16,16.1,16.4,115,1.449,89570
SHEPHERD,11.3,11.7,11.3,11.3,11.5,148,2.919,254599
SHURWID,4.6,5.1,4.5,4.5,4.8,43,0.31,66046
SHYAMPSUG,183.1,185.6,176.8,183.1,183.9,106,0.859,4667
SIBL,0,0,0,3,3,0,0,0
SICL,19,19.9,19,19,19.7,150,1.44,74717
SILCOPHL,13.5,14,13.4,13.5,13.9,158,1.371,100833
SILVAPHL,9.5,9.6,9.4,9.5,9.6,99,0.626,66058
SIMTEX,29.8,34.5,29.8,29.8,33.1,1318,105.721,3398666
SINGERBD,91,94,91,91,91.8,88,0.752,8228
SINOBANGLA,45.8,47.5,45.6,45.8,47.7,1350,39.623,851346
SIPLC,51.7,54.1,51.4,51.7,53.5,492,11.987,226019
SKTRIMS,7.5,7.9,7.5,7.5,7.8,25,0.14,18624
SONALIANSH,203.8,209,198.5,203.8,195.6,3678,82.081,401958
SONALILIFE,64.2,64.6,63,63.6,63,361,3.288,51638
SONALIPAPR,234.9,240,230.4,234.9,228.9,3559,99.117,419466
SONARBAINS,25.3,26.2,25.2,25.3,25.7,128,1.594,62458
SONARGAON,26.5,27.3,26.4,26.5,27.1,296,4.497,167598
SOUTHEASTB,9.1,9.3,9.1,9.1,9.1,85,1.81,198604
SPCERAMICS,15.5,16.1,15.4,15.5,15.8,601,11.731,743476
SPCL,52.1,54.1,51.7,52.1,54,2850,116.426,2201915
SQUARETEXT,49.9,50.3,49.3,49.6,49.9,146,1.776,35796
SQURPHARMA,204.5,206,204.2,204.5,204.9,1281,31.676,154670
SSSTEEL,4.3,4.4,4.2,4.3,4.3,114,0.873,201321
STANCERAM,60.5,64,60.3,60.5,60.6,170,4.429,72957
STANDARINS,35.7,37,35.3,35.7,36.4,99,1.068,29497
STANDBANKL,5.1,5.2,5,5.1,5.1,133,1.519,298257
STYLECRAFT,49.3,51.3,48.5,49.3,49.8,263,2.055,40792
SUMITPOWER,13.4,13.9,13.3,13.4,13.8,508,10.429,771730
SUNLIFEINS,52.6,54.7,52.2,52.6,54.9,605,19.835,370035
TAKAFULINS,34,35,34,34.3,34,60,0.125,3624
TALLUSPIN,5.1,5.3,5,5.1,5.1,33,0.231,45251
TAMIJTEX,137.7,142.6,136.5,137.7,137.2,1132,23.045,164779
TECHNODRUG,31,31.8,30.8,31,31.4,721,20.245,646918
TILIL,42.3,44.2,42,42.3,43.1,1234,27.847,646390
TITASGAS,16.7,17.7,16.6,16.7,17.2,211,2.123,125780
TOSRIFA,16.5,17.1,16.4,16.5,16.8,233,3.68,220912
TRUSTB1MF,2.7,2.8,2.7,2.7,2.8,30,0.876,318476
TRUSTBANK,17.4,17.7,17.3,17.4,17.6,157,3.742,213470
TUNGHAI,1.8,1.9,1.8,1.8,1.9,31,0.117,64473
UCB,10.1,10.3,10.1,10.1,10.2,92,2.655,261165
UNILEVERCL,2254,2285.2,2252,2267.7,2284.3,14,0.07,31
UNIONBANK,0,0,0,1.5,1.5,0,0,0
UNIONCAP,3.5,3.7,3.5,3.5,3.6,33,0.106,30075
UNIONINS,31.2,32.5,31,31.2,32.1,137,1.816,57245
UNIQUEHRL,38.8,40,38.7,38.8,39.8,461,7.404,189279
UNITEDFIN,12,12.5,11.9,12,12.4,181,4.248,348964
UNITEDINS,39.7,41.5,39.7,40.2,40.8,60,1.144,28018
UPGDCL,121.5,124.3,120.2,121.5,123.9,386,5.42,44360
USMANIAGL,30.8,31.7,30,30.8,31,34,0.102,3307
UTTARABANK,21.4,21.7,21.3,21.4,21.4,195,9.905,463731
UTTARAFIN,10.6,11.5,10.6,10.8,10.9,26,0.059,5482
VAMLBDMF1,7.1,7.1,7,7.1,7,86,1.22,172755
VAMLRBBF,5.2,5.4,5.2,5.2,5.3,10,0.083,16001
VFSTDL,11.5,11.9,11.3,11.5,11.3,559,18.97,1631195
WALTONHIL,378.3,383.9,377.3,378.3,381,440,5.083,13410
WATACHEM,124.7,126.7,121.1,124.7,118.5,917,14.518,117157
